epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,2838.91,1.2641,0.81308,1.07669,0.85817,0.80409,0.90197,0.64271,1.02276,0.76107,1.14476,0.0089825,0.0089825,0.0089825
187,2854.14,1.29028,0.83118,1.12568,0.87603,0.84938,0.92062,0.66728,0.99355,0.72875,1.12462,0.008977,0.008977,0.008977
188,2869.38,1.27443,0.82463,1.12157,0.87923,0.84055,0.91671,0.65968,1.00275,0.73467,1.13453,0.0089715,0.0089715,0.0089715
189,2884.54,1.23678,0.78977,1.09419,0.89318,0.83896,0.92785,0.65795,1.00391,0.72488,1.13873,0.008966,0.008966,0.008966
190,2899.68,1.24889,0.82416,1.09696,0.84021,0.87746,0.91924,0.66001,1.01436,0.72668,1.13534,0.0089605,0.0089605,0.0089605
191,2914.98,1.295,0.82978,1.07718,0.86217,0.85096,0.91118,0.66989,1.00753,0.72154,1.14274,0.008955,0.008955,0.008955
192,2930.2,1.26067,0.8081,1.09631,0.85341,0.84579,0.90855,0.65699,1.01796,0.74418,1.12532,0.0089495,0.0089495,0.0089495
193,2945.34,1.25849,0.85182,1.13734,0.8593,0.85765,0.90811,0.64517,1.01636,0.736,1.11068,0.008944,0.008944,0.008944
194,2960.51,1.26844,0.81297,1.08371,0.87045,0.86767,0.91915,0.6631,1.00909,0.72114,1.12383,0.0089385,0.0089385,0.0089385
195,2975.7,1.25718,0.81204,1.09269,0.83586,0.85082,0.90484,0.63902,1.0525,0.76131,1.1169,0.008933,0.008933,0.008933
196,2991.02,1.2332,0.79042,1.08572,0.8631,0.84417,0.91025,0.64652,1.04596,0.75132,1.13465,0.0089275,0.0089275,0.0089275
197,3006.23,1.25465,0.83327,1.08931,0.82545,0.87033,0.91612,0.65194,1.02044,0.72222,1.11924,0.008922,0.008922,0.008922
198,3021.4,1.27594,0.81877,1.1206,0.87102,0.85791,0.91595,0.65596,1.01298,0.71552,1.12244,0.0089165,0.0089165,0.0089165
199,3036.57,1.26612,0.79287,1.09284,0.87201,0.82927,0.90194,0.64317,1.03088,0.73488,1.13735,0.008911,0.008911,0.008911
200,3051.71,1.24331,0.81644,1.1116,0.85898,0.83878,0.91246,0.66055,1.00694,0.72777,1.1469,0.0089055,0.0089055,0.0089055
201,3066.9,1.26627,0.83088,1.13513,0.88475,0.8091,0.9086,0.65213,1.01801,0.72059,1.1524,0.0089,0.0089,0.0089
202,3082.26,1.25619,0.80159,1.10509,0.90054,0.81777,0.90933,0.64967,1.02299,0.74403,1.16204,0.0088945,0.0088945,0.0088945
203,3097.48,1.26733,0.81033,1.07437,0.89996,0.80484,0.90871,0.65112,1.02677,0.72475,1.15803,0.008889,0.008889,0.008889
204,3112.7,1.26409,0.81871,1.08146,0.87719,0.80928,0.89938,0.65134,1.00383,0.73682,1.1426,0.0088835,0.0088835,0.0088835
205,3127.89,1.25444,0.78633,1.11061,0.84166,0.86387,0.90829,0.65844,0.99753,0.7148,1.13956,0.008878,0.008878,0.008878
206,3143.11,1.26909,0.79452,1.0872,0.87497,0.82219,0.90946,0.66886,0.97674,0.71469,1.12645,0.0088725,0.0088725,0.0088725
207,3158.28,1.23251,0.77972,1.08874,0.85753,0.83413,0.9057,0.66313,0.97587,0.71597,1.11401,0.008867,0.008867,0.008867
208,3173.64,1.24543,0.77655,1.07483,0.8576,0.86261,0.91215,0.65929,0.98841,0.71406,1.12504,0.0088615,0.0088615,0.0088615
209,3188.84,1.25119,0.80704,1.08989,0.85765,0.85787,0.90317,0.66054,0.98562,0.70375,1.12037,0.008856,0.008856,0.008856
210,3203.96,1.25814,0.79689,1.08078,0.84421,0.87288,0.91388,0.65752,0.98929,0.69758,1.14661,0.0088505,0.0088505,0.0088505
211,3219.12,1.24663,0.78562,1.10232,0.87354,0.83734,0.91133,0.66709,0.97872,0.69581,1.1229,0.008845,0.008845,0.008845
212,3234.26,1.224,0.79068,1.11132,0.8426,0.84426,0.90892,0.66131,0.9984,0.71455,1.13214,0.0088395,0.0088395,0.0088395
213,3249.46,1.27617,0.81498,1.11473,0.87549,0.8312,0.90422,0.66182,0.97749,0.72817,1.11578,0.008834,0.008834,0.008834
214,3264.8,1.28154,0.81486,1.14868,0.85628,0.80937,0.89597,0.66171,0.97934,0.74466,1.12387,0.0088285,0.0088285,0.0088285
215,3279.97,1.24451,0.79627,1.12278,0.85032,0.87194,0.90653,0.66353,0.98595,0.73625,1.14244,0.008823,0.008823,0.008823
216,3295.19,1.2117,0.78202,1.0884,0.86082,0.86558,0.91529,0.6606,0.98329,0.72245,1.13799,0.0088175,0.0088175,0.0088175
217,3310.35,1.25157,0.78913,1.13339,0.86549,0.84345,0.9107,0.66359,0.98012,0.73294,1.12789,0.008812,0.008812,0.008812
218,3325.53,1.22828,0.79739,1.08919,0.84085,0.87692,0.9125,0.66975,0.98154,0.72399,1.11886,0.0088065,0.0088065,0.0088065
219,3340.87,1.26225,0.81334,1.0953,0.84283,0.86995,0.91772,0.66647,0.96725,0.72304,1.12336,0.008801,0.008801,0.008801
220,3356.05,1.24314,0.79187,1.1339,0.84807,0.88467,0.91854,0.66648,0.98288,0.72315,1.151,0.0087955,0.0087955,0.0087955
221,3371.22,1.26351,0.79601,1.10628,0.85412,0.87229,0.91365,0.65404,1.00166,0.71309,1.14338,0.00879,0.00879,0.00879
222,3386.41,1.24481,0.78556,1.10865,0.8326,0.88819,0.91544,0.65346,1.00298,0.71601,1.14421,0.0087845,0.0087845,0.0087845
223,3401.59,1.22799,0.79217,1.09016,0.89579,0.83313,0.91936,0.66385,0.98351,0.70111,1.13824,0.008779,0.008779,0.008779
224,3416.81,1.25326,0.79017,1.07733,0.83697,0.88369,0.92499,0.66094,0.97332,0.69039,1.12235,0.0087735,0.0087735,0.0087735
225,3432.14,1.25291,0.79014,1.10032,0.89625,0.8135,0.92254,0.67181,0.96216,0.70182,1.10992,0.008768,0.008768,0.008768
226,3447.4,1.27959,0.83289,1.143,0.88405,0.82767,0.92169,0.67049,0.94388,0.70023,1.11896,0.0087625,0.0087625,0.0087625
227,3462.59,1.25265,0.78149,1.10956,0.83534,0.88237,0.91769,0.66946,0.95389,0.7059,1.12651,0.008757,0.008757,0.008757
228,3477.79,1.2255,0.79253,1.11224,0.85517,0.87004,0.92089,0.67446,0.94312,0.69744,1.11658,0.0087515,0.0087515,0.0087515
229,3493,1.25899,0.81399,1.09405,0.84032,0.87338,0.91538,0.67182,0.96073,0.70684,1.13525,0.008746,0.008746,0.008746
230,3508.35,1.25271,0.80087,1.09918,0.88941,0.83875,0.92018,0.67403,0.9472,0.70072,1.14282,0.0087405,0.0087405,0.0087405
231,3523.55,1.23756,0.78872,1.07476,0.85056,0.86853,0.91792,0.67334,0.95151,0.70445,1.13723,0.008735,0.008735,0.008735
232,3538.72,1.20879,0.78332,1.09852,0.9105,0.83476,0.91832,0.66933,0.94419,0.71067,1.12383,0.0087295,0.0087295,0.0087295
233,3553.88,1.23712,0.80718,1.10139,0.89227,0.83853,0.91879,0.66556,0.97479,0.72111,1.13053,0.008724,0.008724,0.008724
234,3569.08,1.22921,0.77469,1.0898,0.90546,0.84149,0.91452,0.66387,0.97623,0.71235,1.11883,0.0087185,0.0087185,0.0087185
235,3584.25,1.23919,0.8186,1.11047,0.90943,0.82058,0.91061,0.66329,0.96511,0.70077,1.11673,0.008713,0.008713,0.008713
236,3599.61,1.23616,0.78808,1.11127,0.91126,0.81435,0.9112,0.66809,0.94374,0.69211,1.11195,0.0087075,0.0087075,0.0087075
237,3614.8,1.22359,0.77267,1.10435,0.86476,0.85838,0.90991,0.66639,0.95526,0.69373,1.11181,0.008702,0.008702,0.008702
238,3630.05,1.24175,0.78992,1.08536,0.89555,0.81347,0.91148,0.66269,0.98003,0.71474,1.10459,0.0086965,0.0086965,0.0086965
239,3645.23,1.22098,0.78294,1.09497,0.89834,0.83764,0.9161,0.66758,0.98391,0.70417,1.09333,0.008691,0.008691,0.008691
240,3660.38,1.22367,0.7955,1.0838,0.89351,0.84649,0.92162,0.66941,0.97745,0.7033,1.09326,0.0086855,0.0086855,0.0086855
241,3675.71,1.26417,0.7995,1.09121,0.86773,0.8521,0.923,0.6746,0.9638,0.70751,1.09393,0.00868,0.00868,0.00868
242,3690.97,1.28563,0.82237,1.10012,0.8647,0.86247,0.91265,0.67021,0.96524,0.70638,1.09164,0.0086745,0.0086745,0.0086745
243,3706.15,1.23473,0.78566,1.10435,0.86856,0.85165,0.91263,0.6758,0.95512,0.69474,1.10624,0.008669,0.008669,0.008669
244,3721.37,1.25162,0.7845,1.07887,0.88084,0.86202,0.91757,0.67598,0.97274,0.6907,1.12012,0.0086635,0.0086635,0.0086635
245,3736.59,1.23372,0.77229,1.09831,0.85846,0.89416,0.91598,0.66569,0.98298,0.70481,1.12651,0.008658,0.008658,0.008658
246,3751.95,1.22382,0.78882,1.08948,0.89907,0.85789,0.92034,0.66913,0.9703,0.69535,1.13416,0.0086525,0.0086525,0.0086525
247,3767.11,1.24303,0.79317,1.10695,0.88488,0.8669,0.91928,0.66859,0.96192,0.69626,1.11178,0.008647,0.008647,0.008647
248,3782.33,1.2667,0.81221,1.09517,0.86763,0.84558,0.9179,0.66538,0.97152,0.70822,1.10684,0.0086415,0.0086415,0.0086415
249,3797.55,1.25219,0.7999,1.09648,0.86909,0.89251,0.92859,0.66675,0.98212,0.71263,1.10985,0.008636,0.008636,0.008636
250,3812.76,1.2603,0.82964,1.1181,0.866,0.90436,0.93077,0.66973,0.97253,0.70736,1.12853,0.0086305,0.0086305,0.0086305
251,3827.97,1.21098,0.78121,1.07862,0.83604,0.90831,0.93386,0.67006,0.9798,0.70789,1.13948,0.008625,0.008625,0.008625
252,3843.32,1.24059,0.80843,1.11198,0.90408,0.8518,0.936,0.67221,0.97764,0.70598,1.13257,0.0086195,0.0086195,0.0086195
253,3858.57,1.26388,0.79552,1.07638,0.8713,0.88097,0.93345,0.66955,0.98528,0.70313,1.13762,0.008614,0.008614,0.008614
254,3873.75,1.25456,0.7986,1.0902,0.89385,0.86565,0.92821,0.67229,0.98969,0.70269,1.13465,0.0086085,0.0086085,0.0086085
255,3888.94,1.24984,0.79214,1.09492,0.87819,0.87361,0.92894,0.66796,0.98956,0.70499,1.13398,0.008603,0.008603,0.008603
256,3904.14,1.2578,0.7769,1.09661,0.85258,0.88968,0.92471,0.66889,0.97383,0.71131,1.13456,0.0085975,0.0085975,0.0085975
257,3919.49,1.24133,0.79099,1.09772,0.86798,0.88275,0.92165,0.66511,0.97136,0.70925,1.14615,0.008592,0.008592,0.008592
258,3934.7,1.23481,0.79086,1.07757,0.8607,0.8921,0.92372,0.67447,0.97153,0.71318,1.13842,0.0085865,0.0085865,0.0085865
259,3949.89,1.22497,0.75644,1.09937,0.83674,0.8909,0.92399,0.67441,0.96458,0.70748,1.13382,0.008581,0.008581,0.008581
260,3965.04,1.22937,0.79724,1.06966,0.8791,0.8614,0.92878,0.6751,0.96323,0.70584,1.13035,0.0085755,0.0085755,0.0085755
261,3980.25,1.23959,0.79738,1.10232,0.85945,0.88407,0.92795,0.67754,0.95699,0.70704,1.13421,0.00857,0.00857,0.00857
262,3995.45,1.25266,0.80549,1.10899,0.84845,0.88218,0.92326,0.68117,0.94809,0.70957,1.11852,0.0085645,0.0085645,0.0085645
263,4010.8,1.24655,0.79357,1.10825,0.85683,0.86072,0.92177,0.67597,0.95117,0.69871,1.1194,0.008559,0.008559,0.008559
264,4026,1.22933,0.79636,1.09391,0.86735,0.88219,0.92725,0.68163,0.94492,0.6908,1.11775,0.0085535,0.0085535,0.0085535
265,4041.23,1.23162,0.76618,1.11457,0.87963,0.86603,0.92796,0.68391,0.9468,0.68475,1.10747,0.008548,0.008548,0.008548
266,4056.4,1.23334,0.80033,1.06887,0.8909,0.873,0.92827,0.68943,0.93945,0.68565,1.10148,0.0085425,0.0085425,0.0085425
267,4071.57,1.22202,0.79441,1.08786,0.88464,0.86658,0.92689,0.68389,0.93606,0.68528,1.09487,0.008537,0.008537,0.008537
268,4086.85,1.23813,0.77283,1.08903,0.88764,0.88196,0.92377,0.68775,0.92251,0.6756,1.09615,0.0085315,0.0085315,0.0085315
269,4102.01,1.23635,0.77859,1.08872,0.87853,0.86734,0.92267,0.69239,0.93236,0.67999,1.10161,0.008526,0.008526,0.008526
270,4117.17,1.26751,0.80174,1.06624,0.87113,0.8577,0.924,0.68895,0.9233,0.67764,1.10046,0.0085205,0.0085205,0.0085205
271,4132.3,1.21451,0.76126,1.08893,0.8889,0.85441,0.92105,0.69178,0.92455,0.68504,1.10621,0.008515,0.008515,0.008515
272,4147.42,1.23536,0.76615,1.05953,0.88028,0.86086,0.92285,0.69206,0.92622,0.68544,1.09776,0.0085095,0.0085095,0.0085095
273,4162.55,1.19458,0.75986,1.06478,0.88705,0.85622,0.92441,0.68992,0.92338,0.68522,1.08955,0.008504,0.008504,0.008504
274,4177.86,1.25309,0.79979,1.07889,0.88239,0.85443,0.92616,0.688,0.92916,0.68394,1.09674,0.0084985,0.0084985,0.0084985
275,4193.04,1.23361,0.78438,1.07589,0.86587,0.85608,0.92293,0.68486,0.93641,0.68849,1.1001,0.008493,0.008493,0.008493
276,4208.22,1.20909,0.77591,1.06048,0.88926,0.82948,0.92459,0.68512,0.93718,0.68293,1.10472,0.0084875,0.0084875,0.0084875
277,4223.41,1.21771,0.80507,1.06594,0.86377,0.876,0.93011,0.68671,0.94009,0.68295,1.10913,0.008482,0.008482,0.008482
278,4238.59,1.17141,0.76615,1.07522,0.85367,0.85991,0.92516,0.67741,0.9541,0.69186,1.12055,0.0084765,0.0084765,0.0084765
279,4253.9,1.206,0.77059,1.08492,0.8202,0.89413,0.92238,0.68205,0.95477,0.69319,1.11298,0.008471,0.008471,0.008471
280,4269.13,1.20413,0.75101,1.08239,0.8235,0.88734,0.91621,0.6815,0.94446,0.68755,1.10359,0.0084655,0.0084655,0.0084655
281,4284.28,1.2004,0.77592,1.0786,0.85903,0.84796,0.9162,0.67674,0.94276,0.68671,1.1041,0.00846,0.00846,0.00846
282,4299.46,1.20468,0.76323,1.08103,0.8229,0.8979,0.92232,0.67638,0.94022,0.68492,1.09444,0.0084545,0.0084545,0.0084545
283,4314.65,1.20457,0.76007,1.07714,0.82921,0.90597,0.92618,0.68181,0.94248,0.67946,1.09718,0.008449,0.008449,0.008449
284,4329.87,1.22918,0.7873,1.08249,0.83187,0.90546,0.92596,0.68255,0.93349,0.67971,1.09721,0.0084435,0.0084435,0.0084435
285,4345.23,1.18303,0.73484,1.06538,0.8453,0.88729,0.92648,0.68508,0.93115,0.68254,1.09163,0.008438,0.008438,0.008438
286,4360.43,1.21518,0.77167,1.06133,0.85158,0.89399,0.9272,0.68611,0.92949,0.68431,1.09194,0.0084325,0.0084325,0.0084325
287,4375.65,1.22105,0.76725,1.085,0.84633,0.88776,0.92422,0.67897,0.93592,0.68446,1.10162,0.008427,0.008427,0.008427
288,4390.87,1.22256,0.76582,1.11958,0.84925,0.88875,0.92499,0.67751,0.94496,0.68459,1.10614,0.0084215,0.0084215,0.0084215
289,4406.15,1.23158,0.7784,1.08302,0.8605,0.87685,0.92873,0.67936,0.94873,0.6783,1.113,0.008416,0.008416,0.008416
290,4421.38,1.21909,0.76236,1.06448,0.8579,0.87683,0.92821,0.676,0.95675,0.6784,1.11573,0.0084105,0.0084105,0.0084105
291,4436.58,1.19512,0.75763,1.08073,0.85102,0.88972,0.92929,0.68063,0.9536,0.67398,1.11852,0.008405,0.008405,0.008405
292,4451.72,1.22076,0.77177,1.09403,0.87784,0.87502,0.92673,0.67631,0.95649,0.67216,1.11596,0.0083995,0.0083995,0.0083995
293,4466.88,1.20922,0.77645,1.06545,0.87726,0.87345,0.93124,0.67436,0.95494,0.67186,1.11227,0.008394,0.008394,0.008394
294,4482.02,1.20059,0.75912,1.09372,0.87781,0.86906,0.92862,0.68084,0.95611,0.67006,1.11434,0.0083885,0.0083885,0.0083885
295,4497.34,1.24463,0.77833,1.09869,0.89927,0.86677,0.92968,0.67874,0.96412,0.66679,1.11061,0.008383,0.008383,0.008383
296,4512.5,1.19219,0.7462,1.10569,0.87933,0.86688,0.92878,0.67934,0.96275,0.66347,1.10517,0.0083775,0.0083775,0.0083775
297,4527.7,1.21014,0.78692,1.08873,0.87159,0.87283,0.92665,0.6858,0.95615,0.66664,1.10988,0.008372,0.008372,0.008372
298,4542.88,1.19672,0.75663,1.05838,0.88365,0.85959,0.92547,0.68681,0.95113,0.66601,1.11338,0.0083665,0.0083665,0.0083665
299,4558.05,1.1874,0.7535,1.05837,0.89745,0.85491,0.92465,0.68834,0.94942,0.66832,1.11976,0.008361,0.008361,0.008361
300,4573.19,1.20633,0.78726,1.0951,0.89012,0.86558,0.92596,0.69024,0.95256,0.66713,1.12893,0.0083555,0.0083555,0.0083555
301,4588.51,1.19503,0.75768,1.08589,0.88205,0.88511,0.93291,0.6912,0.94921,0.66724,1.12822,0.00835,0.00835,0.00835
302,4603.69,1.20003,0.74384,1.06654,0.88922,0.87828,0.9331,0.69421,0.94717,0.66992,1.12585,0.0083445,0.0083445,0.0083445
303,4618.93,1.20168,0.75715,1.07071,0.88469,0.88015,0.93177,0.69613,0.94008,0.67112,1.12795,0.008339,0.008339,0.008339
304,4634.14,1.19132,0.77066,1.07638,0.86611,0.88002,0.92979,0.69405,0.93484,0.67624,1.1223,0.0083335,0.0083335,0.0083335
305,4649.44,1.20177,0.75411,1.07922,0.84487,0.9035,0.9262,0.6935,0.93368,0.67673,1.12188,0.008328,0.008328,0.008328
306,4664.6,1.17775,0.73897,1.07978,0.84156,0.90312,0.92181,0.69502,0.9378,0.6819,1.12276,0.0083225,0.0083225,0.0083225
307,4679.8,1.21619,0.76336,1.09615,0.84994,0.90222,0.92313,0.6925,0.94359,0.68005,1.12883,0.008317,0.008317,0.008317
308,4695.01,1.21345,0.77923,1.06575,0.84581,0.89843,0.9243,0.69181,0.94774,0.67865,1.13673,0.0083115,0.0083115,0.0083115
309,4710.22,1.21778,0.75904,1.07673,0.83241,0.90661,0.92342,0.68841,0.94761,0.67835,1.13887,0.008306,0.008306,0.008306
310,4725.41,1.20332,0.77137,1.07377,0.85158,0.88207,0.92312,0.68558,0.94923,0.68379,1.13442,0.0083005,0.0083005,0.0083005
311,4740.77,1.19494,0.76101,1.08455,0.83564,0.89444,0.92303,0.68117,0.94614,0.68574,1.13647,0.008295,0.008295,0.008295
312,4755.95,1.20192,0.75276,1.07522,0.82122,0.91619,0.92393,0.68117,0.95312,0.6843,1.13515,0.0082895,0.0082895,0.0082895
313,4771.13,1.19887,0.7663,1.07758,0.86186,0.88164,0.92408,0.68286,0.95204,0.68488,1.12955,0.008284,0.008284,0.008284
314,4786.31,1.23053,0.77265,1.10608,0.86552,0.87375,0.92207,0.67831,0.95492,0.68895,1.11807,0.0082785,0.0082785,0.0082785
315,4801.48,1.2436,0.76974,1.08556,0.85599,0.87457,0.92093,0.67846,0.95091,0.68758,1.11867,0.008273,0.008273,0.008273
316,4816.82,1.1866,0.76578,1.08362,0.82544,0.89077,0.92141,0.6788,0.95216,0.68635,1.11603,0.0082675,0.0082675,0.0082675
317,4832,1.21668,0.76525,1.0784,0.8535,0.863,0.92208,0.67483,0.95394,0.6891,1.10968,0.008262,0.008262,0.008262
318,4847.19,1.20717,0.74841,1.07769,0.82451,0.87817,0.91408,0.67696,0.94824,0.68783,1.10621,0.0082565,0.0082565,0.0082565
319,4862.4,1.21439,0.76638,1.07534,0.8383,0.86165,0.91454,0.678,0.94661,0.68849,1.10755,0.008251,0.008251,0.008251
320,4877.58,1.21395,0.77672,1.07522,0.84325,0.87589,0.92036,0.67998,0.94578,0.68663,1.10753,0.0082455,0.0082455,0.0082455
321,4892.74,1.1854,0.74702,1.07448,0.84564,0.87904,0.92176,0.67902,0.94049,0.68307,1.10392,0.00824,0.00824,0.00824
322,4908.1,1.2226,0.74394,1.0945,0.85505,0.88095,0.92286,0.68377,0.93709,0.67492,1.10554,0.0082345,0.0082345,0.0082345
323,4923.3,1.22935,0.78034,1.08943,0.82814,0.88558,0.91819,0.68309,0.9361,0.67385,1.10539,0.008229,0.008229,0.008229
324,4938.49,1.20576,0.76848,1.07967,0.87095,0.85018,0.91819,0.68224,0.93703,0.67021,1.10876,0.0082235,0.0082235,0.0082235
325,4953.67,1.20091,0.75615,1.05947,0.84598,0.86958,0.92186,0.68321,0.93519,0.6697,1.11126,0.008218,0.008218,0.008218
326,4968.9,1.20585,0.75746,1.09203,0.84696,0.8708,0.92016,0.68215,0.93328,0.66443,1.11487,0.0082125,0.0082125,0.0082125
327,4984.22,1.20619,0.77702,1.07319,0.85016,0.89325,0.92447,0.68542,0.93266,0.6581,1.11919,0.008207,0.008207,0.008207
328,4999.42,1.19857,0.76137,1.05406,0.83,0.90031,0.92449,0.68532,0.92616,0.66082,1.11564,0.0082015,0.0082015,0.0082015
329,5014.66,1.19542,0.76276,1.0772,0.81939,0.90374,0.923,0.68524,0.9265,0.66232,1.11652,0.008196,0.008196,0.008196
330,5029.84,1.20714,0.75267,1.06981,0.83623,0.88842,0.92224,0.68458,0.92314,0.66012,1.1134,0.0081905,0.0081905,0.0081905
331,5045.03,1.21568,0.78428,1.0735,0.83528,0.90214,0.92238,0.68582,0.9231,0.66202,1.11218,0.008185,0.008185,0.008185
332,5060.2,1.20047,0.76129,1.10022,0.83615,0.90295,0.92271,0.68598,0.92234,0.66328,1.1118,0.0081795,0.0081795,0.0081795
333,5075.55,1.19752,0.76457,1.07104,0.84276,0.90241,0.91965,0.68683,0.9232,0.66145,1.10925,0.008174,0.008174,0.008174
334,5090.74,1.21374,0.75692,1.07447,0.83961,0.89049,0.9211,0.68295,0.92903,0.66365,1.10796,0.0081685,0.0081685,0.0081685
335,5105.95,1.19873,0.7501,1.10258,0.83558,0.88757,0.91681,0.68391,0.9302,0.66258,1.11007,0.008163,0.008163,0.008163
336,5121.15,1.19988,0.75982,1.08157,0.877,0.84774,0.91939,0.68538,0.92821,0.66326,1.1068,0.0081575,0.0081575,0.0081575
337,5136.36,1.22275,0.7895,1.10941,0.83054,0.89202,0.91871,0.68557,0.92734,0.6638,1.10471,0.008152,0.008152,0.008152
338,5151.74,1.24351,0.78046,1.08023,0.8315,0.90076,0.91847,0.68181,0.9265,0.66209,1.10273,0.0081465,0.0081465,0.0081465
339,5166.99,1.19265,0.7556,1.09406,0.83165,0.90129,0.91936,0.67887,0.92134,0.66065,1.10393,0.008141,0.008141,0.008141
340,5182.22,1.21697,0.78828,1.07967,0.83205,0.90105,0.92035,0.67972,0.92711,0.66231,1.10371,0.0081355,0.0081355,0.0081355
341,5197.41,1.20311,0.76164,1.09013,0.82642,0.89836,0.92027,0.68004,0.92801,0.66509,1.11028,0.00813,0.00813,0.00813
342,5212.58,1.21512,0.76299,1.09445,0.83275,0.89831,0.91963,0.67977,0.92354,0.66648,1.11129,0.0081245,0.0081245,0.0081245
343,5227.85,1.19788,0.76026,1.11957,0.83294,0.89789,0.92049,0.67585,0.92666,0.66793,1.11828,0.008119,0.008119,0.008119
344,5243.05,1.20631,0.75257,1.08773,0.84559,0.89594,0.92488,0.68003,0.92422,0.66688,1.12196,0.0081135,0.0081135,0.0081135
345,5258.23,1.18494,0.75803,1.08094,0.85074,0.89988,0.92105,0.67886,0.92447,0.66482,1.11828,0.008108,0.008108,0.008108
346,5273.41,1.23056,0.77139,1.06334,0.83995,0.8948,0.91966,0.67263,0.92954,0.66581,1.11694,0.0081025,0.0081025,0.0081025
347,5288.59,1.17177,0.72692,1.04268,0.83573,0.89752,0.92345,0.67883,0.92966,0.66869,1.12127,0.008097,0.008097,0.008097
348,5303.79,1.19738,0.75619,1.11327,0.84433,0.89763,0.92493,0.67907,0.9249,0.66872,1.12138,0.0080915,0.0080915,0.0080915
349,5319.09,1.21654,0.78208,1.08327,0.8457,0.90452,0.92595,0.68401,0.92257,0.66796,1.12042,0.008086,0.008086,0.008086
350,5334.25,1.20351,0.74341,1.07533,0.84514,0.89649,0.92068,0.6811,0.92466,0.66787,1.12096,0.0080805,0.0080805,0.0080805
351,5349.44,1.18708,0.76497,1.05319,0.82406,0.91314,0.92385,0.68574,0.92204,0.66819,1.1209,0.008075,0.008075,0.008075
352,5364.61,1.18946,0.77973,1.0637,0.83663,0.90729,0.92352,0.68454,0.9232,0.66885,1.12295,0.0080695,0.0080695,0.0080695
353,5379.8,1.18458,0.74006,1.05069,0.83216,0.91223,0.925,0.6868,0.92494,0.67136,1.12458,0.008064,0.008064,0.008064
354,5395.13,1.1698,0.75462,1.07491,0.83305,0.90765,0.92588,0.68398,0.92632,0.67335,1.12556,0.0080585,0.0080585,0.0080585
355,5410.34,1.19446,0.77822,1.04924,0.82777,0.90842,0.92001,0.68586,0.92812,0.67549,1.12918,0.008053,0.008053,0.008053
356,5425.51,1.17438,0.75857,1.07881,0.83298,0.90786,0.9212,0.68328,0.92882,0.6748,1.13417,0.0080475,0.0080475,0.0080475
357,5440.67,1.22478,0.79857,1.05973,0.83144,0.90666,0.9223,0.68288,0.92543,0.67381,1.13624,0.008042,0.008042,0.008042
358,5455.85,1.18109,0.75751,1.08346,0.83776,0.89949,0.92299,0.68539,0.92613,0.67156,1.13979,0.0080365,0.0080365,0.0080365
359,5471.07,1.19384,0.74673,1.07638,0.84182,0.89391,0.92344,0.68704,0.92278,0.67052,1.13775,0.008031,0.008031,0.008031
360,5486.46,1.19247,0.76204,1.04711,0.87124,0.86357,0.92254,0.68787,0.92046,0.67008,1.13677,0.0080255,0.0080255,0.0080255
361,5501.69,1.17646,0.73283,1.06264,0.88448,0.8614,0.92307,0.68837,0.91702,0.67101,1.13153,0.00802,0.00802,0.00802
362,5516.89,1.16317,0.74555,1.08019,0.88512,0.86944,0.92829,0.69253,0.91716,0.67106,1.1277,0.0080145,0.0080145,0.0080145
363,5532.07,1.18263,0.73746,1.07369,0.88576,0.86204,0.92417,0.68856,0.91636,0.66789,1.12527,0.008009,0.008009,0.008009
364,5547.26,1.20541,0.75374,1.06588,0.88436,0.86037,0.92373,0.68772,0.91488,0.66645,1.1228,0.0080035,0.0080035,0.0080035
365,5562.65,1.18915,0.74848,1.05722,0.8831,0.86811,0.92882,0.68963,0.91531,0.66686,1.12268,0.007998,0.007998,0.007998
366,5577.88,1.18013,0.74588,1.09056,0.88446,0.86052,0.92382,0.69019,0.9139,0.66323,1.12597,0.0079925,0.0079925,0.0079925
367,5593.05,1.17476,0.72741,1.06296,0.88164,0.85932,0.92407,0.68369,0.9172,0.66431,1.1226,0.007987,0.007987,0.007987
368,5608.25,1.19745,0.73164,1.07527,0.86436,0.87667,0.92917,0.69105,0.91653,0.66468,1.11864,0.0079815,0.0079815,0.0079815
369,5623.44,1.20264,0.75033,1.05318,0.86591,0.88178,0.92881,0.69228,0.91665,0.66371,1.11451,0.007976,0.007976,0.007976
370,5638.73,1.17985,0.74427,1.06638,0.86768,0.87139,0.92865,0.69008,0.91972,0.66315,1.11217,0.0079705,0.0079705,0.0079705
371,5653.92,1.17844,0.75536,1.06217,0.90424,0.84077,0.92796,0.6905,0.91919,0.66267,1.10731,0.007965,0.007965,0.007965
372,5669.11,1.1891,0.74415,1.06573,0.9002,0.84255,0.92867,0.68938,0.91923,0.66166,1.1063,0.0079595,0.0079595,0.0079595
373,5684.27,1.16867,0.75237,1.10017,0.90106,0.84122,0.92754,0.68949,0.91793,0.66086,1.10302,0.007954,0.007954,0.007954
374,5699.45,1.18902,0.73146,1.07666,0.89639,0.83979,0.92749,0.6896,0.91736,0.66102,1.10416,0.0079485,0.0079485,0.0079485
