epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,9511.38,1.51542,1.09578,1.13351,0.75403,0.70383,0.7481,0.49676,0.82765,0.80143,0.82921,0.00964756,0.00964756,0.00964756
180,9564.36,1.58038,1.13482,1.13878,0.75721,0.69568,0.74445,0.49422,0.82871,0.80275,0.82958,0.00964558,0.00964558,0.00964558
181,9617.19,1.48482,1.08617,1.12001,0.75949,0.68939,0.74641,0.49544,0.8298,0.80262,0.83033,0.0096436,0.0096436,0.0096436
182,9670.18,1.54863,1.1522,1.13249,0.74841,0.70576,0.75059,0.49612,0.83008,0.80395,0.83109,0.00964162,0.00964162,0.00964162
183,9723.09,1.54211,1.12218,1.12066,0.75134,0.70504,0.7512,0.49499,0.82762,0.8039,0.83039,0.00963964,0.00963964,0.00963964
184,9775.96,1.50997,1.09532,1.13993,0.75132,0.70729,0.7545,0.49817,0.82676,0.80433,0.83003,0.00963766,0.00963766,0.00963766
185,9828.95,1.51171,1.09716,1.14616,0.75695,0.7003,0.75231,0.49701,0.82759,0.80534,0.82995,0.00963568,0.00963568,0.00963568
186,9881.73,1.48073,1.06876,1.13232,0.75302,0.7003,0.7507,0.49511,0.82598,0.80528,0.82976,0.0096337,0.0096337,0.0096337
187,9934.83,1.53119,1.08697,1.1573,0.75052,0.71186,0.75554,0.49582,0.82645,0.80564,0.8297,0.00963172,0.00963172,0.00963172
188,9987.65,1.50476,1.12223,1.11393,0.75653,0.70628,0.75624,0.49805,0.82837,0.8034,0.82988,0.00962974,0.00962974,0.00962974
189,10040.6,1.55801,1.11165,1.11965,0.75303,0.70657,0.75636,0.49853,0.82778,0.80332,0.8296,0.00962776,0.00962776,0.00962776
190,10093.4,1.50595,1.07702,1.11167,0.74922,0.70657,0.75628,0.50095,0.82754,0.80345,0.82885,0.00962578,0.00962578,0.00962578
191,10146.5,1.56111,1.1127,1.14314,0.74911,0.70726,0.75582,0.50051,0.82651,0.80263,0.82852,0.0096238,0.0096238,0.0096238
192,10199.4,1.53588,1.07303,1.13895,0.74185,0.70729,0.75546,0.49956,0.82754,0.80182,0.82837,0.00962182,0.00962182,0.00962182
193,10252.4,1.50369,1.07325,1.13417,0.74291,0.70786,0.75509,0.50042,0.82619,0.80283,0.82819,0.00961984,0.00961984,0.00961984
194,10305.4,1.53871,1.09572,1.12816,0.7418,0.71012,0.75472,0.501,0.82538,0.80242,0.82771,0.00961786,0.00961786,0.00961786
195,10358.4,1.5392,1.06623,1.1521,0.73776,0.71607,0.75636,0.50218,0.82404,0.8018,0.82706,0.00961588,0.00961588,0.00961588
196,10411.2,1.51152,1.04541,1.12259,0.73004,0.71589,0.75531,0.50159,0.82525,0.801,0.8276,0.0096139,0.0096139,0.0096139
197,10464.2,1.48559,1.07469,1.13775,0.72758,0.71732,0.75654,0.50029,0.82375,0.79987,0.82761,0.00961192,0.00961192,0.00961192
198,10517.1,1.48455,1.04432,1.12725,0.72804,0.71732,0.75825,0.49942,0.82451,0.79897,0.82753,0.00960994,0.00960994,0.00960994
199,10570,1.48918,1.08424,1.10802,0.73526,0.7172,0.7595,0.50112,0.82355,0.80164,0.82764,0.00960796,0.00960796,0.00960796
200,10623.1,1.50485,1.05697,1.12228,0.734,0.71732,0.75988,0.50112,0.82399,0.80179,0.82796,0.00960598,0.00960598,0.00960598
201,10676,1.53671,1.09744,1.14962,0.73174,0.71875,0.75962,0.50062,0.82276,0.80261,0.82773,0.009604,0.009604,0.009604
202,10729.1,1.51308,1.06808,1.14214,0.73438,0.72018,0.7607,0.50113,0.82188,0.80269,0.82902,0.00960202,0.00960202,0.00960202
203,10782.1,1.49593,1.12313,1.10764,0.73266,0.72018,0.76097,0.50158,0.82066,0.803,0.82841,0.00960004,0.00960004,0.00960004
204,10835.1,1.50376,1.08372,1.12753,0.73376,0.72009,0.7602,0.50095,0.82078,0.80303,0.82888,0.00959806,0.00959806,0.00959806
205,10888.2,1.51377,1.11039,1.15101,0.73306,0.71732,0.75982,0.50214,0.82029,0.80316,0.82874,0.00959608,0.00959608,0.00959608
206,10941.2,1.46627,1.08488,1.16075,0.73721,0.71944,0.75981,0.50018,0.82083,0.80327,0.82868,0.0095941,0.0095941,0.0095941
207,10994.3,1.52424,1.05289,1.131,0.73896,0.71307,0.76053,0.49911,0.81897,0.80337,0.82862,0.00959212,0.00959212,0.00959212
208,11047.2,1.54671,1.12142,1.13669,0.73837,0.71241,0.76058,0.49876,0.81887,0.80162,0.82877,0.00959014,0.00959014,0.00959014
209,11100.2,1.55907,1.11149,1.13632,0.73773,0.71308,0.76054,0.49844,0.82025,0.8012,0.82929,0.00958816,0.00958816,0.00958816
210,11153.1,1.49814,1.09639,1.09568,0.73768,0.71287,0.76089,0.49937,0.81941,0.80138,0.8293,0.00958618,0.00958618,0.00958618
211,11206.2,1.50954,1.05885,1.15648,0.73039,0.7239,0.76118,0.50027,0.82098,0.79796,0.82905,0.0095842,0.0095842,0.0095842
212,11259.1,1.53875,1.08556,1.13696,0.72563,0.72428,0.7585,0.50147,0.82203,0.7964,0.82872,0.00958222,0.00958222,0.00958222
213,11312.1,1.51243,1.08468,1.11136,0.72887,0.72485,0.75735,0.4982,0.82244,0.79608,0.82899,0.00958024,0.00958024,0.00958024
214,11365.1,1.48781,1.08392,1.10807,0.73058,0.72254,0.75759,0.49898,0.82374,0.79552,0.82897,0.00957826,0.00957826,0.00957826
215,11418.1,1.50972,1.07198,1.13605,0.74059,0.71627,0.75924,0.49979,0.82226,0.79451,0.8283,0.00957628,0.00957628,0.00957628
216,11471,1.50653,1.09683,1.12005,0.7378,0.7125,0.75933,0.50096,0.82172,0.79307,0.82841,0.0095743,0.0095743,0.0095743
217,11524,1.51068,1.08168,1.16213,0.73926,0.71858,0.76008,0.49929,0.82287,0.79164,0.82858,0.00957232,0.00957232,0.00957232
218,11576.8,1.51795,1.03539,1.16043,0.74189,0.71863,0.7616,0.49973,0.82264,0.7905,0.82807,0.00957034,0.00957034,0.00957034
219,11629.8,1.49553,1.03678,1.16233,0.74499,0.71067,0.76077,0.50012,0.82291,0.78976,0.82796,0.00956836,0.00956836,0.00956836
220,11682.6,1.47343,1.0883,1.08972,0.74348,0.71033,0.7588,0.49746,0.82189,0.78979,0.82748,0.00956638,0.00956638,0.00956638
221,11735.6,1.52128,1.12668,1.1274,0.73061,0.73219,0.75988,0.49774,0.8195,0.79013,0.82709,0.0095644,0.0095644,0.0095644
222,11788.4,1.51466,1.0876,1.15151,0.72806,0.73219,0.7591,0.49705,0.81873,0.78996,0.82698,0.00956242,0.00956242,0.00956242
223,11841.3,1.51295,1.07379,1.11476,0.72628,0.73236,0.7592,0.49769,0.81912,0.78807,0.82686,0.00956044,0.00956044,0.00956044
224,11894.3,1.52708,1.07602,1.15733,0.73832,0.71561,0.75835,0.49847,0.81765,0.78817,0.82656,0.00955846,0.00955846,0.00955846
225,11947.2,1.48798,1.0644,1.13961,0.74214,0.70675,0.75838,0.49837,0.81773,0.78742,0.82631,0.00955648,0.00955648,0.00955648
226,12000.2,1.49416,1.07893,1.1382,0.74294,0.70747,0.75975,0.49757,0.81689,0.78694,0.8263,0.0095545,0.0095545,0.0095545
227,12053.1,1.52959,1.09192,1.16569,0.74107,0.70532,0.75778,0.49801,0.81785,0.78598,0.82645,0.00955252,0.00955252,0.00955252
228,12106,1.51993,1.10187,1.13082,0.72218,0.73155,0.75732,0.49826,0.81628,0.78595,0.82633,0.00955054,0.00955054,0.00955054
229,12158.9,1.50071,1.09727,1.10215,0.72242,0.73075,0.75756,0.49601,0.81629,0.78519,0.82632,0.00954856,0.00954856,0.00954856
230,12211.9,1.50188,1.05567,1.13393,0.72193,0.73075,0.7573,0.49549,0.81599,0.78402,0.82621,0.00954658,0.00954658,0.00954658
231,12264.7,1.46247,1.07262,1.11504,0.719,0.73219,0.75744,0.49565,0.81468,0.78346,0.82585,0.0095446,0.0095446,0.0095446
232,12317.8,1.54684,1.09099,1.15419,0.71507,0.72618,0.75766,0.49654,0.81429,0.78271,0.82601,0.00954262,0.00954262,0.00954262
233,12370.6,1.45085,1.04266,1.10118,0.72755,0.73075,0.76607,0.49736,0.81452,0.78169,0.82585,0.00954064,0.00954064,0.00954064
234,12423.6,1.53309,1.06897,1.11983,0.72658,0.73075,0.7653,0.49778,0.8147,0.78061,0.82605,0.00953866,0.00953866,0.00953866
235,12476.5,1.4263,1.00594,1.08341,0.72629,0.73147,0.76553,0.49817,0.81423,0.78033,0.82596,0.00953668,0.00953668,0.00953668
236,12529.6,1.50407,1.10719,1.12484,0.72982,0.72897,0.76568,0.49862,0.81436,0.78044,0.82678,0.0095347,0.0095347,0.0095347
237,12582.5,1.50416,1.0578,1.15022,0.73499,0.7288,0.76737,0.50006,0.81425,0.77983,0.82662,0.00953272,0.00953272,0.00953272
238,12635.6,1.49001,1.04476,1.12508,0.73567,0.7282,0.76699,0.49956,0.8138,0.77992,0.82636,0.00953074,0.00953074,0.00953074
239,12688.5,1.49935,1.05973,1.11715,0.73611,0.73058,0.76738,0.50032,0.81312,0.78047,0.82593,0.00952876,0.00952876,0.00952876
240,12741.6,1.49836,1.05894,1.11145,0.73695,0.73074,0.76804,0.50046,0.81382,0.78014,0.82568,0.00952678,0.00952678,0.00952678
241,12794.5,1.5363,1.05938,1.12841,0.73411,0.72932,0.76705,0.49926,0.81292,0.78009,0.82561,0.0095248,0.0095248,0.0095248
242,12847.6,1.54168,1.10144,1.16208,0.75413,0.71929,0.76812,0.50092,0.8119,0.78019,0.82515,0.00952282,0.00952282,0.00952282
243,12900.6,1.52392,1.1349,1.13553,0.74811,0.72354,0.76856,0.50082,0.81285,0.78009,0.82532,0.00952084,0.00952084,0.00952084
244,12953.6,1.51106,1.08595,1.14248,0.74592,0.72216,0.76742,0.50014,0.81189,0.77913,0.82487,0.00951886,0.00951886,0.00951886
245,13006.7,1.50254,1.07706,1.17886,0.74279,0.72216,0.76705,0.4983,0.81287,0.77941,0.82454,0.00951688,0.00951688,0.00951688
246,13059.7,1.49137,1.09973,1.11662,0.74087,0.72201,0.7669,0.49866,0.81212,0.77894,0.82469,0.0095149,0.0095149,0.0095149
247,13112.5,1.52636,1.07278,1.12663,0.74223,0.72201,0.76744,0.49902,0.81209,0.77865,0.8245,0.00951292,0.00951292,0.00951292
248,13165.5,1.47701,1.04572,1.1342,0.74321,0.72382,0.76757,0.49936,0.81289,0.77829,0.82397,0.00951094,0.00951094,0.00951094
249,13218.4,1.45695,1.06509,1.12178,0.74395,0.72416,0.76722,0.49945,0.81135,0.77825,0.8239,0.00950896,0.00950896,0.00950896
250,13271.6,1.46753,1.09409,1.14125,0.74776,0.72056,0.76727,0.50001,0.81356,0.77777,0.82328,0.00950698,0.00950698,0.00950698
251,13324.5,1.4963,1.05918,1.14331,0.74778,0.7193,0.76727,0.50068,0.81318,0.77883,0.82321,0.009505,0.009505,0.009505
252,13377.5,1.45679,1.04256,1.13844,0.75314,0.71929,0.76808,0.50202,0.81221,0.77846,0.82318,0.00950302,0.00950302,0.00950302
253,13430.4,1.52555,1.04535,1.12695,0.75406,0.71858,0.76756,0.50211,0.81318,0.77778,0.82328,0.00950104,0.00950104,0.00950104
254,13483.4,1.48823,1.04713,1.11554,0.75646,0.71858,0.76844,0.50183,0.8129,0.77785,0.82352,0.00949906,0.00949906,0.00949906
255,13536.3,1.46815,1.03317,1.10824,0.76167,0.71714,0.76844,0.50215,0.81199,0.77692,0.82312,0.00949708,0.00949708,0.00949708
256,13589.3,1.45602,1.04243,1.1094,0.76167,0.71707,0.76794,0.50186,0.80985,0.77732,0.82332,0.0094951,0.0094951,0.0094951
