matched,gt_class,gt_lat,gt_lon,dt_class,dt_lat,dt_lon
False,,,,1.0,41.55457461,9.35338987
False,,,,1.0,41.47094231,9.2797495
False,,,,1.0,41.44068674,9.27562837
False,,,,1.0,41.31877468,9.32591924
False,,,,1.0,41.46461226,9.28210015
False,,,,1.0,41.62186588,9.3603281
False,,,,1.0,41.62375373,9.38176027
False,,,,1.0,41.60263263,9.36327157
False,,,,1.0,41.47705828,9.28622508
False,,,,1.0,41.43086632,9.23717412
False,,,,1.0,41.73471502,9.41029556
False,,,,1.0,41.36522431,9.17117704
False,,,,1.0,41.42091184,9.09058926
False,,,,1.0,41.36213181,9.19679836
False,,,,1.0,41.59773749,9.29417269
False,,,,1.0,41.3885623,9.1154831
False,,,,1.0,41.5147307,9.29308746
False,,,,1.0,41.42860485,9.24158483
False,,,,1.0,41.68807396,9.40735145
False,,,,1.0,41.61196061,9.355474
False,,,,1.0,41.38643802,9.1226223
False,,,,1.0,41.4328545,9.4123466
False,,,,1.0,41.60659806,9.30238722
False,,,,1.0,41.51829422,9.28706977
False,,,,1.0,41.42958195,9.24927948
False,,,,1.0,41.4162657,9.22948219
False,,,,1.0,41.37206367,9.16133268
False,,,,1.0,41.37280157,9.16160801
False,,,,1.0,41.37361502,9.16605583
False,,,,1.0,41.60642117,9.32668091
False,,,,1.0,41.43967532,9.22828432
False,,,,1.0,41.52285284,9.28598974
False,,,,1.0,41.37864148,9.1482708
False,,,,1.0,41.52566261,9.28610318
False,,,,1.0,41.37604715,9.16153284
False,,,,1.0,41.42579818,9.23290106
False,,,,1.0,41.5397169,9.34052879
False,,,,1.0,41.37457027,9.16353396
False,,,,1.0,41.32137187,9.23152004
False,,,,1.0,41.33986019,9.28140952
False,,,,1.0,41.54264346,9.30402968
False,,,,1.0,41.60335205,9.3442762
False,,,,1.0,41.56455699,9.35591191
False,,,,1.0,41.63959165,9.38124223
False,,,,1.0,41.41957787,9.23824084
False,,,,1.0,41.73343788,9.41243036
False,,,,1.0,41.59359113,9.37081353
False,,,,1.0,41.3748571,9.34765676
False,,,,1.0,41.42987888,9.26989593
False,,,,1.0,41.60769565,9.31665602
False,,,,1.0,41.36158785,9.17494046
False,,,,1.0,41.57940908,9.37330109
False,,,,1.0,41.42149865,9.06289635
False,,,,1.0,41.41547752,9.27477822
False,,,,1.0,41.63564035,9.37126698
False,,,,1.0,41.4264076,9.24304681
False,,,,1.0,41.3519209,9.21355095
False,,,,1.0,41.37482806,9.23709893
False,,,,1.0,41.77496194,9.39819673
False,,,,1.0,41.37195354,9.2711409
False,,,,1.0,41.37491032,9.23647099
False,,,,1.0,41.36225757,9.28752291
False,,,,1.0,41.60427576,9.36171388
False,,,,1.0,41.35638325,9.27048613
False,,,,1.0,41.38448191,9.14947715
False,,,,1.0,41.60593794,9.31185373
False,,,,1.0,41.60059772,9.30824141
False,,,,1.0,41.59450861,9.37112458
False,,,,1.0,41.36826609,9.16806978
False,,,,1.0,41.64523154,9.38890504
False,,,,1.0,41.32871013,9.20927675
False,,,,1.0,41.42831795,9.25034249
False,,,,1.0,41.41928616,9.27310045
False,,,,1.0,41.60432334,9.31352879
False,,,,1.0,41.38613086,9.14226508
False,,,,0.0,41.53643394,9.33592115
False,,,,0.0,41.33540337,9.24589464
False,,,,0.0,41.38855059,9.11551421
False,,,,0.0,41.32750135,9.20807884
False,,,,0.0,41.41557571,9.27479734
False,,,,0.0,41.52000221,9.33747706
False,,,,0.0,41.36223953,9.28758345
False,,,,0.0,41.35381439,9.37592134
False,,,,0.0,41.37192475,9.24378637
False,,,,0.0,41.37486742,9.23709213
False,,,,0.0,41.37488044,9.34762056
False,,,,0.0,41.32138964,9.2315165
False,,,,0.0,41.35635792,9.19367297
False,,,,0.0,41.37494558,9.23648581
False,,,,0.0,41.32867704,9.20932723
False,,,,0.0,41.29426824,9.20816341
False,,,,0.0,41.36166782,9.17493133
False,,,,0.0,41.32663479,9.23277314
False,,,,0.0,41.60255773,9.36375939
False,,,,0.0,41.35703425,9.26606512
False,,,,0.0,41.35637996,9.27048305
False,,,,0.0,41.78732438,9.4104026
False,,,,0.0,41.63679634,9.35959086
False,,,,0.0,41.63787749,9.35813711
False,,,,0.0,41.44046255,9.2243073
False,,,,0.0,41.47132694,9.27151109
False,,,,0.0,41.39791875,9.24127464
False,,,,0.0,41.54338173,9.30679992
False,,,,0.0,41.63686089,9.35842849
False,,,,0.0,41.63752162,9.35151862
False,,,,0.0,41.62085194,9.33685518
False,,,,0.0,41.49665784,9.27770012
False,,,,0.0,41.63746915,9.35545751
False,,,,0.0,41.63088149,9.34758964
False,,,,0.0,41.63791652,9.35294513
False,,,,0.0,41.63794766,9.35123102
False,,,,0.0,41.67934915,9.37643894
False,,,,0.0,41.61954717,9.33532402
False,,,,0.0,41.64006344,9.35899726
False,,,,0.0,41.77218819,9.40100373
False,,,,0.0,41.60870429,9.28872987
False,,,,0.0,41.61887399,9.34231036
False,,,,0.0,41.63747199,9.35097889
False,,,,0.0,41.68804113,9.38793563
False,,,,0.0,41.40998301,9.21823148
False,,,,0.0,41.54378533,9.3073219
False,,,,0.0,41.68808795,9.38385557
False,,,,0.0,41.63838359,9.35148496
False,,,,0.0,41.63681731,9.35406324
False,,,,0.0,41.62204247,9.30476779
False,,,,0.0,41.62280342,9.30540201
False,,,,0.0,41.6189786,9.30597381
False,,,,0.0,41.61795909,9.35142819
False,,,,0.0,41.61921675,9.30561754
False,,,,0.0,41.33898784,9.25102284
False,,,,0.0,41.54790167,9.30932901
False,,,,0.0,41.63198019,9.34801039
False,,,,0.0,41.62259697,9.30567064
False,,,,0.0,41.62286243,9.30626111
False,,,,0.0,41.40959129,9.21704865
False,,,,0.0,41.67973553,9.37673237
False,,,,0.0,41.60872684,9.28813673
False,,,,0.0,41.62179758,9.30565627
False,,,,0.0,41.63753708,9.35065245
False,,,,0.0,41.33944889,9.25127743
False,,,,0.0,41.59014926,9.30354094
False,,,,0.0,41.62078995,9.35517553
False,,,,0.0,41.68936437,9.38641582
False,,,,0.0,41.47294415,9.0759511
False,,,,0.0,41.62119977,9.35521183
False,,,,0.0,41.33917536,9.25186783
False,,,,0.0,41.47134628,9.2703581
False,,,,0.0,41.63834733,9.36214571
False,,,,0.0,41.63793772,9.35157519
False,,,,0.0,41.63108272,9.34718794
False,,,,0.0,41.61751431,9.35145366
False,,,,0.0,41.62239355,9.30542354
False,,,,0.0,41.36761241,9.2548483
False,,,,0.0,41.68854643,9.38387399
False,,,,0.0,41.37425372,9.22633394
False,,,,0.0,41.6378577,9.36012456
False,,,,0.0,41.33922956,9.25128219
False,,,,0.0,41.37450018,9.2269235
False,,,,0.0,41.62259646,9.30505046
False,,,,0.0,41.52971222,9.27699603
False,,,,0.0,41.59296876,9.30642529
False,,,,0.0,41.46566795,9.26743916
False,,,,0.0,41.61935976,9.30596047
False,,,,0.0,41.63088635,9.34858615
False,,,,0.0,41.6375098,9.35181545
False,,,,0.0,41.62009436,9.30561901
False,,,,0.0,41.63709315,9.35156363
False,,,,0.0,41.61936877,9.33743731
False,,,,0.0,41.68941057,9.38701826
False,,,,0.0,41.47355223,9.07631121
False,,,,0.0,41.52360483,9.27579831
False,,,,0.0,41.63222914,9.34744026
False,,,,0.0,41.68960061,9.38594618
False,,,,0.0,41.63155478,9.34997188
False,,,,0.0,41.62212132,9.30456398
False,,,,0.0,41.37512689,9.2260959
False,,,,0.0,41.33961041,9.25136241
False,,,,0.0,41.3748913,9.22120994
False,,,,0.0,41.68959143,9.38682556
False,,,,0.0,41.49594874,9.27739002
False,,,,0.0,41.62189252,9.30479135
False,,,,0.0,41.63796105,9.35640451
False,,,,0.0,41.68874553,9.3873628
False,,,,0.0,41.62171194,9.30473902
False,,,,0.0,41.63793127,9.35761658
False,,,,0.0,41.63810401,9.35181385
False,,,,0.0,41.77280979,9.40016883
False,,,,0.0,41.67864544,9.37619975
False,,,,0.0,41.54288459,9.30675753
False,,,,0.0,41.68870418,9.38769362
False,,,,0.0,41.63042337,9.34833212
False,,,,0.0,41.54531954,9.30419995
False,,,,0.0,41.53058023,9.27892698
False,,,,0.0,41.60853866,9.28867994
False,,,,0.0,41.59572986,9.30716508
False,,,,0.0,41.49759998,9.27768635
False,,,,0.0,41.53095474,9.2780995
False,,,,0.0,41.67958018,9.37700479
False,,,,0.0,41.37411052,9.22388569
False,,,,0.0,41.37554071,9.225932
False,,,,0.0,41.62195606,9.30504744
False,,,,0.0,41.77209005,9.40043001
False,,,,0.0,41.6888816,9.38679057
False,,,,0.0,41.68897604,9.38708773
False,,,,0.0,41.6186656,9.34149795
False,,,,0.0,41.46487548,9.26776651
False,,,,0.0,41.63050114,9.34800834
False,,,,0.0,41.47126266,9.27007954
False,,,,0.0,41.64682274,9.37830739
False,,,,0.0,41.63767873,9.34977222
False,,,,0.0,41.62301507,9.31616641
False,,,,0.0,41.5944846,9.30819772
False,,,,0.0,41.6205339,9.30627529
False,,,,0.0,41.61852156,9.3059805
False,,,,0.0,41.60257172,9.33501606
False,,,,0.0,41.55727719,9.3306336
False,,,,0.0,41.63901568,9.35934707
False,,,,0.0,41.49790774,9.27847846
False,,,,0.0,41.63973932,9.35947728
False,,,,0.0,41.77274186,9.39926526
False,,,,0.0,41.53073385,9.27811984
False,,,,0.0,41.54813181,9.30907996
False,,,,0.0,41.5908147,9.30338513
False,,,,0.0,41.47175364,9.27188751
False,,,,0.0,41.36974581,9.27085116
False,,,,0.0,41.61871999,9.33678403
False,,,,0.0,41.67868775,9.37668801
False,,,,0.0,41.68934634,9.38679524
False,,,,0.0,41.40808561,9.21733547
False,,,,0.0,41.37467278,9.22641419
False,,,,0.0,41.6897789,9.38674522
False,,,,0.0,41.47000228,9.26903348
False,,,,0.0,41.4113786,9.21850528
False,,,,0.0,41.37548628,9.22682503
False,,,,0.0,41.62036794,9.33540683
False,,,,0.0,41.62202674,9.3055796
False,,,,0.0,41.47268915,9.07579337
False,,,,0.0,41.62006214,9.3375534
False,,,,0.0,41.40939313,9.21699922
False,,,,0.0,41.37464301,9.22463555
False,,,,0.0,41.6880374,9.38443917
False,,,,0.0,41.61417754,9.31795098
False,,,,0.0,41.68898211,9.38648949
False,,,,0.0,41.68102723,9.37724242
False,,,,0.0,41.62040508,9.33490041
False,,,,0.0,41.53010668,9.27636436
False,,,,0.0,41.63928316,9.35883777
False,,,,0.0,41.77236579,9.40047782
False,,,,0.0,41.68848166,9.38710315
False,,,,0.0,41.63236614,9.34817632
False,,,,0.0,41.60871054,9.28841344
False,,,,0.0,41.53052434,9.27931444
False,,,,0.0,41.41098081,9.21798467
False,,,,0.0,41.3981322,9.24068558
False,,,,0.0,41.63852199,9.3618557
False,,,,0.0,41.52430629,9.27431637
False,,,,0.0,41.4708487,9.27038813
False,,,,0.0,41.6793531,9.37581461
False,,,,0.0,41.68826309,9.38730059
False,,,,0.0,41.6805952,9.3767834
False,,,,0.0,41.52946451,9.27693259
False,,,,0.0,41.68922356,9.38647081
False,,,,0.0,41.63763581,9.35252308
False,,,,0.0,41.60845985,9.28812201
False,,,,0.0,41.60898245,9.28838825
False,,,,0.0,41.68910675,9.38705254
False,,,,0.0,41.6804164,9.37666052
False,,,,0.0,41.63960328,9.35809181
False,,,,0.0,41.62563562,9.35259204
False,,,,0.0,41.44114081,9.22430696
False,,,,0.0,41.5304957,9.27872259
False,,,,0.0,41.47298391,9.07627791
False,,,,0.0,41.62197966,9.35492332
False,,,,0.0,41.77326844,9.40035134
False,,,,0.0,41.60274498,9.33080407
False,,,,0.0,41.36636201,9.25449929
False,,,,0.0,41.62224265,9.31691219
False,,,,0.0,41.37429275,9.22674863
False,,,,0.0,41.62016494,9.30613721
False,,,,0.0,41.62051566,9.33519297
False,,,,0.0,41.6221439,9.30475714
False,,,,0.0,41.53469645,9.29358712
False,,,,0.0,41.49609385,9.2764219
False,,,,0.0,41.61976801,9.33705639
False,,,,0.0,41.40773827,9.21892495
False,,,,0.0,41.33940669,9.25154009
False,,,,0.0,41.53058212,9.27841264
False,,,,0.0,41.68019711,9.37750567
False,,,,0.0,41.63849484,9.36068193
False,,,,0.0,41.4966981,9.2780039
False,,,,0.0,41.40998059,9.21682332
False,,,,0.0,41.77247688,9.40101077
False,,,,0.0,41.68901105,9.38664024
False,,,,0.0,41.68945559,9.38608328
False,,,,0.0,41.61969059,9.33579986
False,,,,0.0,41.62232952,9.30492506
False,,,,0.0,41.64008296,9.35880024
False,,,,0.0,41.59750857,9.30377336
False,,,,0.0,41.62022579,9.30654303
False,,,,0.0,41.66841353,9.38763317
False,,,,0.0,41.60278693,9.3305144
False,,,,0.0,41.68989399,9.38659829
False,,,,0.0,41.40842823,9.2173008
False,,,,0.0,41.61919374,9.3062038
False,,,,0.0,41.53440361,9.29245771
False,,,,0.0,41.46903941,9.06311307
False,,,,0.0,41.62160909,9.3051379
False,,,,0.0,41.47380254,9.07626469
False,,,,0.0,41.7720832,9.40064806
False,,,,0.0,41.36771511,9.2552409
False,,,,0.0,41.63915677,9.35810074
False,,,,0.0,41.6321248,9.34816
False,,,,0.0,41.77189282,9.40101654
False,,,,0.0,41.68092055,9.37749434
False,,,,0.0,41.62307707,9.30553549
False,,,,0.0,41.63816446,9.35592356
False,,,,0.0,41.49698931,9.27760707
False,,,,0.0,41.68044902,9.37735498
False,,,,0.0,41.54998359,9.31186951
False,,,,0.0,41.53029367,9.27949792
False,,,,0.0,41.63943717,9.35967125
False,,,,0.0,41.39867716,9.12726983
False,,,,0.0,41.63800339,9.35547761
False,,,,0.0,41.61979855,9.30646781
False,,,,0.0,41.63119334,9.34967521
False,,,,0.0,41.62224921,9.30572624
False,,,,0.0,41.63582895,9.35478675
False,,,,0.0,41.63643956,9.35703388
False,,,,0.0,41.68897875,9.38729898
False,,,,0.0,41.64000437,9.36015006
False,,,,0.0,41.47328323,9.07677396
False,,,,0.0,41.47046353,9.26874876
False,,,,0.0,41.62308306,9.31576562
False,,,,0.0,41.73457699,9.41028286
False,,,,0.0,41.50111933,9.26884348
False,,,,0.0,41.6886451,9.38722263
False,,,,0.0,41.63750804,9.35662824
False,,,,0.0,41.62274001,9.30490527
False,,,,0.0,41.47318777,9.07585066
False,,,,0.0,41.53037087,9.27875071
False,,,,0.0,41.53007816,9.2798626
False,,,,0.0,41.63719863,9.35197252
False,,,,0.0,41.55366949,9.31995345
False,,,,0.0,41.63668649,9.35119763
False,,,,0.0,41.63060199,9.34743488
False,,,,0.0,41.33892338,9.25235126
False,,,,0.0,41.63786274,9.35177419
False,,,,0.0,41.61799611,9.35206368
False,,,,0.0,41.77188387,9.40081573
False,,,,0.0,41.33920952,9.25151117
False,,,,0.0,41.63501465,9.35508252
False,,,,0.0,41.68974701,9.38622526
False,,,,0.0,41.66484527,9.38281612
False,,,,0.0,41.47347408,9.07587173
False,,,,0.0,41.47163337,9.27164973
False,,,,0.0,41.6320771,9.34840297
False,,,,0.0,41.67965457,9.37576028
False,,,,0.0,41.39828733,9.24139451
False,,,,0.0,41.63191202,9.3482676
False,,,,0.0,41.37491018,9.22631632
False,,,,0.0,41.52451547,9.27489526
False,,,,0.0,41.63955892,9.36188081
False,,,,0.0,41.64014281,9.358328
False,,,,0.0,41.62279706,9.30588233
False,,,,0.0,41.68832702,9.38843792
False,,,,0.0,41.39839253,9.12994707
False,,,,0.0,41.5248737,9.27533933
False,,,,0.0,41.62141521,9.35453306
False,,,,0.0,41.58503487,9.3695603
False,,,,0.0,41.46623022,9.05902026
False,,,,0.0,41.61806665,9.3179245
False,,,,0.0,41.62068419,9.33628348
False,,,,0.0,41.61880975,9.3076569
False,,,,0.0,41.63805428,9.36190618
False,,,,0.0,41.33790103,9.25165523
False,,,,0.0,41.63085075,9.34877421
False,,,,0.0,41.59369084,9.30725913
False,,,,0.0,41.68949436,9.38667024
False,,,,0.0,41.37476889,9.22613847
False,,,,0.0,41.5439975,9.30766663
False,,,,0.0,41.62175412,9.30529517
False,,,,0.0,41.62319798,9.30574118
False,,,,0.0,41.39771023,9.24060613
False,,,,0.0,41.6380789,9.35263586
False,,,,0.0,41.63819789,9.35124472
False,,,,0.0,41.37007242,9.26904833
False,,,,0.0,41.64022173,9.35902603
False,,,,0.0,41.4713874,9.27095186
False,,,,0.0,41.33987732,9.25095525
False,,,,0.0,41.63601982,9.35936556
False,,,,0.0,41.63978359,9.36122417
False,,,,0.0,41.67894904,9.37611605
False,,,,0.0,41.64787009,9.37879258
False,,,,0.0,41.67975506,9.3761928
False,,,,0.0,41.49576106,9.27679687
False,,,,0.0,41.60861116,9.28891952
False,,,,0.0,41.67917089,9.37626762
False,,,,0.0,41.39435623,9.23707008
False,,,,0.0,41.63968467,9.35763002
False,,,,0.0,41.62055789,9.30670212
False,,,,0.0,41.3386212,9.25164519
False,,,,0.0,41.61825907,9.35140355
False,,,,0.0,41.3397198,9.25177396
False,,,,0.0,41.66949879,9.38867903
False,,,,0.0,41.63789131,9.35230804
False,,,,0.0,41.53098029,9.27718659
False,,,,0.0,41.33919927,9.25068261
False,,,,0.0,41.63704466,9.3520221
False,,,,0.0,41.6795186,9.37592936
False,,,,0.0,41.64027921,9.35866454
False,,,,0.0,41.58700056,9.29827859
False,,,,0.0,41.40741158,9.21812065
False,,,,0.0,41.6354683,9.35357984
False,,,,0.0,41.63107798,9.35142087
False,,,,0.0,41.68942431,9.38560989
False,,,,0.0,41.37466893,9.22675354
False,,,,0.0,41.41380634,9.23416717
False,,,,0.0,41.49986104,9.28158749
False,,,,0.0,41.59401494,9.30575191
False,,,,0.0,41.41274926,9.2227754
False,,,,0.0,41.37461412,9.22526022
False,,,,0.0,41.397273,9.2406617
False,,,,0.0,41.46823165,9.26865327
False,,,,0.0,41.54752889,9.30877486
False,,,,0.0,41.68931184,9.38622346
False,,,,0.0,41.54738654,9.30899232
False,,,,0.0,41.52388341,9.27627804
False,,,,0.0,41.4716743,9.271086
False,,,,0.0,41.4711559,9.2706862
False,,,,0.0,41.62004291,9.33309438
False,,,,0.0,41.62218856,9.3171039
False,,,,0.0,41.49576142,9.27717366
False,,,,0.0,41.61755727,9.35176463
False,,,,0.0,41.46637307,9.05937668
False,,,,0.0,41.53456266,9.2923477
False,,,,0.0,41.39930374,9.13157526
False,,,,0.0,41.73358851,9.41236405
False,,,,0.0,41.61936862,9.30654218
False,,,,0.0,41.50084567,9.26934455
False,,,,0.0,41.6377739,9.35011253
False,,,,0.0,41.47168864,9.27033357
False,,,,0.0,41.68845558,9.38364088
False,,,,0.0,41.46163144,9.25980426
False,,,,0.0,41.53073007,9.27926231
False,,,,0.0,41.66924905,9.38889822
False,,,,0.0,41.46186654,9.26034428
False,,,,0.0,41.39786484,9.1291229
False,,,,0.0,41.63060954,9.34833795
False,,,,0.0,41.37491315,9.22590525
False,,,,0.0,41.41000241,9.22722285
False,,,,0.0,41.49614445,9.27744049
False,,,,0.0,41.52424261,9.27584465
False,,,,0.0,41.63665223,9.35248232
False,,,,0.0,41.3983137,9.13074786
False,,,,0.0,41.5955716,9.30825422
False,,,,0.0,41.77489427,9.39714008
False,,,,0.0,41.33896033,9.25077593
False,,,,0.0,41.63622637,9.3588593
False,,,,0.0,41.39827516,9.12935592
False,,,,0.0,41.64012233,9.35956255
False,,,,0.0,41.61773308,9.35075723
False,,,,0.0,41.62059964,9.33663669
False,,,,0.0,41.53094129,9.27846559
False,,,,0.0,41.63892812,9.35820702
False,,,,0.0,41.46791605,9.26868942
False,,,,0.0,41.63689237,9.35301276
False,,,,0.0,41.63819681,9.35234484
False,,,,0.0,41.52294965,9.27581467
False,,,,0.0,41.33998332,9.2810411
False,,,,0.0,41.43998284,9.22441848
False,,,,0.0,41.61993901,9.33491275
False,,,,0.0,41.62321952,9.31496672
False,,,,0.0,41.4986252,9.27758435
False,,,,0.0,41.33939957,9.25096476
False,,,,0.0,41.37506656,9.2255337
