matched,gt_class,gt_lat,gt_lon,dt_class,dt_lat,dt_lon
False,,,,0.0,41.53011985,9.2784274
False,,,,0.0,41.61673428,9.34715535
False,,,,0.0,41.37505367,9.2210581
False,,,,0.0,41.62233576,9.30458041
False,,,,0.0,41.37483466,9.22554398
False,,,,0.0,41.63817807,9.35722343
False,,,,0.0,41.68039315,9.37829206
False,,,,0.0,41.7763363,9.39664504
False,,,,0.0,41.63758293,9.3628288
False,,,,0.0,41.46478936,9.26681273
False,,,,0.0,41.67978914,9.37532067
False,,,,0.0,41.37363429,9.2216034
False,,,,0.0,41.63715675,9.35379249
False,,,,0.0,41.53471661,9.29404107
False,,,,0.0,41.40722978,9.22578064
False,,,,0.0,41.61984452,9.30536097
False,,,,0.0,41.37452449,9.22147954
False,,,,0.0,41.39833996,9.13030836
False,,,,0.0,41.63201518,9.3476869
False,,,,0.0,41.37504843,9.22662264
False,,,,0.0,41.47359514,9.07686448
False,,,,0.0,41.40936219,9.21671436
False,,,,0.0,41.64031908,9.35837564
False,,,,0.0,41.49626324,9.27717888
False,,,,0.0,41.3376398,9.25615631
False,,,,0.0,41.55298544,9.31939458
False,,,,0.0,41.62248882,9.31683564
False,,,,0.0,41.63230106,9.34879356
False,,,,0.0,41.63980622,9.36153675
False,,,,0.0,41.53027633,9.27890278
False,,,,0.0,41.49837245,9.27892269
False,,,,0.0,41.55238776,9.32022916
False,,,,0.0,41.68027594,9.37715216
False,,,,0.0,41.63904852,9.35903293
False,,,,0.0,41.62102866,9.35526197
False,,,,0.0,41.62021467,9.33634834
False,,,,0.0,41.37420548,9.22736574
False,,,,0.0,41.33815927,9.25190783
False,,,,0.0,41.40781002,9.2170947
False,,,,0.0,41.47180136,9.27150999
False,,,,0.0,41.77390774,9.39814721
False,,,,0.0,41.67802379,9.37690648
False,,,,0.0,41.4088717,9.21769674
False,,,,0.0,41.46409354,9.26727395
False,,,,0.0,41.6883704,9.38761768
False,,,,0.0,41.43972793,9.22399114
False,,,,0.0,41.61776616,9.35105984
False,,,,0.0,41.68056216,9.3780699
False,,,,0.0,41.74809921,9.40454167
False,,,,0.0,41.63094686,9.34834352
False,,,,0.0,41.37453079,9.22626733
False,,,,0.0,41.54952808,9.31145353
False,,,,0.0,41.40825681,9.217006
False,,,,0.0,41.49632104,9.27783851
False,,,,0.0,41.59470004,9.30793582
False,,,,0.0,41.55872013,9.33600559
False,,,,0.0,41.55417368,9.32092687
False,,,,0.0,41.67019876,9.37905331
False,,,,0.0,41.37380405,9.2214365
False,,,,0.0,41.62284898,9.30516332
False,,,,0.0,41.689247,9.38689945
False,,,,0.0,41.67997961,9.37501745
False,,,,0.0,41.4725098,9.07618894
False,,,,0.0,41.39778209,9.13058701
False,,,,0.0,41.53011266,9.28018646
False,,,,0.0,41.62095221,9.33590065
False,,,,0.0,41.47293047,9.07551357
False,,,,0.0,41.46794889,9.2684876
False,,,,0.0,41.47053208,9.2681481
False,,,,0.0,41.52992184,9.27717323
False,,,,0.0,41.63889553,9.35245123
False,,,,0.0,41.49652126,9.2774433
False,,,,0.0,41.68832044,9.38367108
False,,,,0.0,41.61389304,9.30351926
False,,,,0.0,41.55682086,9.33012583
False,,,,0.0,41.63774621,9.36131524
False,,,,0.0,41.53438495,9.29345437
False,,,,0.0,41.46953023,9.06352148
False,,,,0.0,41.62508923,9.31343416
False,,,,0.0,41.39831962,9.24094492
False,,,,0.0,41.39799946,9.13028524
False,,,,0.0,41.63733223,9.35124002
False,,,,0.0,41.49835957,9.27805716
False,,,,0.0,41.37430369,9.22505788
False,,,,0.0,41.40748138,9.21745452
False,,,,0.0,41.53075255,9.27694772
False,,,,0.0,41.55421093,9.32049422
False,,,,0.0,41.36570026,9.2516671
False,,,,0.0,41.54960865,9.3108047
False,,,,0.0,41.68839242,9.3880133
False,,,,0.0,41.66804107,9.38803959
False,,,,0.0,41.53059251,9.27641676
False,,,,0.0,41.58996897,9.29739796
False,,,,0.0,41.63658426,9.35159332
False,,,,0.0,41.59407357,9.2846488
False,,,,0.0,41.37455795,9.22399634
False,,,,0.0,41.7720159,9.4002941
False,,,,0.0,41.67953624,9.376626
False,,,,0.0,41.64007085,9.35653388
False,,,,0.0,41.62251937,9.30617194
False,,,,0.0,41.63115781,9.34821138
False,,,,0.0,41.3373183,9.25610433
False,,,,0.0,41.37442125,9.22471733
False,,,,0.0,41.47353602,9.07547562
False,,,,0.0,41.53006082,9.28041864
False,,,,0.0,41.61686248,9.30657536
False,,,,0.0,41.63255575,9.34876181
False,,,,0.0,41.59023985,9.30258878
False,,,,0.0,41.37005886,9.26855215
False,,,,0.0,41.59145218,9.30516562
False,,,,0.0,41.77260658,9.40006624
False,,,,0.0,41.44487602,9.10656899
False,,,,0.0,41.62285508,9.31642478
False,,,,0.0,41.59530424,9.30861436
False,,,,0.0,41.68789909,9.38397455
False,,,,0.0,41.63201774,9.34645952
False,,,,0.0,41.47689488,9.07255557
False,,,,0.0,41.6025976,9.32975473
False,,,,0.0,41.62243859,9.30456896
False,,,,0.0,41.62150656,9.3556515
False,,,,0.0,41.62103515,9.35496841
False,,,,0.0,41.63979131,9.35819061
False,,,,0.0,41.6369563,9.35219554
False,,,,0.0,41.55360085,9.32035541
False,,,,0.0,41.63871327,9.36225182
False,,,,0.0,41.64012478,9.3592658
False,,,,0.0,41.62119102,9.35422362
False,,,,0.0,41.438149,9.11431994
False,,,,0.0,41.40745209,9.22561506
False,,,,0.0,41.39802479,9.12999992
False,,,,0.0,41.63654734,9.35820752
False,,,,0.0,41.59642499,9.30853112
False,,,,0.0,41.5546834,9.32444476
False,,,,0.0,41.67967576,9.37634128
False,,,,0.0,41.33666671,9.25615009
False,,,,0.0,41.67928886,9.37605362
False,,,,0.0,41.59398848,9.3072998
False,,,,0.0,41.33687824,9.25668616
False,,,,0.0,41.61941853,9.3054339
False,,,,0.0,41.68995646,9.38677983
False,,,,0.0,41.63743015,9.36338256
False,,,,0.0,41.39872974,9.24177291
False,,,,0.0,41.61910708,9.33894355
False,,,,0.0,41.68960223,9.38625741
False,,,,0.0,41.74614819,9.40627157
False,,,,0.0,41.6199878,9.30593515
False,,,,0.0,41.53039958,9.2781642
False,,,,0.0,41.63225231,9.34846345
False,,,,0.0,41.61511128,9.32168077
False,,,,0.0,41.64011266,9.35981514
False,,,,0.0,41.62488556,9.31379556
False,,,,0.0,41.55586249,9.33522648
False,,,,0.0,41.40823831,9.22569995
False,,,,0.0,41.59354441,9.3069659
False,,,,0.0,41.61994694,9.33615551
False,,,,0.0,41.62222755,9.30518533
False,,,,0.0,41.59717995,9.30954449
False,,,,0.0,41.61900037,9.30661712
False,,,,0.0,41.55314536,9.31893709
False,,,,0.0,41.67983094,9.37647059
False,,,,0.0,41.63057129,9.34868636
False,,,,0.0,41.55430439,9.32156473
False,,,,0.0,41.36691484,9.25445805
False,,,,0.0,41.60901613,9.28826964
False,,,,0.0,41.67844384,9.37645231
False,,,,0.0,41.47094789,9.27068012
False,,,,0.0,41.62249415,9.30515334
False,,,,0.0,41.63796938,9.35101847
False,,,,0.0,41.47138092,9.269877
False,,,,0.0,41.33676483,9.25700126
False,,,,0.0,41.60239626,9.32985891
False,,,,0.0,41.61445318,9.30483876
False,,,,0.0,41.63786552,9.35331067
False,,,,0.0,41.62161448,9.30482758
False,,,,0.0,41.38536631,9.10335891
False,,,,0.0,41.40931889,9.2262867
False,,,,0.0,41.68954106,9.38697275
False,,,,0.0,41.42078545,9.1083261
False,,,,0.0,41.6378135,9.35106951
False,,,,0.0,41.59430216,9.28484693
False,,,,0.0,41.52388075,9.27500542
False,,,,0.0,41.33869888,9.25123837
False,,,,0.0,41.53482375,9.29308617
False,,,,0.0,41.3740085,9.22131352
False,,,,0.0,41.3769919,9.22386045
False,,,,0.0,41.63777743,9.35933402
False,,,,0.0,41.77262039,9.39967207
False,,,,0.0,41.63646637,9.35608357
False,,,,0.0,41.39806781,9.24052448
False,,,,0.0,41.46817268,9.2683085
False,,,,0.0,41.63981631,9.36083024
False,,,,0.0,41.49962651,9.26944815
False,,,,0.0,41.58969591,9.36239653
False,,,,0.0,41.63891906,9.35964611
False,,,,0.0,41.61637217,9.32806037
False,,,,0.0,41.6883719,9.38418538
False,,,,0.0,41.62223283,9.30424463
False,,,,0.0,41.63721733,9.35962592
False,,,,0.0,41.66482533,9.38479608
False,,,,0.0,41.62307436,9.30512122
False,,,,0.0,41.61844645,9.30616219
False,,,,0.0,41.33701685,9.25616628
False,,,,0.0,41.61783752,9.35167232
False,,,,0.0,41.67917545,9.37669877
False,,,,0.0,41.39886816,9.0941829
False,,,,0.0,41.62020218,9.33723387
False,,,,0.0,41.63050146,9.34978169
False,,,,0.0,41.55899547,9.33546339
False,,,,0.0,41.639407,9.36123655
False,,,,0.0,41.43144352,9.054146
False,,,,0.0,41.62613082,9.35267988
False,,,,0.0,41.59427664,9.28459234
False,,,,0.0,41.60255153,9.32900048
False,,,,0.0,41.33852035,9.25266499
False,,,,0.0,41.37423353,9.22704731
False,,,,0.0,41.62088168,9.33571569
False,,,,0.0,41.66836512,9.38903967
False,,,,0.0,41.35586847,9.19096863
False,,,,0.0,41.63703116,9.3573823
False,,,,0.0,41.6024634,9.32941832
False,,,,0.0,41.60660496,9.29730761
False,,,,0.0,41.63985144,9.35893225
False,,,,0.0,41.77379373,9.39793889
False,,,,0.0,41.60242161,9.33040371
False,,,,0.0,41.63646464,9.35483489
False,,,,0.0,41.60245241,9.33449838
False,,,,0.0,41.6367635,9.3514134
False,,,,0.0,41.545491,9.30420183
False,,,,0.0,41.666861,9.38785917
False,,,,0.0,41.63841476,9.35730627
False,,,,0.0,41.62261777,9.30448387
False,,,,0.0,41.63760854,9.3586307
False,,,,0.0,41.53074642,9.27675264
False,,,,0.0,41.33857055,9.25095477
False,,,,0.0,41.64819439,9.37746752
False,,,,0.0,41.42036004,9.22631099
False,,,,0.0,41.63757158,9.35036957
False,,,,0.0,41.6377282,9.35132115
False,,,,0.0,41.55878396,9.3352689
False,,,,0.0,41.64013359,9.36046765
False,,,,0.0,41.37390984,9.22343694
False,,,,0.0,41.46864024,9.26809135
False,,,,0.0,41.62146015,9.31402308
False,,,,0.0,41.59006243,9.36227932
False,,,,0.0,41.33776565,9.2564654
False,,,,0.0,41.68831256,9.38394212
False,,,,0.0,41.6364196,9.35140308
False,,,,0.0,41.62750048,9.30902246
False,,,,0.0,41.62240871,9.31698473
False,,,,0.0,41.52326869,9.27630233
False,,,,0.0,41.63065457,9.34670885
False,,,,0.0,41.52467465,9.27408353
False,,,,0.0,41.4769947,9.07423977
False,,,,0.0,41.63787417,9.34986003
False,,,,0.0,41.55322589,9.32028004
False,,,,0.0,41.41420473,9.22351643
False,,,,0.0,41.60285147,9.32974021
False,,,,0.0,41.62064604,9.35521402
False,,,,0.0,41.77972609,9.41867347
False,,,,0.0,41.47203077,9.27072595
False,,,,0.0,41.68830424,9.38698748
False,,,,0.0,41.39935046,9.13189426
False,,,,0.0,41.62299174,9.31588088
False,,,,0.0,41.53016637,9.27954865
False,,,,0.0,41.62314835,9.3159291
False,,,,0.0,41.33788254,9.2507092
False,,,,0.0,41.42051054,9.10779025
False,,,,0.0,41.46953914,9.27018126
False,,,,0.0,41.61986828,9.30587493
False,,,,0.0,41.47636052,9.07341066
False,,,,0.0,41.42877478,9.2302634
False,,,,0.0,41.46639374,9.05916418
False,,,,0.0,41.63122814,9.37623715
False,,,,0.0,41.37656489,9.22349865
False,,,,0.0,41.63961124,9.35968697
False,,,,0.0,41.47674298,9.07251447
False,,,,0.0,41.6401089,9.35845829
False,,,,0.0,41.33764866,9.25679477
False,,,,0.0,41.66661602,9.39060788
False,,,,0.0,41.62070286,9.33571221
False,,,,0.0,41.41622019,9.23850373
False,,,,0.0,41.62466456,9.31002248
False,,,,0.0,41.54510823,9.30405327
False,,,,0.0,41.63095038,9.3479767
False,,,,0.0,41.46993913,9.06288657
False,,,,0.0,41.62068143,9.33544787
False,,,,0.0,41.67997596,9.37617167
False,,,,0.0,41.60434751,9.31355678
False,,,,0.0,41.6323614,9.34898643
False,,,,0.0,41.63955905,9.35839664
False,,,,0.0,41.59777664,9.28884184
False,,,,0.0,41.44140095,9.11643569
False,,,,0.0,41.33819948,9.25220992
False,,,,0.0,41.55800667,9.33135063
False,,,,0.0,41.49605477,9.2769995
False,,,,0.0,41.71660027,9.40214076
False,,,,0.0,41.37177838,9.17702733
False,,,,0.0,41.6253958,9.35282523
False,,,,0.0,41.47025454,9.26938307
False,,,,0.0,41.37028427,9.23157892
False,,,,0.0,41.63682011,9.36010551
False,,,,0.0,41.66949761,9.38812561
False,,,,0.0,41.53074263,9.27832042
False,,,,0.0,41.68956759,9.38568724
False,,,,0.0,41.41638671,9.23844113
False,,,,0.0,41.39858786,9.13218037
False,,,,0.0,41.60534946,9.32038287
False,,,,0.0,41.59187095,9.30570882
False,,,,0.0,41.47104956,9.27019048
False,,,,0.0,41.77226598,9.39932923
False,,,,0.0,41.61021593,9.29706214
False,,,,0.0,41.68843921,9.38730903
False,,,,0.0,41.63621758,9.3683798
False,,,,0.0,41.63834397,9.35190782
False,,,,0.0,41.68082302,9.37778293
False,,,,0.0,41.39896558,9.13228481
False,,,,0.0,41.68086543,9.37762417
False,,,,0.0,41.6200388,9.30527314
False,,,,0.0,41.68959121,9.38647542
False,,,,0.0,41.41420118,9.21962431
False,,,,0.0,41.68888447,9.38755742
False,,,,0.0,41.63159612,9.34898083
False,,,,0.0,41.40342926,9.08011324
False,,,,0.0,41.47083638,9.27109174
False,,,,0.0,41.37476677,9.22501981
False,,,,0.0,41.50071349,9.2686079
False,,,,0.0,41.61709693,9.35044051
False,,,,0.0,41.63051939,9.35205954
False,,,,0.0,41.68059317,9.37709108
False,,,,0.0,41.68081736,9.37699685
False,,,,0.0,41.50005293,9.26956433
False,,,,0.0,41.62098353,9.33621425
False,,,,0.0,41.63400871,9.34824335
False,,,,0.0,41.37648742,9.22267139
False,,,,0.0,41.58979418,9.30401054
False,,,,0.0,41.66610624,9.38328388
False,,,,0.0,41.54373795,9.30766955
False,,,,0.0,41.46571514,9.26788551
False,,,,0.0,41.66917962,9.38946289
False,,,,0.0,41.60877317,9.28793454
False,,,,0.0,41.63076703,9.34838171
False,,,,0.0,41.6366255,9.34859374
False,,,,0.0,41.63804064,9.35203543
False,,,,0.0,41.77276485,9.4004627
False,,,,0.0,41.35192465,9.21358287
False,,,,0.0,41.62028819,9.30627507
False,,,,0.0,41.6097523,9.29544393
False,,,,0.0,41.61881514,9.30573214
False,,,,0.0,41.37405272,9.22644196
False,,,,0.0,41.63774475,9.35055649
False,,,,0.0,41.68001142,9.37596121
False,,,,0.0,41.55709443,9.32859829
False,,,,0.0,41.68771298,9.38410684
False,,,,0.0,41.58763907,9.29720129
False,,,,0.0,41.619478,9.30564398
False,,,,0.0,41.61933263,9.33880478
False,,,,0.0,41.63837223,9.3592263
False,,,,0.0,41.63053331,9.34920022
False,,,,0.0,41.63797006,9.35000377
False,,,,0.0,41.64000477,9.36135709
False,,,,0.0,41.62536489,9.31306131
False,,,,0.0,41.55360598,9.31910247
False,,,,0.0,41.39759712,9.12973453
False,,,,0.0,41.61806063,9.35117511
False,,,,0.0,41.67996994,9.3763438
False,,,,0.0,41.41053762,9.22182604
False,,,,0.0,41.62289304,9.35579358
False,,,,0.0,41.6803789,9.37691176
False,,,,0.0,41.74863507,9.4045668
False,,,,0.0,41.5901079,9.30463885
False,,,,0.0,41.77440996,9.39787981
False,,,,0.0,41.68982854,9.38696561
False,,,,0.0,41.37483468,9.22351676
False,,,,0.0,41.66847211,9.38855372
False,,,,0.0,41.61730752,9.30644797
False,,,,0.0,41.54417924,9.30690759
False,,,,0.0,41.37520416,9.22153914
False,,,,0.0,41.52409453,9.27778139
False,,,,0.0,41.61967401,9.33246683
False,,,,0.0,41.68848205,9.38759137
False,,,,0.0,41.63982122,9.35922013
False,,,,0.0,41.7717608,9.40058921
False,,,,0.0,41.52975163,9.27718094
False,,,,0.0,41.63785146,9.35031476
False,,,,0.0,41.36045711,9.16444491
False,,,,0.0,41.63767937,9.35035527
False,,,,0.0,41.54721943,9.30883338
False,,,,0.0,41.63774883,9.35274911
False,,,,0.0,41.68738132,9.38464864
False,,,,0.0,41.61858782,9.34179193
False,,,,0.0,41.52325896,9.2758631
False,,,,0.0,41.42394957,9.09855851
False,,,,0.0,41.59894609,9.2999738
False,,,,0.0,41.33686718,9.25725927
False,,,,0.0,41.58523911,9.29492899
False,,,,0.0,41.66906137,9.38889039
False,,,,0.0,41.37399214,9.22665276
False,,,,0.0,41.4769533,9.0726882
False,,,,0.0,41.6100035,9.29522941
False,,,,0.0,41.46178779,9.26003103
False,,,,0.0,41.40670805,9.22569613
False,,,,0.0,41.53369851,9.29343587
False,,,,0.0,41.42018969,9.22567424
False,,,,0.0,41.33975118,9.25059676
False,,,,0.0,41.46814201,9.2674722
False,,,,0.0,41.53062183,9.27699817
False,,,,0.0,41.37440359,9.22433584
False,,,,0.0,41.64769035,9.37903146
False,,,,0.0,41.55664915,9.32959152
False,,,,0.0,41.63729161,9.36179893
False,,,,0.0,41.63123738,9.34942632
False,,,,0.0,41.37401783,9.22688657
False,,,,0.0,41.6621643,9.38294512
False,,,,0.0,41.63950656,9.35756413
False,,,,0.0,41.3392576,9.25105485
False,,,,0.0,41.64619121,9.37923471
False,,,,0.0,41.33891994,9.25195081
False,,,,0.0,41.63091852,9.34927524
False,,,,0.0,41.47004568,9.27076758
False,,,,0.0,41.63539049,9.35234511
False,,,,0.0,41.55312851,9.31983963
False,,,,0.0,41.63926216,9.3596692
False,,,,0.0,41.62767533,9.30913216
False,,,,0.0,41.75981383,9.41435098
False,,,,0.0,41.53036847,9.28005248
False,,,,0.0,41.68897262,9.38421123
False,,,,0.0,41.47191054,9.2714425
False,,,,0.0,41.37429159,9.22592287
False,,,,0.0,41.67927494,9.37673921
False,,,,0.0,41.40266014,9.24669247
False,,,,0.0,41.58929773,9.29876391
False,,,,0.0,41.62253932,9.30420143
False,,,,0.0,41.61969503,9.33732037
False,,,,0.0,41.63774345,9.35094295
False,,,,0.0,41.62295496,9.30487237
False,,,,0.0,41.70611712,9.41564319
False,,,,0.0,41.63713252,9.35043102
False,,,,0.0,41.5346482,9.29304668
False,,,,0.0,41.59290636,9.30579063
False,,,,0.0,41.62145716,9.35479926
False,,,,0.0,41.33816568,9.2516449
False,,,,0.0,41.6899737,9.38697306
False,,,,0.0,41.63745194,9.35243063
False,,,,0.0,41.37274429,9.22560741
False,,,,0.0,41.62048652,9.33734286
False,,,,0.0,41.39896478,9.1315369
False,,,,0.0,41.62133727,9.35581198
False,,,,0.0,41.63655002,9.35183249
False,,,,0.0,41.61687794,9.35058584
False,,,,0.0,41.66645807,9.38897976
False,,,,0.0,41.39314242,9.08121624
False,,,,0.0,41.46933161,9.26910667
False,,,,0.0,41.59766671,9.28829659
False,,,,0.0,41.38455429,9.13880634
False,,,,0.0,41.59724915,9.2884522
False,,,,0.0,41.53061511,9.27746911
False,,,,0.0,41.6391929,9.3527775
False,,,,0.0,41.62814975,9.30889055
False,,,,0.0,41.37485675,9.22391243
False,,,,0.0,41.63688253,9.36358062
False,,,,0.0,41.49838648,9.29108265
False,,,,0.0,41.55762856,9.33078485
False,,,,0.0,41.63855574,9.3577623
False,,,,0.0,41.40846049,9.21675092
False,,,,0.0,41.66914472,9.38856166
False,,,,0.0,41.43058483,9.22594402
False,,,,0.0,41.55384656,9.32039921
False,,,,0.0,41.61336682,9.30276171
False,,,,0.0,41.42021188,9.22646149
False,,,,0.0,41.61943396,9.322779
False,,,,0.0,41.46664336,9.05946212
False,,,,0.0,41.36965342,9.26814144
False,,,,0.0,41.62186115,9.30494497
False,,,,0.0,41.63229961,9.3483083
False,,,,0.0,41.61937384,9.30686716
False,,,,0.0,41.62920751,9.35005183
False,,,,0.0,41.7164729,9.4020919
False,,,,0.0,41.49599486,9.27689447
False,,,,0.0,41.67915769,9.37700581
False,,,,0.0,41.45269395,9.39778833
