matched,gt_class,gt_lat,gt_lon,dt_class,dt_lat,dt_lon
False,,,,1.0,41.752444,9.416958
False,,,,0.0,41.604804,9.338721
False,,,,1.0,41.303192,9.287344
False,,,,1.0,41.460224,9.275463
False,,,,1.0,41.620632,9.315877
False,,,,0.0,41.389384,9.151846
False,,,,0.0,41.609578,9.338866
False,,,,1.0,41.775285,9.402065
False,,,,1.0,41.432936,9.273792
False,,,,1.0,41.668926,9.397919
False,,,,1.0,41.42789,9.233438
False,,,,1.0,41.510358,9.290894
