class_id,latitude,longitude,length,heading,date,time
1,41.324587,9.304525,173.1,92.24620501606256,20221114,10:19:32
0,41.437068,9.238379,17.9,3.437746770784939,20221102,10:29:23
1,41.612814,9.370209,39.5,173.0332541295086,20221117,10:29:13
1,41.539001,9.355162,156.2,158.70930925123804,20221122,10:29:25
0,41.627499,9.307867,27.0,45.26366581533504,20221127,10:29:11
1,41.376673,9.258607,27.5,124.90479933851947,20221102,10:29:23
0,41.630888,9.351103,22.5,30.36676314193363,20221102,10:29:09
0,41.604246,9.313037,24.2,99.1216985576324,20221102,10:29:09
0,41.631426,9.351827,23.6,36.09634109324185,20221102,10:29:09
0,41.489956,9.369389,25.1,10.313240312354793,20221112,10:29:25
1,41.369721,9.171051,30.4,136.36395524113595,20221114,10:19:32
1,41.380736,9.152902,23.6,49.847328176381616,20221112,10:29:25
1,41.494058,9.323168,23.1,126.05071492878113,20221109,10:19:14
0,41.622191,9.305681,25.5,46.40958140559667,20221117,10:29:13
1,41.407989,9.369044,24.6,34.37746770784939,20221127,10:29:25
1,41.608004,9.322296,28.1,84.79775367936182,20221124,10:19:14
1,41.394021,9.469564,82.8,72.76563998161454,20221122,10:29:25
0,41.340882,9.18006,23.700000000000003,124.33184154338863,20221114,10:19:32
1,41.293407,9.232839,58.4,65.89014644004465,20221102,10:29:23
1,41.311453,9.217372,36.6,138.0828286265284,20221114,10:19:32
0,41.60905,9.301779,30.9,154.12564689019143,20221117,10:29:13
0,41.750503,9.476242,23.2,29.79380534680281,20221117,10:29:13
1,41.42787,9.243372,79.3,69.90085100596043,20221109,10:19:28
0,41.362404,9.115317,22.200000000000003,127.19663051904274,20221109,10:19:28
0,41.608784,9.300457,26.0,26.92901637114869,20221102,10:29:09
0,41.608509,9.302136,28.2,91.1002894258009,20221124,10:19:14
1,41.607793,9.300453,27.200000000000003,123.75888374825784,20221109,10:19:14
1,41.623795,9.312171,23.8,134.07212406061262,20221117,10:29:13
0,41.353281,9.199579,26.1,85.37071147449265,20221114,10:19:32
1,41.36575,9.175704,31.4,149.54198452914486,20221102,10:29:23
1,41.741257,9.490124,110.7,8.594366926962348,20221104,10:19:19
1,41.622,9.309522,22.5,10.313240312354818,20221114,10:19:17
1,41.608513,9.300816,33.2,52.71211715203569,20221112,10:29:10
0,41.437246,9.239457,104.0,84.79775367936182,20221104,10:19:34
0,41.62759,9.307748,28.8,47.55549699585833,20221102,10:29:09
1,41.359997,9.333384,55.9,125.4777571336503,20221109,10:19:28
1,41.624076,9.307851,38.7,140.9476176021825,20221109,10:19:14
0,41.361507,9.110891,23.2,38.96113006889598,20221102,10:29:23
1,41.367517,9.243984,36.3,52.139159356904884,20221127,10:29:25
1,41.464601,9.29057,27.6,29.220847551671994,20221102,10:29:23
1,41.410161,9.225598,30.2,44.117750225073365,20221124,10:19:29
0,41.627229,9.307986,28.700000000000003,46.40958140559668,20221124,10:19:14
0,41.372221,9.234794,26.200000000000003,22.345354010102103,20221109,10:19:28
0,41.777303,9.417119,23.8,16.04281826366305,20221102,10:29:09
1,41.351237,9.370277,86.7,53.28507494716656,20221104,10:19:34
1,41.509316,9.398138,24.1,113.44564343590298,20221109,10:19:14
1,41.385181,9.239744,28.5,45.26366581533503,20221109,10:19:28
0,41.741356,9.419532,22.0,100.84057194302488,20221102,10:29:09
1,41.434868,9.057513,25.8,21.19943841984045,20221109,10:19:32
1,41.421856,9.232938,22.1,161.57409822689215,20221112,10:29:25
0,41.347048,9.253948,20.0,34.95042550298021,20221102,10:29:23
1,41.623614,9.31229,22.3,145.5312799632291,20221124,10:19:14
0,41.609705,9.29266,28.5,22.91831180523293,20221104,10:19:19
0,41.342251,9.16823,22.3,21.19943841984045,20221102,10:29:23
1,41.622541,9.309284,20.0,5.156620156177409,20221102,10:29:09
1,41.306782,9.292616,21.6,12.032113697747292,20221109,10:19:28
1,41.62183,9.30568,25.9,69.90085100596043,20221112,10:29:10
1,41.342837,9.243772,61.1,15.469860468532232,20221127,10:29:25
1,41.683233,9.401972,85.2,71.04676659622208,20221109,10:19:14
1,41.381806,9.070741,21.7,118.02930579694959,20221102,10:29:27
1,41.378334,9.240556,29.8,88.23550045014677,20221124,10:19:29
0,41.617283,9.35247,30.8,28.64788975654119,20221117,10:29:13
1,41.623705,9.311931,29.9,156.41747807071474,20221109,10:19:14
1,41.503965,9.558545,23.1,173.03325412950858,20221102,10:29:09
0,41.312615,9.301124,24.6,54.430990537428244,20221114,10:19:32
0,41.608784,9.300337,30.0,21.772396214971284,20221114,10:19:17
0,41.357736,9.226134,24.0,43.54479242994256,20221119,10:19:29
0,41.627409,9.307867,28.2,46.9825392007275,20221114,10:19:17
0,41.613263,9.30972,23.700000000000003,91.67324722093171,20221127,10:29:11
1,41.545578,9.324144,25.9,50.993243766643275,20221102,10:29:09
