class_id,latitude,longitude,length,heading,date,time
1,41.736701,9.411805,27.9,2.8647889756541165,20220722,10:19:20
1,41.495681,9.288672,31.3,112.29972784564136,20220705,10:29:30
1,41.780695,9.400414,30.3,140.9476176021825,20220710,10:29:24
1,41.337077,9.28092,39.5,32.65859432245688,20220715,10:29:30
1,41.390429,9.269905,37.3,21.772396214971284,20220707,10:19:43
0,41.674488,9.37777,23.3,16.042818263663037,20220727,10:19:24
1,41.376414,9.151457,35.9,175.3250853100319,20220720,10:29:37
0,41.363318,9.269076,26.0,45.26366581533504,20220717,10:19:42
1,41.427217,9.29148,41.5,4.010704565915763,20220702,10:19:35
0,41.631608,9.351347,26.9,142.09353319244417,20220722,10:19:20
1,41.37276,9.235393,31.6,29.220847551671984,20220715,10:29:30
1,41.389677,9.133426,29.0,103.705360918679,20220727,10:19:39
1,41.606499,9.344371,23.5,119.74817918234204,20220722,10:19:20
1,41.430697,9.09904,26.4,106.57014989433311,20220722,10:19:38
0,41.59233,9.288982,27.7,1.1459155902616465,20220702,10:19:20
1,41.516651,9.295836,33.6,41.82591904455009,20220715,10:29:15
0,41.468692,9.275379,28.700000000000003,109.43493886998726,20220707,10:19:35
0,41.618379,9.316346,21.6,79.64113352318441,20220710,10:29:24
1,41.667758,9.397191,30.4,37.24225668350351,20220702,10:19:20
1,41.385336,9.14765,33.0,159.28226704636884,20220730,10:29:35
1,41.607105,9.321692,26.200000000000003,73.33859777674537,20220712,10:19:20
1,41.341667,9.282732,28.4,28.64788975654119,20220712,10:19:34
1,41.30216,9.267391,126.1,56.149863922820686,20220705,10:29:30
0,41.420217,9.241428,27.1,46.9825392007275,20220727,10:19:39
0,41.363673,9.179405,28.0,158.1363514561072,20220725,10:29:30
0,41.346061,9.252271,20.9,40.10704565915759,20220717,10:19:42
1,41.552464,9.341446,36.2,48.70141258612,20220710,10:29:24
1,41.547118,9.321034,30.4,59.587610693605626,20220727,10:19:39
0,41.360737,9.21108,31.1,84.22479588423101,20220722,10:19:34
0,41.389403,9.137253,22.3,129.48846169956607,20220722,10:19:34
1,41.380376,9.152064,36.8,139.22874421679006,20220715,10:29:30
1,41.417815,9.268822,40.7,174.75212751490108,20220705,10:29:30
