class_id,latitude,longitude,length,heading,date,time
0,41.346222,9.217607,23.5,104.85127650894066,20220801,10:19:34
1,41.587479,9.377623,33.4,177.0439586954244,20220801,10:19:20
0,41.631972,9.350149,20.0,93.965078401455,20220806,10:19:26
1,41.78366,9.402599,36.3,9.740282517223989,20220806,10:19:26
1,41.509289,9.286336,29.4,42.97183463481174,20220806,10:19:26
1,41.35021,9.204232,32.8,123.18592595312698,20220816,10:19:42
1,41.502701,9.29122,43.5,169.02254956359286,20220829,10:29:23
0,41.620726,9.314437,22.4,101.98648753328654,20220824,10:29:11
1,41.309041,9.206612,24.6,179.33578987594763,20220809,10:29:37
0,41.377187,9.104102,33.8,126.62367272391194,20220811,10:19:33
1,41.734321,9.422252,32.9,177.61691649055524,20220814,10:29:14
1,41.518897,9.330962,54.5,25.783100780887054,20220801,10:19:34
1,41.406857,9.255018,50.0,42.39887683968087,20220804,10:29:30
1,41.3623,9.192672,28.3,91.1002894258009,20220824,10:29:25
1,41.360129,9.198285,32.1,105.99719209920232,20220806,10:19:41
1,41.61021,9.338269,35.9,82.50592249883854,20220821,10:19:16
1,41.676316,9.396763,35.2,155.84452027558393,20220814,10:29:14
0,41.5964,9.376595,20.4,54.430990537428244,20220811,10:19:18
0,41.63656,9.351975,24.4,67.6090198254372,20220806,10:19:26
1,41.5619,9.348691,32.2,32.65859432245688,20220806,10:19:26
0,41.566728,9.360111,29.8,162.14705602202298,20220806,10:19:26
1,41.446151,9.284382,29.2,35.52338329811104,20220804,10:29:30
1,41.463776,9.296075,28.700000000000003,19.480565034448006,20220826,10:19:42
1,41.35428,9.242021,40.8,98.5487407625016,20220811,10:19:33
1,41.382936,9.236506,35.8,32.0856365273261,20220829,10:29:37
0,41.323393,9.237486,26.4,99.12169855763239,20220806,10:19:41
1,41.33002,9.255674,32.2,64.74423084978302,20220814,10:29:28
1,41.371139,9.235268,34.8,158.1363514561072,20220804,10:29:30
0,41.348943,9.25264,15.3,16.04281826366305,20220816,10:19:42
1,41.51801,9.326044,44.7,24.064227395494555,20220801,10:19:34
0,41.395937,9.087384,25.9,38.96113006889601,20220804,10:29:30
0,41.553871,9.321787,23.700000000000003,84.79775367936182,20220816,10:19:27
0,41.413687,9.262105,25.3,42.97183463481174,20220814,10:29:28
0,41.37611,9.226556,21.3,24.63718519062536,20220809,10:29:37
1,41.454606,9.323092,23.700000000000003,87.66254265501595,20220811,10:19:33
0,41.347048,9.253948,22.0,42.97183463481173,20220801,10:19:34
1,41.342355,9.258352,31.9,129.48846169956605,20220829,10:29:37
0,41.338136,9.251403,19.2,16.04281826366305,20220811,10:19:33
0,41.376078,9.281805,52.7,72.19268218648371,20220806,10:19:41
1,41.657055,9.392681,37.3,16.04281826366305,20220819,10:29:24
0,41.38182,9.150393,21.200000000000003,12.605071492878096,20220811,10:19:33
0,41.598435,9.296689,26.5,31.51267873219527,20220811,10:19:18
0,41.378177,9.228955,19.6,6.302535746439055,20220816,10:19:42
0,41.342598,9.270186,22.8,13.178029288008934,20220816,10:19:42
1,41.667576,9.39755,33.7,22.91831180523289,20220814,10:29:14
