class_id,latitude,longitude,length,heading,date,time
1,41.624379,9.358871,26.8,150.6879001194065,20220503,10:19:10
1,41.31204,9.238998,26.7,138.65578642165923,20220531,10:29:33
1,41.368371,9.170211,32.2,123.75888374825784,20220523,10:19:30
0,41.596145,9.371673,25.1,179.33578987594763,20220518,10:19:20
1,41.31832,9.146901,27.0,6.302535746439048,20220518,10:19:35
1,41.601555,9.309064,31.5,48.12845479098915,20220526,10:29:11
0,41.60893,9.31306,95.7,114.01860123103381,20220528,10:19:22
1,41.626193,9.38301,32.1,12.032113697747292,20220523,10:19:15
1,41.354019,9.122594,25.9,57.86873730821321,20220523,10:19:30
1,41.369171,9.177148,33.2,92.24620501606256,20220521,10:29:32
1,41.596406,9.374795,23.9,28.074931961410336,20220518,10:19:20
0,41.354055,9.16575,26.1,158.1363514561072,20220518,10:19:35
1,41.765166,9.410905,31.0,12.032113697747292,20220531,10:29:19
1,41.364755,9.178451,26.4,166.7307183830696,20220521,10:29:32
1,41.404244,9.054495,23.2,89.38141604040845,20220521,10:29:32
1,41.375451,9.128375,28.5,81.93296470370771,20220501,10:29:30
0,41.431505,9.227826,16.4,9.167324722093172,20220523,10:19:30
1,41.382729,9.143578,27.6,115.16451682129548,20220511,10:29:29
1,41.364878,9.212528,25.0,82.50592249883857,20220518,10:19:35
1,41.338507,9.20049,25.4,98.5487407625016,20220503,10:19:24
1,41.376657,9.302376,30.3,86.51662706475429,20220501,10:29:30
0,41.590259,9.288733,23.1,51.56620156177408,20220523,10:19:15
0,41.335075,9.250794,28.0,163.29297161228465,20220511,10:29:29
1,41.622079,9.313843,21.6,65.89014644004466,20220513,10:19:13
1,41.574253,9.373107,31.4,151.83381570966816,20220531,10:29:19
0,41.357652,9.090202,24.8,9.740282517223989,20220523,10:19:33
1,41.426689,9.248035,33.5,55.00394833255904,20220531,10:29:33
1,41.603055,9.28639,22.9,174.75212751490108,20220516,10:29:10
1,41.302444,9.298211,22.0,75.63042895726863,20220531,10:29:33
0,41.443131,9.365053,24.5,98.54874076250161,20220518,10:19:35
1,41.604973,9.31088,34.1,62.45239966925973,20220531,10:29:19
0,41.590079,9.288732,21.4,40.68000345428845,20220528,10:19:22
0,41.593134,9.291386,24.700000000000003,29.220847551671984,20220518,10:19:20
0,41.609517,9.29542,22.0,48.12845479098915,20220518,10:19:20
1,41.332358,9.257357,32.9,122.61296815799618,20220523,10:19:30
1,41.337751,9.262517,41.2,17.188733853924695,20220523,10:19:30
1,41.388129,9.147537,45.2,54.430990537428244,20220521,10:29:32
1,41.602922,9.365112,31.4,111.1538122553797,20220528,10:19:22
1,41.486536,9.307079,34.2,14.323944878270567,20220513,10:19:28
