class_id,latitude,longitude,length,heading,date,time
0,41.325264,9.247411,29.4,73.33859777674536,20220913,10:29:27
1,41.418255,9.308552,25.9,18.9076072393172,20220923,10:29:26
1,41.365837,9.228792,30.2,140.9476176021825,20220903,10:29:27
0,41.583363,9.369321,27.6,25.783100780887047,20220913,10:29:13
1,41.434216,9.090787,28.4,85.37071147449265,20220913,10:29:31
0,41.390649,9.252443,28.6,57.86873730821314,20220920,10:19:31
0,41.386687,9.147892,27.6,62.45239966925973,20220920,10:19:31
1,41.306275,9.191193,31.7,12.605071492878096,20220920,10:19:31
1,41.619288,9.31311,32.1,106.5701498943331,20220903,10:29:12
0,41.344393,9.272943,24.8,94.53803619658582,20220903,10:29:27
0,41.505235,9.286318,20.6,67.03606203030631,20220920,10:19:16
0,41.620826,9.310716,25.4,1.7188733853924696,20220910,10:19:17
0,41.597978,9.299207,21.7,117.45634800181875,20220920,10:19:16
0,41.603406,9.290112,23.0,162.14705602202298,20220918,10:29:19
1,41.608001,9.323256,28.9,94.53803619658582,20220923,10:29:12
0,41.588703,9.298445,19.7,40.680003454288446,20220910,10:19:17
1,41.61708,9.359791,36.1,25.783100780887047,20220903,10:29:12
0,41.378845,9.152419,29.5,156.9904358658456,20220920,10:19:31
1,41.363242,9.16673,33.9,127.76958831417356,20220918,10:29:34
1,41.402512,9.264572,69.7,34.377467707849405,20220918,10:29:34
1,41.562796,9.350255,34.4,27.50197416627952,20220908,10:29:22
0,41.594399,9.289832,23.1,42.97183463481174,20220908,10:29:22
0,41.62768,9.307748,25.9,49.2743703812508,20220918,10:29:19
0,41.624066,9.311692,22.6,154.69860468532227,20220923,10:29:12
0,41.342556,9.248552,23.700000000000003,176.47100090029355,20220913,10:29:27
1,41.46659,9.287585,33.1,29.220847551671994,20220918,10:29:19
1,41.313114,9.282131,55.5,57.86873730821321,20220923,10:29:26
0,41.389474,9.152085,28.4,71.04676659622208,20220908,10:29:36
1,41.346419,9.208523,31.4,120.32113697747288,20220923,10:29:26
0,41.615869,9.312013,20.6,142.666490987575,20220918,10:29:19
1,41.487735,9.296423,32.3,18.9076072393172,20220903,10:29:27
0,41.326747,9.227341,34.8,23.491269600363694,20220920,10:19:31
1,41.555203,9.358848,35.2,67.03606203030631,20220905,10:19:26
0,41.586366,9.296514,15.0,42.97183463481173,20220910,10:19:17
1,41.382355,9.154102,28.2,98.54874076250161,20220908,10:29:36
1,41.338799,9.276505,24.9,8.021409131831518,20220923,10:29:26
0,41.638792,9.358471,20.5,140.3746598070517,20220923,10:29:12
0,41.658119,9.397612,16.5,131.78029288008932,20220920,10:19:16
1,41.38335,9.150875,38.4,119.17522138721124,20220913,10:29:27
0,41.336776,9.25582,28.5,21.772396214971284,20220913,10:29:27
0,41.362964,9.224,32.599999999999994,44.117750225073365,20220908,10:29:36
0,41.604893,9.368483,22.1,68.181977620568,20220913,10:29:13
0,41.386968,9.13964,28.5,117.45634800181875,20220920,10:19:31
1,41.38615,9.144901,42.8,119.74817918234203,20220908,10:29:36
1,41.59627,9.298119,30.8,53.858032742297326,20220918,10:29:19
1,41.346304,9.264344,23.8,172.46029633437774,20220920,10:19:31
1,41.485945,9.292103,34.4,8.594366926962351,20220908,10:29:36
1,41.383805,9.147886,23.1,120.32113697747288,20220903,10:29:27
0,41.63762,9.358824,17.6,51.566201561774086,20220923,10:29:12
1,41.579777,9.364022,31.8,26.35605857601783,20220918,10:29:19
0,41.349303,9.252761,15.3,17.188733853924703,20220923,10:29:26
1,41.429887,9.268034,25.7,108.86198107485643,20220908,10:29:36
0,41.346416,9.254782,25.9,49.274370381250804,20220908,10:29:36
0,41.59747,9.286726,19.8,159.85522484149968,20220908,10:29:22
1,41.477451,9.391835,21.6,6.875493541569878,20220908,10:29:22
0,41.37994,9.286605,27.7,146.67719555349075,20220918,10:29:34
1,41.603641,9.365476,29.6,105.42423430407148,20220923,10:29:12
0,41.592838,9.301703,18.9,171.31438074411614,20220910,10:19:17
1,41.786001,9.402854,26.9,1.1459155902616465,20220903,10:29:12
1,41.381394,9.241644,33.5,42.39887683968092,20220923,10:29:26
1,41.651464,9.509018,25.4,144.95832216809828,20220908,10:29:22
1,41.63647,9.351974,24.8,175.3250853100319,20220908,10:29:22
0,41.542844,9.30267,24.3,60.160568488736445,20220905,10:19:26
0,41.35448,9.182727,30.1,124.33184154338863,20220920,10:19:31
0,41.606517,9.33837,26.3,95.6839517868475,20220913,10:29:13
0,41.385437,9.139158,32.8,73.91155557187619,20220903,10:29:27
1,41.619109,9.312869,32.400000000000006,152.97973129992977,20220923,10:29:12
0,41.637003,9.354378,22.6,108.86198107485643,20220923,10:29:12
0,41.597558,9.287566,21.6,173.0332541295086,20220908,10:29:22
0,41.591614,9.28706,21.3,14.8969026734014,20220918,10:29:19
0,41.600316,9.300898,30.7,36.09634109324185,20220908,10:29:22
0,41.674926,9.407927,27.5,1.1459155902616374,20220920,10:19:16
0,41.304288,9.281257,27.7,148.39606893888322,20220913,10:29:27
0,41.356487,9.262592,37.3,67.03606203030631,20220908,10:29:36
