class_id,latitude,longitude,length,heading,date,time
1,41.659856,9.390056,36.9,165.58480279280792,20220615,10:29:15
1,41.401182,9.255235,32.8,35.52338329811104,20220612,10:19:32
0,41.595576,9.287437,25.0,97.40282517223991,20220602,10:19:14
1,41.298523,9.241696,20.2,6.875493541569878,20220612,10:19:32
1,41.320834,9.254921,28.8,135.2180396508743,20220607,10:19:38
0,41.38496,9.15949,25.1,127.19663051904276,20220615,10:29:29
1,41.411503,9.271548,40.2,177.0439586954244,20220630,10:29:38
1,41.59923,9.302693,25.4,59.58761069360562,20220630,10:29:24
0,41.438662,9.289377,24.700000000000003,53.858032742297375,20220612,10:19:32
1,41.400002,9.259178,34.0,54.430990537428244,20220615,10:29:29
0,41.379587,9.13496,30.4,177.0439586954244,20220612,10:19:32
1,41.340264,9.224161,41.900000000000006,92.81916281119337,20220630,10:29:38
1,41.318722,9.272477,27.1,147.25015334862155,20220630,10:29:38
0,41.346596,9.254663,22.200000000000003,37.24225668350351,20220602,10:19:29
0,41.59466,9.293552,33.7,49.84732817638161,20220615,10:29:15
1,41.327486,9.261042,29.3,47.55549699585833,20220630,10:29:38
0,41.338203,9.164635,23.2,103.70536091867899,20220615,10:29:29
0,41.603253,9.374114,25.6,103.1324031235482,20220625,10:29:16
1,41.344755,9.180548,22.9,59.01465289847479,20220630,10:29:38
1,41.614015,9.360734,33.9,69.32789321082959,20220620,10:29:23
1,41.443322,9.261745,41.6,158.1363514561072,20220610,10:29:34
1,41.345901,9.243186,34.4,8.594366926962348,20220612,10:19:32
1,41.409892,9.266995,30.7,168.44959176846203,20220610,10:29:34
1,41.371593,9.274132,30.0,159.85522484149965,20220630,10:29:38
0,41.388774,9.135936,20.9,127.76958831417356,20220612,10:19:32
1,41.378584,9.145004,42.3,152.406773504799,20220617,10:19:41
1,41.48525,9.495138,19.2,84.79775367936182,20220610,10:29:34
1,41.423359,9.405511,25.2,27.501974166279524,20220617,10:19:41
1,41.386966,9.141315,27.7,79.06817572805357,20220617,10:19:41
1,41.366745,9.173315,27.4,120.89409477260368,20220620,10:29:37
0,41.597467,9.287565,24.5,8.594366926962351,20220610,10:29:20
1,41.49931,9.278504,26.8,26.92901637114869,20220602,10:19:14
1,41.444417,9.056803,25.9,179.9087476710785,20220612,10:19:35
1,41.371132,9.124061,28.6,115.7374746164263,20220602,10:19:29
