class_id,latitude,longitude,length,heading,date,time
0,41.374781,9.159824,23.6,7.448451336700714,20220302,10:29:29
0,41.62587,9.423464,25.2,33.804509912718565,20220324,10:19:12
0,41.367198,9.171643,24.4,118.6022635920804,20220302,10:29:29
0,41.589989,9.288372,25.6,45.26366581533503,20220307,10:29:09
0,41.715975,9.414438,19.3,2.291831180523303,20220309,10:19:19
1,41.382513,9.089878,28.8,56.14986392282068,20220302,10:29:29
0,41.595484,9.288517,25.1,1.7188733853924696,20220307,10:29:09
1,41.598889,9.386449,60.0,134.07212406061262,20220302,10:29:14
1,41.625603,9.309419,24.9,127.19663051904274,20220302,10:29:14
0,41.590162,9.291252,25.3,174.75212751490108,20220307,10:29:09
1,41.56541,9.378094,28.9,169.02254956359286,20220324,10:19:12
0,41.591702,9.2879,17.9,14.8969026734014,20220307,10:29:09
1,41.612634,9.370208,72.30000000000001,174.75212751490108,20220307,10:29:09
0,41.411427,9.265326,25.7,79.0681757280536,20220324,10:19:27
0,41.306573,9.303844,23.9,31.51267873219528,20220307,10:29:23
1,41.30158,9.283634,92.4,48.12845479098915,20220329,10:19:32
0,41.76588,9.412834,21.5,105.99719209920232,20220324,10:19:12
1,41.600473,9.370378,44.8,100.26761414789408,20220322,10:29:14
0,41.610761,9.302147,20.3,83.07888029396935,20220302,10:29:14
1,41.328393,9.159113,25.2,175.3250853100319,20220302,10:29:29
1,41.41501,9.232913,27.3,52.71211715203569,20220324,10:19:27
1,41.309924,9.215814,24.0,137.50987083139756,20220324,10:19:27
0,41.597285,9.288405,26.1,178.18987428568602,20220329,10:19:17
0,41.596658,9.287202,25.1,166.7307183830696,20220302,10:29:14
0,41.367729,9.177503,17.5,32.65859432245688,20220302,10:29:29
1,41.667287,9.403074,23.700000000000003,21.199438419840448,20220302,10:29:14
0,41.377705,9.239836,23.700000000000003,79.64113352318442,20220322,10:29:28
0,41.317504,9.253475,22.3,177.04395869542438,20220329,10:19:32
0,41.369171,9.177148,20.0,73.33859777674537,20220302,10:29:29
1,41.59259,9.293063,31.3,66.46310423517548,20220329,10:19:17
0,41.595393,9.288636,26.8,12.60507149287811,20220302,10:29:14
1,41.75766,9.443335,29.2,10.313240312354818,20220324,10:19:12
1,41.348521,9.345518,148.8,50.42028597151244,20220309,10:19:33
0,41.622361,9.309403,22.1,141.52057539731334,20220324,10:19:12
1,41.476881,9.552803,30.7,73.33859777674537,20220314,10:19:13
0,41.669374,9.423869,24.9,72.76563998161456,20220322,10:29:14
0,41.481892,9.355928,26.9,148.39606893888322,20220324,10:19:27
0,41.604846,9.354802,26.7,12.60507149287811,20220302,10:29:14
0,41.592516,9.286464,21.7,118.6022635920804,20220302,10:29:14
1,41.508025,9.380276,170.0,137.50987083139756,20220314,10:19:13
1,41.30497,9.215798,120.9,2.8647889756541165,20220307,10:29:23
1,41.320004,9.167456,89.80000000000001,164.4388872025463,20220302,10:29:29
0,41.596567,9.287321,29.0,179.90874767107846,20220329,10:19:17
1,41.590169,9.288613,25.0,68.18197762056796,20220302,10:29:14
0,41.317504,9.253475,21.3,154.69860468532227,20220324,10:19:27
1,41.386719,9.120144,24.3,106.57014989433311,20220302,10:29:29
1,41.412859,9.22788,27.0,45.836623610465836,20220324,10:19:27
1,41.354735,9.126899,29.6,99.12169855763239,20220302,10:29:29
0,41.596632,9.297281,26.0,94.53803619658584,20220329,10:19:17
0,41.595844,9.288398,29.9,175.3250853100319,20220329,10:19:17
0,41.366274,9.117954,24.700000000000003,147.25015334862155,20220302,10:29:29
0,41.514493,9.327584,24.3,85.94366926962346,20220324,10:19:27
1,41.58963,9.288131,23.6,42.97183463481173,20220302,10:29:14
1,41.608617,9.32842,45.3,82.50592249883854,20220302,10:29:14
0,41.423838,9.232706,19.7,43.54479242994256,20220322,10:29:28
0,41.317414,9.253594,25.1,132.35325067522018,20220309,10:19:33
0,41.317414,9.253594,21.3,148.96902673401405,20220302,10:29:29
0,41.366756,9.166022,26.200000000000003,122.61296815799614,20220302,10:29:29
1,41.468791,9.307355,33.0,20.05352282957881,20220329,10:19:17
1,41.348702,9.239012,41.8,26.35605857601787,20220307,10:29:23
1,41.29711,9.176475,89.0,161.57409822689215,20220324,10:19:27
0,41.622451,9.309404,22.200000000000003,146.10423775835991,20220302,10:29:14
1,41.598905,9.288892,21.3,45.26366581533504,20220302,10:29:14
0,41.319575,9.253722,22.9,165.58480279280792,20220324,10:19:27
0,41.612633,9.370328,90.2,176.47100090029355,20220322,10:29:14
1,41.546145,9.374864,25.1,169.02254956359286,20220324,10:19:27
1,41.768665,9.414777,30.6,10.313240312354818,20220309,10:19:19
1,41.609539,9.321104,31.1,38.38817227376515,20220302,10:29:14
1,41.293035,9.238809,49.6,30.939720937064493,20220322,10:29:28
0,41.591431,9.288379,23.6,115.73747461642631,20220302,10:29:14
0,41.381211,9.132691,24.8,95.6839517868475,20220309,10:19:33
0,41.307123,9.167065,25.4,131.7802928800893,20220329,10:19:32
1,41.395932,9.26634,23.1,56.7228217179515,20220302,10:29:29
0,41.500837,9.472611,24.700000000000003,103.13240312354822,20220324,10:19:12
0,41.423729,9.316237,23.5,14.8969026734014,20220324,10:19:27
1,41.722953,9.427467,21.200000000000003,179.90874767107846,20220324,10:19:12
1,41.435889,9.473696,73.5,172.46029633437777,20220324,10:19:27
