class_id,latitude,longitude,confidence,length,breadth,heading
0,41.93225487,8.74528809,0.516,12.1,3.3,82.0
0,41.90638881,8.67948361,0.515,6.2,5.1,169.0
0,42.06258905,8.73579637,0.51,9.3,4.4,46.0
0,42.10848814,8.69109564,0.51,11.3,5.1,64.0
0,42.0421493,8.73798007,0.51,6.5,4.6,171.0
0,41.99290688,8.66561485,0.503,5.3,4.9,74.0
0,42.04312019,8.73776967,0.502,6.4,5.6,179.0
0,41.93174073,8.74576424,0.501,11.1,4.1,75.0
1,42.12324766,8.57523382,0.496,98.3,14.4,154.0
0,42.11144362,8.69700941,0.494,6.6,3.9,55.0
0,41.93295255,8.74671551,0.494,7.0,3.1,82.0
0,42.04252808,8.73625945,0.494,8.3,4.6,164.0
0,41.92402229,8.74212948,0.493,12.0,5.8,79.0
0,41.99333534,8.66569532,0.492,5.2,5.1,73.0
0,41.92694412,8.77145375,0.491,6.7,3.5,79.0
0,42.11060527,8.69038189,0.488,6.2,5.1,74.0
0,41.90546308,8.67940313,0.488,7.4,4.7,73.0
0,41.93231103,8.74474336,0.487,10.5,3.6,79.0
0,41.99321602,8.66539115,0.482,4.5,4.5,168.0
0,41.93218556,8.74592963,0.48,6.3,4.2,78.0
0,41.90619302,8.67861522,0.478,5.4,4.7,173.0
0,41.92672767,8.77033297,0.477,8.9,4.0,75.0
0,42.04128236,8.73751167,0.472,7.4,4.0,172.0
0,41.93191552,8.7462935,0.472,6.4,6.2,89.0
0,42.04192743,8.73661957,0.464,7.0,4.4,168.0
0,41.93291179,8.74485453,0.462,5.7,4.7,74.0
0,41.93253211,8.74732813,0.46,9.2,3.4,79.0
0,42.06461052,8.73531421,0.458,6.7,5.9,89.0
0,42.11243199,8.69009047,0.455,5.5,4.1,82.0
0,41.92604807,8.77010753,0.454,7.7,4.4,71.0
0,42.11261925,8.69035277,0.453,6.3,3.7,80.0
0,42.04318672,8.73519736,0.451,7.8,4.4,163.0
0,42.04308094,8.74036292,0.45,14.5,5.0,163.0
0,41.92745703,8.74290293,0.448,8.3,3.6,76.0
0,41.93122701,8.74588368,0.442,8.9,4.3,66.0
0,41.93166356,8.74565588,0.44,13.3,4.3,74.0
0,42.04188099,8.73956987,0.438,6.0,4.9,169.0
0,41.93271884,8.74471588,0.436,6.5,3.8,77.0
0,42.04226569,8.73772083,0.436,6.4,6.4,179.0
0,41.93136756,8.7471172,0.433,10.2,5.4,75.0
1,42.11695174,8.59609695,0.43,49.1,13.8,49.0
0,42.06472734,8.735035,0.428,5.2,4.5,168.0
0,42.11143555,8.69849001,0.423,5.8,4.5,72.0
0,42.01853379,8.58093467,0.421,14.0,6.4,89.0
0,42.11206876,8.69039579,0.417,8.2,3.6,75.0
0,41.90587151,8.67727876,0.415,5.3,4.2,172.0
0,42.04213291,8.7394283,0.414,6.9,3.9,169.0
1,42.04746808,8.72346649,0.412,28.6,11.8,4.0
0,42.11252248,8.68946589,0.412,7.2,4.4,82.0
0,42.04306646,8.7389647,0.408,7.6,3.8,169.0
0,41.91198815,8.72366808,0.406,4.9,4.3,73.0
1,41.92990786,8.74550781,0.403,26.9,8.9,140.0
0,41.93274953,8.74630362,0.403,6.0,5.9,179.0
0,41.90607523,8.67728721,0.397,5.6,4.7,82.0
0,42.08054874,8.68188701,0.394,9.0,4.0,153.0
0,42.12296241,8.63402616,0.392,5.0,4.5,171.0
0,41.92230885,8.74482124,0.389,10.4,5.7,78.0
0,41.93151327,8.74667194,0.389,8.3,3.2,77.0
0,41.92609084,8.77089188,0.387,9.7,3.8,75.0
0,42.1133418,8.69185472,0.385,8.8,3.3,73.0
0,41.99336426,8.66604833,0.384,6.4,4.8,82.0
0,41.9264897,8.77130605,0.377,6.6,4.1,74.0
0,42.04135804,8.73845711,0.374,5.5,4.0,84.0
0,41.92484963,8.77392103,0.372,17.2,7.1,48.0
0,41.9515515,8.60670024,0.371,5.0,4.4,173.0
0,42.11359731,8.68914791,0.369,6.4,3.7,82.0
0,42.04315845,8.73585117,0.369,7.6,4.6,168.0
0,42.11270434,8.68988697,0.368,5.9,4.1,73.0
0,41.92668798,8.77078591,0.364,5.9,3.6,81.0
0,42.04349483,8.73504837,0.363,9.4,3.9,172.0
0,41.92281445,8.78156323,0.363,5.8,3.8,84.0
0,41.92742333,8.77187516,0.362,4.8,3.9,72.0
0,42.11599864,8.63048731,0.351,8.3,4.7,153.0
0,42.08657096,8.70898468,0.349,6.2,3.7,166.0
0,42.04149213,8.73914085,0.347,6.8,4.0,173.0
0,42.04198413,8.73920571,0.345,5.9,3.9,165.0
0,41.93315103,8.74696853,0.344,6.8,3.2,82.0
0,41.92649357,8.76998848,0.344,6.1,4.2,77.0
0,42.04222462,8.73905696,0.342,5.6,5.5,170.0
0,41.90592538,8.67702899,0.34,5.4,4.0,171.0
0,42.04186303,8.73591179,0.332,5.6,5.4,172.0
0,41.93040935,8.7480821,0.323,9.1,3.7,76.0
0,41.93251207,8.74661936,0.322,6.5,4.8,74.0
0,42.09710893,8.70884378,0.321,9.3,4.8,88.0
0,42.1124682,8.68981778,0.321,5.8,4.8,80.0
0,41.93142589,8.74869338,0.319,5.1,4.5,83.0
0,41.99294211,8.66604853,0.318,6.1,4.4,81.0
0,42.11093675,8.68896208,0.316,9.0,4.2,80.0
0,41.93047191,8.74386311,0.315,6.3,4.1,162.0
0,42.11168141,8.6989288,0.309,6.1,4.2,82.0
0,41.9098008,8.73534095,0.308,8.2,4.0,52.0
0,42.10130921,8.70682042,0.307,4.8,3.9,77.0
0,42.04290355,8.73501657,0.305,7.9,3.8,161.0
0,42.06456211,8.73643543,0.302,6.6,6.1,179.0
0,41.92630708,8.77353981,0.301,10.6,4.1,63.0
0,41.90600149,8.6789888,0.296,5.8,4.6,80.0
0,41.93267482,8.74421101,0.295,5.5,3.4,79.0
0,42.13187122,8.61483727,0.294,5.6,3.9,75.0
0,42.0647205,8.73467958,0.293,5.0,4.7,174.0
0,42.11356956,8.68940025,0.292,6.5,3.9,83.0
0,41.99375657,8.66612755,0.291,5.0,4.6,163.0
0,42.1108519,8.69942283,0.288,7.7,5.2,179.0
0,42.04025547,8.73669693,0.282,4.6,3.9,82.0
0,41.99261961,8.66569385,0.281,7.4,4.6,172.0
0,42.06443875,8.73640715,0.277,7.0,4.3,82.0
0,42.11390965,8.69038141,0.275,6.3,4.2,83.0
0,41.91156544,8.72354245,0.273,5.4,4.5,158.0
0,41.92354799,8.77520704,0.271,16.5,4.8,65.0
0,41.93149456,8.74464528,0.27,9.1,4.1,82.0
0,41.93297189,8.74597966,0.269,4.9,4.6,75.0
0,42.11379397,8.68908579,0.265,5.7,3.7,84.0
0,41.91522971,8.79020097,0.26,4.5,3.4,81.0
0,41.93270847,8.74562625,0.259,5.9,3.8,80.0
0,42.11120491,8.7997965,0.257,152.1,45.0,64.0
0,41.90643202,8.67739987,0.255,6.7,6.0,88.0
0,41.92762922,8.74346026,0.249,12.5,4.5,80.0
0,41.90737187,8.68892039,0.247,12.9,5.3,44.0
0,42.04402736,8.73508293,0.244,10.4,4.8,166.0
0,41.92606367,8.74306801,0.244,4.9,4.8,164.0
0,41.9324962,8.74504964,0.242,8.1,2.8,78.0
0,42.1112317,8.69087001,0.241,6.9,3.7,80.0
0,42.04031975,8.73621867,0.237,5.6,5.1,162.0
0,41.93201668,8.74576541,0.232,6.7,5.6,79.0
0,42.11238496,8.68881267,0.231,5.3,4.1,81.0
0,42.04359712,8.7322004,0.231,11.0,4.4,167.0
0,41.93226624,8.74680117,0.23,10.7,4.6,80.0
0,42.04199137,8.74012027,0.225,6.0,3.7,176.0
0,41.92010778,8.74445367,0.218,10.1,5.8,70.0
0,42.11310657,8.68964578,0.213,7.3,4.7,82.0
0,42.11289003,8.69021843,0.21,7.6,4.6,81.0
0,42.04359538,8.73755206,0.21,8.0,5.0,162.0
0,42.11010619,8.68905159,0.205,8.6,4.4,3.0
1,41.92881621,8.74677165,0.198,18.9,6.2,140.0
0,41.92207856,8.74303054,0.197,12.4,4.7,163.0
0,42.04251366,8.73901788,0.194,5.3,5.3,80.0
0,41.90611661,8.67821583,0.193,7.1,5.0,171.0
0,41.92636444,8.7696258,0.19,7.8,4.1,77.0
0,41.93315172,8.74736358,0.185,6.3,3.5,82.0
0,42.11347595,8.68963636,0.183,8.0,4.5,81.0
0,42.04255322,8.74049147,0.183,4.5,4.3,79.0
0,42.07936961,8.71365956,0.18,6.5,4.3,172.0
0,42.04176915,8.73750269,0.18,6.7,4.3,172.0
0,42.06172863,8.73058653,0.18,8.8,3.9,63.0
0,41.92552105,8.76833728,0.178,9.4,5.1,178.0
0,42.04147646,8.73682809,0.174,6.7,4.4,171.0
0,41.9311424,8.74626024,0.174,9.2,5.1,68.0
0,42.04351232,8.73604626,0.172,8.5,3.9,170.0
0,41.91210478,8.72402826,0.172,4.3,3.8,82.0
0,41.90583299,8.65843611,0.172,11.1,3.9,1.0
0,42.04136237,8.73822133,0.171,6.1,4.0,85.0
0,41.93221135,8.74693234,0.168,10.4,5.0,80.0
0,41.93217382,8.74614716,0.167,5.8,3.6,82.0
0,41.91990868,8.74335361,0.166,28.8,7.7,160.0
0,42.12978949,8.61689048,0.164,6.1,4.9,81.0
0,41.92615785,8.74578955,0.159,8.1,3.4,65.0
0,42.04229614,8.73967195,0.156,5.6,5.3,170.0
0,41.9101285,8.72313611,0.154,7.8,3.9,77.0
0,42.11183621,8.68963505,0.154,6.4,5.7,83.0
0,42.11295391,8.6905418,0.153,7.5,4.5,82.0
0,41.97702691,8.61178103,0.152,91.9,28.9,150.0
0,41.91512275,8.79032678,0.151,4.3,4.0,164.0
0,42.11303785,8.69000843,0.15,8.3,3.9,80.0
0,41.93290748,8.74587011,0.15,5.3,3.5,82.0
0,42.12223281,8.62898198,0.149,49.4,13.0,2.0
0,42.11197725,8.69010477,0.148,6.9,5.4,81.0
0,42.11388962,8.69007771,0.147,6.7,3.8,84.0
0,41.96934036,8.63549148,0.145,4.6,4.4,170.0
0,42.10900457,8.6571074,0.144,4.8,4.7,172.0
0,42.1062059,8.68346188,0.143,5.2,4.5,83.0
0,41.92692598,8.77211071,0.143,7.7,3.6,71.0
0,42.04171011,8.73516346,0.137,7.2,3.8,170.0
0,41.93205523,8.74465277,0.128,12.1,3.9,81.0
0,41.9302157,8.7443782,0.128,22.5,6.3,139.0
0,42.12456481,8.62389521,0.127,5.4,4.2,80.0
0,41.92521408,8.77619749,0.126,14.0,4.5,55.0
0,42.13186463,8.5984668,0.124,5.3,4.3,162.0
0,41.93186509,8.74479,0.121,11.7,4.4,81.0
0,42.11729636,8.59708361,0.121,12.7,8.4,1.0
0,41.90574292,8.67801367,0.117,6.1,6.1,169.0
0,41.91206296,8.72419924,0.117,6.1,4.0,73.0
0,42.11193304,8.69083584,0.116,8.3,3.3,78.0
0,41.91988708,8.74055733,0.112,32.8,19.2,84.0
0,42.04568374,8.74489586,0.112,4.5,4.1,174.0
0,41.92774926,8.74603915,0.111,21.4,8.8,72.0
0,42.04176637,8.73634261,0.109,7.2,3.7,170.0
0,41.92421965,8.76877306,0.109,5.6,4.1,89.0
0,42.06963854,8.71846901,0.108,5.7,3.6,80.0
0,42.06449238,8.73544196,0.108,5.9,4.3,77.0
0,41.99555959,8.65723415,0.106,5.2,4.2,170.0
0,41.92603353,8.77027999,0.104,7.5,1.8,81.0
1,42.12222372,8.62899135,0.103,61.7,12.8,2.0
0,42.06406787,8.73700707,0.101,5.3,5.2,83.0
0,41.993027,8.66584076,0.1,6.9,4.1,80.0
0,42.11244486,8.68867432,0.099,5.8,5.1,171.0
0,41.90587572,8.67860509,0.093,6.0,5.0,173.0
0,41.99310635,8.66537709,0.093,6.2,5.8,178.0
0,41.92704566,8.77093314,0.088,5.6,5.2,81.0
0,41.93696454,8.62247102,0.088,4.8,3.8,81.0
0,41.9267289,8.77137421,0.085,7.7,3.7,77.0
0,42.11230959,8.68887344,0.085,7.0,4.2,82.0
0,42.11324035,8.68871636,0.084,6.0,3.9,72.0
0,41.93260482,8.74599247,0.084,7.1,4.2,72.0
0,42.0406959,8.73730466,0.08,4.7,4.6,170.0
0,41.93185913,8.74435319,0.077,8.5,4.7,84.0
0,42.11366657,8.68943319,0.076,7.5,3.2,81.0
0,41.93248033,8.74639028,0.076,8.1,4.8,82.0
0,42.04165545,8.73707688,0.073,6.7,4.8,170.0
0,42.1109723,8.68930017,0.069,7.8,4.7,71.0
0,41.97149659,8.61171058,0.069,24.0,14.5,174.0
0,41.90554835,8.67832166,0.069,7.3,5.2,78.0
0,41.91905485,8.74090454,0.068,7.4,6.0,170.0
0,41.92765538,8.68120579,0.068,174.2,34.6,27.0
0,42.06931967,8.57421255,0.067,50.8,18.9,154.0
0,41.93118787,8.74344675,0.066,8.5,4.1,178.0
0,41.92282078,8.74127005,0.066,13.1,12.5,81.0
0,42.04038699,8.7365231,0.066,5.7,3.8,170.0
0,42.07788799,8.71402438,0.065,5.5,4.6,91.0
0,41.90808019,8.68880493,0.064,6.7,3.7,175.0
0,41.92013622,8.74358149,0.061,34.7,8.7,164.0
0,42.1169561,8.59616092,0.061,31.9,15.0,50.0
0,42.10806315,8.69661124,0.059,23.3,11.3,60.0
0,41.937465,8.62209389,0.059,6.2,5.5,75.0
0,41.93204422,8.74620784,0.057,7.2,4.9,81.0
0,42.11332409,8.69268541,0.057,6.2,4.0,79.0
0,41.90630947,8.67691221,0.056,5.5,4.8,172.0
0,41.99281304,8.66657287,0.056,6.3,6.0,86.0
0,41.93180537,8.74696795,0.055,9.2,4.6,77.0
0,42.11309529,8.68913715,0.055,7.1,3.9,78.0
0,42.03417423,8.74327715,0.055,63.4,32.3,148.0
0,41.99322182,8.664776,0.055,4.0,3.7,169.0
1,42.1222149,8.62342886,0.054,42.2,12.2,3.0
0,41.93127537,8.74254927,0.053,10.9,7.0,75.0
0,41.99304245,8.66521884,0.053,6.7,3.7,80.0
0,41.90630263,8.67906745,0.052,7.3,7.3,170.0
0,41.93201928,8.74707792,0.05,10.8,3.1,75.0
0,41.9059938,8.63058691,0.05,5.4,3.8,170.0
0,41.93286406,8.74701459,0.05,10.8,2.8,79.0
0,42.11293907,8.68862685,0.05,7.4,4.0,85.0
0,42.10332915,8.70256634,0.049,8.9,3.4,157.0
0,42.04146256,8.73824298,0.048,5.3,4.9,84.0
0,41.90433186,8.64862267,0.047,48.2,9.0,176.0
0,41.9243735,8.76785703,0.046,7.5,4.6,65.0
0,42.11284808,8.6888647,0.045,5.6,3.1,81.0
0,41.93183464,8.74643331,0.045,9.3,2.6,76.0
0,41.91232401,8.73041433,0.044,6.4,4.4,74.0
0,41.91962361,8.7431089,0.043,55.6,8.5,142.0
0,42.11049388,8.68882745,0.043,5.8,5.3,84.0
0,42.11221361,8.68819195,0.042,5.4,4.4,173.0
