matched,gt_class,gt_lat,gt_lon,dt_class,dt_lat,dt_lon,dt_conf
True,0.0,41.93204533805958,8.745012366147288,0.0,41.9320259,8.74504229,0.861
True,0.0,42.11419015124404,8.689945582552337,0.0,42.11416434,8.6899633,0.86
True,0.0,41.906223131082776,8.679578466845566,0.0,41.90620377,8.679615,0.86
True,0.0,42.11308396844981,8.688814305726483,0.0,42.11306524,8.68883438,0.86
True,0.0,41.90660687666609,8.679561966910093,0.0,41.90661971,8.67956155,0.859
True,0.0,41.93182438898072,8.74606102871291,0.0,41.93181832,8.74608852,0.859
True,0.0,41.906355139823695,8.678027472911122,0.0,41.90633564,8.67805165,0.859
True,0.0,42.0416875066532,8.739265952172527,0.0,42.04166754,8.73928954,0.858
True,0.0,41.926636983499286,8.77103314044078,0.0,41.92663724,8.77105951,0.858
True,0.0,41.93300754873502,8.747130774529419,0.0,41.93299414,8.7471397,0.858
True,0.0,41.92733875582734,8.755061202902825,0.0,41.92730774,8.7550877,0.858
True,0.0,41.91135592108401,8.723773544009495,0.0,41.9113296,8.72382153,0.857
True,0.0,42.11118673585779,8.698956609812429,0.0,42.11116985,8.6989669,0.856
True,0.0,42.04391153341796,8.732723727757554,0.0,42.04389062,8.73274438,0.856
True,0.0,42.11359957749332,8.691100578035435,0.0,42.11359142,8.69112881,0.856
True,0.0,41.992998794889495,8.666608486317998,0.0,41.99298111,8.66661081,0.856
True,0.0,41.92602727416024,8.771178889870791,0.0,41.926013,8.77119802,0.855
True,0.0,41.99194415175423,8.664507494534458,0.0,41.99192444,8.66453108,0.855
True,0.0,42.11376175632529,8.690502455374544,0.0,42.11373209,8.69051738,0.854
True,0.0,41.96916312190309,8.633717927444499,0.0,41.96914168,8.63374607,0.853
True,0.0,42.14521354148281,8.589134070551342,0.0,42.14520129,8.58915295,0.853
True,0.0,42.063607824431415,8.734764219777695,0.0,42.06359805,8.73480353,0.853
True,0.0,41.95181820675983,8.606468284010695,0.0,41.95179359,8.60648284,0.852
True,0.0,42.11095875811957,8.690564330132569,0.0,42.11095794,8.69057567,0.852
True,0.0,41.93244972744697,8.747603772679648,0.0,41.93244078,8.74763419,0.851
True,0.0,41.93178620017346,8.745206698720636,0.0,41.93177346,8.74523159,0.851
True,0.0,41.933029370495554,8.749195099789722,0.0,41.9330122,8.74922038,0.85
True,0.0,42.11163656872131,8.700136355198735,0.0,42.11163123,8.70014112,0.849
True,0.0,41.92542165106181,8.773508130761742,0.0,41.92540808,8.773544,0.849
True,0.0,42.11317423858526,8.689813583068556,0.0,42.11316514,8.68984383,0.849
True,0.0,42.11403715339118,8.69060145498738,0.0,42.11402582,8.69064809,0.848
True,0.0,42.04286181882358,8.732866727198317,0.0,42.04283717,8.73288274,0.847
True,0.0,42.04232265906102,8.736051214744572,0.0,42.04230242,8.73608904,0.846
True,0.0,42.11033602280347,8.698168737893603,0.0,42.11033512,8.69818679,0.845
True,0.0,42.110573183166046,8.688683337488666,0.0,42.11056909,8.68870804,0.844
True,0.0,41.92384413958305,8.776401119448025,0.0,41.92383121,8.77643834,0.844
True,0.0,42.10850144266432,8.691091296821728,0.0,42.10847075,8.69111277,0.843
True,0.0,42.04280055089915,8.737822207818654,0.0,42.04277966,8.73785404,0.843
True,0.0,41.993205224931074,8.666289487565521,0.0,41.99319985,8.66630807,0.843
True,0.0,42.04352350864288,8.735523216809442,0.0,42.04350422,8.73553622,0.841
True,0.0,41.95138053524912,8.606402284268801,0.0,41.95137017,8.60643354,0.841
True,0.0,41.93160548497193,8.75092025970974,0.0,41.93159719,8.75094791,0.84
True,0.0,41.927125974362575,8.771203639774,0.0,41.92709672,8.77121566,0.839
True,0.0,42.11393311464027,8.691096453051566,0.0,42.11392055,8.6910916,0.839
True,0.0,41.93750029038444,8.62212397278541,0.0,41.93746402,8.62211052,0.839
True,0.0,42.04187948264853,8.738109581694808,0.0,42.04186923,8.73814314,0.838
True,0.0,41.93287729994659,8.745331364899767,0.0,41.93286293,8.7453461,0.838
True,0.0,42.04149553007787,8.737324459765224,0.0,42.04148649,8.73733057,0.837
True,0.0,41.99278827643479,8.6657862395336,0.0,41.99277922,8.66580764,0.837
True,0.0,41.93162730721214,8.747026274938092,0.0,41.93161901,8.74703206,0.837
True,0.0,41.92682726072419,8.770859891118311,0.0,41.92680534,8.77088217,0.837
True,0.0,41.99284346095142,8.665318741361872,0.0,41.99282548,8.66533453,0.835
True,0.0,41.93166072250294,8.74500869949496,0.0,41.93161864,8.74502377,0.835
True,0.0,41.932277879319045,8.746456110501185,0.0,41.93225627,8.74646897,0.834
True,0.0,42.11732040623027,8.597033414658947,0.0,42.11729745,8.59706473,0.834
True,0.0,42.11009886155356,8.69039933077784,0.0,42.11008439,8.69040626,0.834
True,0.0,41.93289980368298,8.746074778659139,0.0,41.93288116,8.74608525,0.834
True,0.0,41.93161366831288,8.747499273088318,0.0,41.93160282,8.74751545,0.834
True,0.0,41.92615821893915,8.769603146033111,0.0,41.92615979,8.76963595,0.833
True,0.0,41.92191772215118,8.780482103488369,0.0,41.92190448,8.78050377,0.833
True,0.0,41.92744684805846,8.741765545511425,0.0,41.92742865,8.74179076,0.833
True,0.0,41.932175588546905,8.747413106758625,0.0,41.93217055,8.74744645,0.833
True,0.0,41.9936957490769,8.665541490490755,0.0,41.99368467,8.66556091,0.832
True,0.0,42.113376198422685,8.690048707149042,0.0,42.11335423,8.69008655,0.831
True,0.0,41.92283438900028,8.781527099401666,0.0,41.92280762,8.78155572,0.831
True,0.0,41.926970479766446,8.77144288883836,0.0,41.92694929,8.77145919,0.831
True,0.0,42.04277195918087,8.736903711410667,0.0,42.04275367,8.736931,0.831
True,0.0,42.04239822339432,8.738350205753788,0.0,42.04238247,8.738379,0.83
True,0.0,42.04158028576508,8.738571579888047,0.0,42.04155439,8.738591,0.829
True,0.0,41.99263089810607,8.666349987328923,0.0,41.99260436,8.66636193,0.829
True,0.0,42.11265097601285,8.688768930903931,0.0,42.11263238,8.68880416,0.828
True,0.0,42.11404021335185,8.694648064162092,0.0,42.11401737,8.69466181,0.826
True,0.0,42.06437750153368,8.734513970756355,0.0,42.06436439,8.7345406,0.823
True,0.0,41.90621085118602,8.678600845668802,0.0,41.90620482,8.67859917,0.823
True,0.0,41.93135793841197,8.744752033832045,0.0,41.93134613,8.74479238,0.822
True,0.0,41.9690486225015,8.634916922755544,0.0,41.96903437,8.63493201,0.822
True,0.0,41.93291753389392,8.74636994417149,0.0,41.9328907,8.74638965,0.822
True,0.0,42.0430211151506,8.737085210700869,0.0,42.04300063,8.73709233,0.822
True,0.0,42.04249421039083,8.737943207345454,0.0,42.04248088,8.73796746,0.821
True,0.0,42.041930539996464,8.737756208076762,0.0,42.04192135,8.73778792,0.821
True,0.0,41.92747378985034,8.771112890128899,0.0,41.92745698,8.77128967,0.821
True,0.0,42.06396408196888,8.734911344202327,0.0,42.06395083,8.73494731,0.82
True,0.0,42.06261151766876,8.7357624658738,0.0,42.06259361,8.73579691,0.82
True,0.0,42.04208166950586,8.737327209754469,0.0,42.04207409,8.73734908,0.82
True,0.0,41.93205147552308,8.746511110286097,0.0,41.93203593,8.74652801,0.819
True,0.0,42.11095263790055,8.688963836391704,0.0,42.1109303,8.68898225,0.819
True,0.0,41.93236925893677,8.746721942794919,0.0,41.93235925,8.74673348,0.818
True,0.0,41.92631780752506,8.770562892279795,0.0,41.92630694,8.77059033,0.817
True,0.0,41.99263294198296,8.666558986511578,0.0,41.99260557,8.66656994,0.817
True,0.0,41.9260886545588,8.773002132740569,0.0,41.92607749,8.77304228,0.816
True,0.0,41.93214899291925,8.745346031509076,0.0,41.93214961,8.74536519,0.816
True,0.0,42.079384340049685,8.713637427399375,0.0,42.07936932,8.71366327,0.815
True,0.0,41.91094764607873,8.724132417606027,0.0,41.91094538,8.72416015,0.815
True,0.0,42.11351083795677,8.688893711665946,0.0,42.1134975,8.68893276,0.815
True,0.0,42.08056458868514,8.681850301710996,0.0,42.08053793,8.68188882,0.815
True,0.0,41.93204465611918,8.747198607597475,0.0,41.93204566,8.74722175,0.815
True,0.0,42.06412230458943,8.73659296262593,0.0,42.06409521,8.73660682,0.815
True,0.0,42.04189377871008,8.739554701043302,0.0,42.04186548,8.73956271,0.813
True,0.0,41.932532241661285,8.745457864405061,0.0,41.93251811,8.7454771,0.812
True,0.0,42.04318041107826,8.735171218186021,0.0,42.04317237,8.73519396,0.812
True,0.0,41.92745912386974,8.744471534929012,0.0,41.92745533,8.74450773,0.812
True,0.0,42.11160290786924,8.6997774816022,0.0,42.11158384,8.6997954,0.811
True,0.0,42.11336089845752,8.691859575067186,0.0,42.11333941,8.69187002,0.811
True,0.0,41.92763507690523,8.74241179298412,0.0,41.92761466,8.74243995,0.811
True,0.0,41.93142135952303,8.746443277218042,0.0,41.93141037,8.74646768,0.811
True,0.0,41.93258816032439,8.744788700355318,0.0,41.93256442,8.74481821,0.81
True,0.0,41.932621575111895,8.746905275411287,0.0,41.93262458,8.74693497,0.81
True,0.0,42.13188339113107,8.614783220243824,0.0,42.13187085,8.61481719,0.809
True,0.0,42.04309259414188,8.73893595346307,0.0,42.04307029,8.73896236,0.809
True,0.0,41.93138862605424,8.74740027347548,0.0,41.93136615,8.74744241,0.808
True,0.0,41.99325018980183,8.665783489544356,0.0,41.99322113,8.66578818,0.808
True,0.0,41.93297208835824,8.747469939869701,0.0,41.93295544,8.74750234,0.806
True,0.0,42.11599855788143,8.630445783991398,0.0,42.11600092,8.63047811,0.806
True,0.0,42.11224399102551,8.690194112830396,0.0,42.11223257,8.69023378,0.805
True,0.0,41.90640425928552,8.679425842442443,0.0,41.90638541,8.67946406,0.805
True,0.0,42.112305191942426,8.689879582810446,0.0,42.11228849,8.68990121,0.805
True,0.0,42.11109034268597,8.690320956084344,0.0,42.11107163,8.69034759,0.804
True,0.0,41.93136680373238,8.747123441224765,0.0,41.93135236,8.74714279,0.804
True,0.0,42.04353167760994,8.735017218788276,0.0,42.04350675,8.73505033,0.804
True,0.0,41.93270204330375,8.746060112049829,0.0,41.93269355,8.74607871,0.803
True,0.0,41.92824102319175,8.751015968722673,0.0,41.92822548,8.75104798,0.802
True,0.0,41.90700289968957,8.646755970206272,0.0,41.90699046,8.64678666,0.802
True,0.0,41.92676178905493,8.770312643258455,0.0,41.92673722,8.77033889,0.801
True,0.0,41.93101491776169,8.746705442859447,0.0,41.93098682,8.74672215,0.801
True,0.0,42.0425513940645,8.736238214013264,0.0,42.04253519,8.73625917,0.8
True,0.0,42.1133058185524,8.688918461569154,0.0,42.11329483,8.68895017,0.799
True,0.0,41.91723289878573,8.755195952375855,0.0,41.91720049,8.75533693,0.797
True,0.0,41.90734980155987,8.688888555436101,0.0,41.90734212,8.68892937,0.796
True,0.0,41.93037660802335,8.747589106070338,0.0,41.93035071,8.74761093,0.793
True,0.0,41.92646716571177,8.771286139451366,0.0,41.92646426,8.77131492,0.791
True,0.0,42.11357509763359,8.69048595543907,0.0,42.11356544,8.6905085,0.789
True,0.0,41.99278827643479,8.665560740415472,0.0,41.99277584,8.66560737,0.788
True,0.0,41.92739399705312,8.755701950397029,0.0,41.92739503,8.75572689,0.785
True,0.0,41.9255188375882,8.741624755449246,0.0,41.92548239,8.74167156,0.784
True,0.0,42.05742557018107,8.73484671945506,0.0,42.05741269,8.73486221,0.784
True,0.0,42.04213476897788,8.736898211432175,0.0,42.04211887,8.73692048,0.782
True,0.0,41.93185371251366,8.746655943053028,0.0,41.93186128,8.74666661,0.782
True,0.0,41.93036706060699,8.745572447290296,0.0,41.93035181,8.74560248,0.78
True,0.0,42.1013248018125,8.706802329129758,0.0,42.10130861,8.70682603,0.779
True,0.0,41.9929456543744,8.665491990684336,0.0,41.99293143,8.66553408,0.778
True,0.0,41.93302391505609,8.745841946236352,0.0,41.93301364,8.74586962,0.777
True,0.0,41.99281484676359,8.666305987500994,0.0,41.99283313,8.66629328,0.777
True,1.0,42.10791081590863,8.696469244539903,1.0,42.10799662,8.69654839,0.777
True,0.0,42.04315590403846,8.735831215604934,0.0,42.04314058,8.73584961,0.776
True,0.0,41.9316689058368,8.744081036456139,0.0,41.93166,8.7441104,0.776
True,0.0,42.04298026997662,8.737486709130707,0.0,42.04296719,8.73751008,0.773
True,0.0,41.948142899851504,8.593364585255816,0.0,41.94812686,8.59339537,0.773
True,0.0,42.11171001051833,8.698911234989879,0.0,42.11169522,8.69893648,0.771
True,0.0,41.9324026738389,8.74607569532222,0.0,41.93237418,8.74609341,0.77
True,0.0,41.93083079060806,8.745917112609067,0.0,41.93080602,8.74594289,0.767
True,0.0,42.13158971694788,8.604771884395696,0.0,42.13157822,8.60479803,0.766
True,0.0,42.06474702489092,8.734667970154103,0.0,42.06471919,8.73469298,0.765
True,0.0,41.93144522766673,8.745001366190307,0.0,41.93142899,8.74502546,0.765
True,0.0,41.92786252256319,8.755253702150013,0.0,41.92784353,8.75528259,0.762
True,0.0,42.11143307329752,8.690543705213226,0.0,42.11141698,8.69057759,0.759
True,0.0,41.90674502451142,8.679211343281295,0.0,41.90673358,8.67923044,0.759
True,0.0,42.113370078437065,8.689582583971934,0.0,42.1133494,8.68962647,0.758
True,0.0,42.11281009725221,8.689500084294572,0.0,42.11281111,8.68950576,0.755
True,0.0,41.930420253337104,8.74807310417755,0.0,41.93040141,8.74809041,0.755
True,0.0,41.93194168303147,8.746292027809535,0.0,41.93191809,8.74632988,0.755
True,0.0,42.110616024943376,8.690341581003684,0.0,42.11060246,8.69037473,0.755
True,0.0,41.93170095721768,8.747183940988165,0.0,41.93168764,8.74720403,0.754
True,0.0,42.06472252617138,8.73500896882054,0.0,42.06470012,8.73503718,0.754
True,0.0,41.95157482904769,8.60666078325788,0.0,41.95155718,8.60667177,0.754
True,0.0,41.93241358482357,8.745885029401197,0.0,41.93238188,8.74592114,0.754
True,0.0,41.90603586240064,8.678980344184676,0.0,41.90602552,8.67897739,0.753
True,0.0,41.99323792665841,8.665357241211309,0.0,41.99321426,8.66541389,0.752
True,0.0,42.11262802580115,8.690342612249651,0.0,42.11261011,8.69036641,0.752
True,0.0,41.92748367548522,8.74286554120963,0.0,41.92746399,8.74289048,0.752
True,0.0,41.99359560070425,8.66574498969492,0.0,41.99358761,8.66578501,0.751
True,0.0,42.069672096306114,8.718430658654226,0.0,42.06964353,8.71847081,0.749
True,0.0,41.93220082028592,8.745936362533781,0.0,41.93217405,8.74594775,0.748
True,0.0,41.99254301133757,8.666187737963439,0.0,41.99252878,8.66622032,0.748
True,0.0,42.04230223625281,8.737657208463926,0.0,42.04228264,8.73769184,0.746
True,1.0,42.04057035823613,8.736264338911097,0.0,42.0406215,8.73623276,0.746
True,0.0,41.922539747520695,8.742837500706514,0.0,41.92250654,8.74291464,0.744
True,0.0,41.92895096155755,8.747658231853894,0.0,41.9289385,8.74769198,0.741
True,0.0,41.93274636895929,8.745214032025292,0.0,41.93274368,8.7452288,0.741
True,0.0,42.04215110726802,8.739419951570273,0.0,42.04214702,8.73943151,0.74
True,0.0,41.90549554312421,8.679359842700551,0.0,41.90546872,8.67940078,0.74
True,0.0,41.9315222876127,8.746639443117555,0.0,41.93149743,8.74665218,0.739
True,1.0,42.11702666453545,8.596109418272471,1.0,42.11708983,8.59624181,0.738
True,0.0,41.92603545821679,8.770073394194094,0.0,41.92602728,8.77010428,0.738
True,0.0,41.92695820386114,8.77113764003211,0.0,41.92694901,8.77116424,0.738
True,0.0,42.04129436251221,8.737472959184482,0.0,42.04127199,8.73752146,0.737
True,1.0,41.91176700737518,8.740128761299681,1.0,41.91200789,8.74059588,0.737
True,0.0,42.04216131869723,8.737965207259421,0.0,42.04215996,8.7379882,0.736
True,1.0,42.13157748049405,8.563922169148878,1.0,42.13229458,8.56380019,0.735
True,0.0,42.11291413784654,8.689107179581127,0.0,42.11289362,8.68912077,0.734
True,0.0,41.99376319585131,8.666080488382866,0.0,41.99374593,8.66610412,0.733
True,0.0,41.929730108316114,8.74751393969763,0.0,41.92970121,8.74752653,0.73
True,0.0,42.11142848316765,8.698465736732112,0.0,42.1114147,8.69851207,0.729
True,1.0,42.06305250783649,8.713330803598508,1.0,42.06314923,8.71344323,0.727
True,0.0,42.11248879433862,8.689830083004027,0.0,42.11248149,8.68983678,0.725
True,0.0,41.99335033871797,8.666030988576447,0.0,41.99334683,8.66604942,0.724
True,0.0,41.933032098215065,8.746151778358012,0.0,41.93301352,8.7461705,0.724
True,0.0,41.99348727677684,8.66533799128659,0.0,41.99346638,8.6653497,0.722
True,0.0,42.11209098847469,8.690378705858498,0.0,42.11207427,8.69041067,0.722
True,0.0,42.06463065588888,8.735283967745087,0.0,42.06460343,8.73529859,0.719
True,0.0,41.91208344225233,8.724161292493104,0.0,41.91210441,8.72417943,0.718
True,0.0,41.99337282110606,8.665178491910353,0.0,41.99335946,8.66523426,0.715
True,0.0,42.10930015714081,8.69115317157975,0.0,42.10929119,8.69117032,0.714
True,1.0,42.07272493837155,8.700746852811239,1.0,42.07259339,8.70092705,0.714
True,0.0,41.90607884214675,8.677268475879373,0.0,41.90606502,8.67728745,0.712
True,0.0,42.04357660690996,8.73750320906618,0.0,42.04357428,8.73754416,0.711
True,0.0,42.11381989580551,8.68902158616586,0.0,42.11380536,8.68907346,0.71
True,0.0,41.92082097843922,8.742777000943114,0.0,41.92073993,8.7427814,0.709
True,0.0,42.06174381973931,8.730551236253635,0.0,42.06173276,8.73058771,0.709
True,0.0,42.04251463313732,8.738996453226472,0.0,42.04249427,8.73901538,0.709
True,1.0,42.054223954949954,8.731843731199007,1.0,42.05452722,8.7318081,0.709
True,0.0,42.11086848482884,8.699451607876613,0.0,42.11083153,8.69946426,0.707
True,0.0,41.90567053339054,8.676913727266706,0.0,41.90565457,8.67693445,0.706
True,1.0,41.91549556959749,8.74684973501572,1.0,41.91516206,8.74681515,0.705
True,0.0,41.93174801134335,8.745767696526721,0.0,41.93174208,8.74577064,0.699
True,0.0,42.042919002166414,8.734940219089403,0.0,42.04291746,8.73498754,0.698
True,0.0,41.90538502270893,8.632264901877274,0.0,41.90538644,8.63227801,0.698
True,0.0,41.96973970504789,8.634163425702273,0.0,41.96972537,8.63418798,0.697
True,1.0,42.04546769317977,8.732404729005085,1.0,42.04541385,8.73252441,0.695
True,0.0,41.9929374789066,8.666006238673239,0.0,41.99293041,8.66601813,0.694
True,1.0,42.061713194889904,8.699118859177926,1.0,42.06198057,8.69866764,0.692
True,0.0,42.04197138584525,8.739188952473652,0.0,42.04196974,8.73923487,0.691
True,0.0,41.93271090843732,8.744198369330615,0.0,41.93268823,8.74423172,0.69
True,0.0,41.926117298724606,8.770868141086048,0.0,41.92609598,8.77088019,0.688
True,0.0,42.04309667865324,8.740302698118068,0.0,42.0430755,8.74032372,0.687
True,0.0,42.064595949303104,8.736383963443274,0.0,42.06457995,8.73642058,0.687
True,0.0,42.04312322797069,8.737745208119781,0.0,42.04309318,8.73775595,0.687
True,0.0,42.10621235079104,8.683480701584891,0.0,42.10619526,8.68348118,0.686
True,0.0,41.92876648424952,8.745211282036056,0.0,41.92874999,8.74523967,0.684
True,1.0,42.122864525332986,8.577043742833633,1.0,42.12290964,8.57699891,0.684
True,1.0,41.93652041828276,8.587828856904597,1.0,41.93665155,8.58786084,0.682
True,0.0,42.11362405734361,8.689137085714169,0.0,42.11361134,8.68914394,0.68
True,1.0,42.12451053352751,8.574354253351565,1.0,42.12482114,8.5736586,0.68
True,1.0,41.92991662872702,8.745480240371446,1.0,41.9298765,8.74552964,0.677
True,0.0,41.995449341982905,8.650818048070512,0.0,41.99542349,8.65086752,0.677
True,0.0,42.07789636885297,8.713979801060434,0.0,42.07787568,8.71400877,0.677
True,0.0,41.92720985944784,8.770969890688132,0.0,41.92728732,8.77104677,0.675
True,0.0,41.90808350815559,8.688822555694212,0.0,41.90806283,8.68885876,0.673
True,1.0,42.12334181092158,8.573785005577752,1.0,42.12362472,8.57318832,0.673
True,0.0,42.064422416089705,8.736427963271202,0.0,42.06441492,8.73642649,0.67
True,0.0,41.93298572696704,8.746698109554792,0.0,41.93296429,8.74672042,0.668
True,1.0,42.047481250160125,8.72339576423693,1.0,42.04747277,8.72354875,0.659
True,0.0,42.12979093286506,8.616870462081135,0.0,42.12976762,8.61689005,0.657
True,0.0,41.93255065390945,8.747301273862641,0.0,41.93253632,8.74731036,0.655
True,0.0,41.93048129173943,8.743838496791874,0.0,41.93045958,8.74383869,0.654
True,0.0,42.04815106024276,8.725040257805718,0.0,42.04813647,8.72511511,0.654
True,0.0,41.93088671076278,8.746899775432798,0.0,41.93086748,8.74691927,0.65
True,0.0,42.01132962450056,8.629395631848308,0.0,42.0113302,8.62942846,0.648
True,0.0,41.90638890945776,8.662113285147594,0.0,41.90634857,8.66211933,0.648
True,0.0,42.086575708975445,8.70895350821703,0.0,42.08655064,8.7089754,0.645
True,0.0,41.932899803682986,8.745656780293825,0.0,41.93286821,8.74567493,0.644
True,0.0,42.04226751746378,8.739045953032887,0.0,42.0422448,8.73906184,0.643
True,0.0,42.04203061227936,8.740088198956922,0.0,42.04200021,8.74010565,0.641
True,0.0,41.90614638168931,8.678188347281981,0.0,41.90610791,8.67823625,0.639
True,0.0,41.932918215825005,8.744825366878594,0.0,41.93290356,8.7448449,0.639
True,0.0,41.932724547101934,8.745662280272313,0.0,41.93270693,8.74567325,0.631
True,0.0,41.93272932063388,8.746305777755762,0.0,41.93272798,8.74631538,0.628
True,1.0,42.12321331130911,8.575335999512196,1.0,42.12322623,8.57528947,0.624
True,0.0,41.93233993564085,8.744711700656445,0.0,41.93234168,8.74475415,0.619
True,1.0,42.07238659149584,8.571267734172197,1.0,42.0719908,8.57135526,0.613
True,0.0,42.04186110199325,8.735908215303807,0.0,42.04184933,8.73592737,0.613
True,0.0,41.91202818777103,8.723625044590237,0.0,41.91200217,8.72366106,0.609
True,1.0,41.90985966741331,8.735368529915704,0.0,41.90980187,8.73535769,0.609
True,1.0,41.91993088339787,8.743269249018061,0.0,41.91990945,8.74337067,0.607
True,0.0,42.04139647810736,8.738429955441903,0.0,42.0413708,8.7384548,0.607
True,0.0,41.93203988253598,8.745683363523193,0.0,41.93202873,8.74569207,0.605
True,0.0,41.93316984790019,8.74737460690919,0.0,41.93315478,8.74742713,0.602
False,0.0,41.93278455719169,8.744678700785498,,,,
False,0.0,41.932108076547394,8.744594367781968,,,,
False,0.0,41.93190622206212,8.744796033659973,,,,
False,0.0,41.93192258866581,8.74428636898647,,,,
False,0.0,41.931475233320455,8.744594367781968,,,,
False,0.0,41.93167163361452,8.745617363781301,,,,
False,0.0,41.93127064903776,8.745855696182577,,,,
False,0.0,41.93216535946064,8.74622969471997,,,,
False,0.0,41.9325336055317,8.745082032541507,,,,
False,0.0,41.93232902464358,8.745221365329947,,,,
False,0.0,41.93255883712912,8.746294777798779,,,,
False,0.0,41.93309892730738,8.74656427674484,,,,
False,0.0,41.93304300909209,8.74687227554034,,,,
False,0.0,41.93318894189249,8.746938275282233,,,,
False,0.0,41.9322015022247,8.746837442343232,,,,
False,0.0,41.932348800824776,8.747128941203256,,,,
False,0.0,41.931714596098274,8.746804442472286,,,,
False,0.0,41.93116631080096,8.746265444580164,,,,
False,0.0,41.93038751935458,8.746399277390115,,,,
False,0.0,41.93190826788784,8.746885108823488,,,,
False,0.0,41.93279615004346,8.74590977930441,,,,
False,0.0,41.93237062281067,8.746263611254,,,,
False,0.0,41.92720337731332,8.742582292317342,,,,
False,0.0,41.92765144460479,8.743385289177033,,,,
False,1.0,41.93022351141906,8.744347244802295,,,,
False,1.0,41.92886912468482,8.746701235596458,,,,
False,0.0,41.920797447350765,8.774806125685624,,,,
False,0.0,41.92484262089942,8.773868379352905,,,,
False,0.0,41.92354950276626,8.775188374190753,,,,
False,0.0,41.92524773796095,8.776200370233102,,,,
False,0.0,41.92634849759197,8.773541130632688,,,,
False,0.0,41.92697457173436,8.772122136182004,,,,
False,0.0,41.92636281961814,8.769578396129901,,,,
False,0.0,41.92608456253407,8.770381392989592,,,,
False,0.0,41.92590042114937,8.770678391828108,,,,
False,0.0,41.926772019007686,8.771338389247031,,,,
False,0.0,41.92705231907481,8.770942390795678,,,,
False,0.0,41.92617970204128,8.745752489306769,,,,
False,0.0,41.93122189289587,8.743412248458835,,,,
False,1.0,41.90623310849588,8.60316554692683,,,,
False,0.0,41.96794246589885,8.635941293749486,,,,
False,0.0,41.99252870417773,8.665923738995874,,,,
False,0.0,41.99264929299574,8.665918239017385,,,,
False,0.0,41.99271060925626,8.666426987027794,,,,
False,0.0,41.99287616286463,8.666487486791198,,,,
False,0.0,41.99286185577967,8.666190487952685,,,,
