class_id,latitude,longitude,length,breadth,heading,date
1,41.60831942,9.38541103,50.1,15.9,43.0,20210103
1,41.6097918,9.32871952,52.3,14.8,15.0,20210103
1,41.37340476,9.23319627,81.9,22.8,134.0,20210116
1,41.53955836,9.40473126,73.4,18.5,175.0,20210119
1,41.30683509,9.21610429,42.2,12.4,160.0,20210119
0,41.68126066,9.37707364,4.8,4.2,82.0,20210106
0,41.61728289,9.35254628,7.9,4.9,79.0,20210106
0,41.62164743,9.41357711,99.0,57.0,132.0,20210116
0,41.34882872,9.24746221,65.1,26.0,22.0,20210116
0,41.62477662,9.31026062,9.2,4.7,79.0,20210116
0,41.41152578,9.22112026,15.7,4.4,71.0,20210116
0,41.32639255,9.24185789,34.5,6.8,80.0,20210116
0,41.62446138,9.31011305,7.5,4.7,72.0,20210116
0,41.46092052,9.27494851,39.0,28.2,171.0,20210116
0,41.58492385,9.29498166,8.4,3.6,81.0,20210116
0,41.59673167,9.28715305,18.4,5.4,170.0,20210116
0,41.61982675,9.30597966,5.8,4.1,79.0,20210116
0,41.62523507,9.30968027,8.0,4.1,78.0,20210116
0,41.60748446,9.29221642,6.2,5.5,86.0,20210116
0,41.62541776,9.31228547,4.8,4.3,83.0,20210116
0,41.40894986,9.21683253,7.4,6.6,78.0,20210119
0,41.47353114,9.07595644,6.6,3.6,76.0,20210119
0,41.47327354,9.0756954,9.3,3.5,83.0,20210119
0,41.61983729,9.30597997,6.8,3.9,74.0,20210119
0,41.60774557,9.29239554,9.2,4.6,63.0,20210119
0,41.47311093,9.07593506,7.9,3.6,80.0,20210119
0,41.47320108,9.07510304,8.1,3.6,85.0,20210119
0,41.62503328,9.31033966,12.9,5.2,73.0,20210119
0,41.61959962,9.30648832,6.5,4.4,75.0,20210119
0,41.4239459,9.09854402,35.3,9.5,2.0,20210119
0,41.6254363,9.30979653,9.9,3.9,80.0,20210119
0,41.47319175,9.07539227,8.1,3.3,84.0,20210119
0,41.33029671,9.1478824,18.1,10.4,124.0,20210119
0,41.58490832,9.29499761,10.7,3.7,78.0,20210119
0,41.62219501,9.30591887,7.7,3.9,63.0,20210119
0,41.47329912,9.07650639,10.4,4.2,70.0,20210123
0,41.47330172,9.07523106,5.6,5.0,76.0,20210123
0,41.4732181,9.0754375,5.1,4.1,81.0,20210123
0,41.47122834,9.06386394,11.5,4.6,153.0,20210123
0,41.47307543,9.07602526,6.0,5.4,80.0,20210123
0,41.39163699,9.15602771,5.3,4.2,170.0,20210123
0,41.47070211,9.06292338,12.6,4.4,69.0,20210123
0,41.44862175,9.06618975,52.1,24.8,45.0,20210125
0,41.40894621,9.21681874,10.8,4.6,9.0,20210125
0,41.62449551,9.31030425,7.6,4.6,83.0,20210125
0,41.6253106,9.31000286,7.6,5.0,89.0,20210125
0,41.6248644,9.31055909,7.9,5.9,89.0,20210125
0,41.6254085,9.31228568,5.0,4.2,83.0,20210125
0,41.39163452,9.15603432,5.2,4.4,170.0,20210125
0,41.40829241,9.22574843,5.4,4.1,172.0,20210125
0,41.40551761,9.22390925,5.6,4.5,68.0,20210125
