class_id,latitude,longitude,length,breadth,heading,date
1,41.3453424,9.22556927,58.3,15.2,156.0,20180106
1,41.50527982,9.31429156,104.5,18.9,62.0,20180123
1,41.60931497,9.32398383,175.8,23.6,5.0,20180123
1,41.33612757,9.26477782,189.7,29.2,84.0,20180123
1,41.45413676,9.05584689,71.4,18.1,83.0,20180128
1,41.60435887,9.33464775,58.9,14.7,165.0,20180128
1,41.60744464,9.38845219,76.0,18.0,81.0,20180128
1,41.36875873,9.22215601,35.0,10.9,74.0,20180128
1,41.38361622,9.14316588,126.1,25.9,48.0,20180128
0,41.7367107,9.49402336,176.8,31.6,81.0,20180102
0,41.36667915,9.25069786,142.1,43.2,45.0,20180102
0,41.62235543,9.30505884,7.8,3.9,82.0,20180102
0,41.62183227,9.30511389,6.6,4.1,87.0,20180102
0,41.62229352,9.30447681,7.8,4.1,87.0,20180102
0,41.62466271,9.31032961,6.7,4.6,87.0,20180102
0,41.62049533,9.30674639,12.1,4.9,63.0,20180102
0,41.62025856,9.30653641,6.3,4.4,72.0,20180102
0,41.61004463,9.29651105,8.4,3.6,160.0,20180102
0,41.62012216,9.3066663,6.1,4.3,71.0,20180102
0,41.62013181,9.30590046,6.5,4.8,86.0,20180102
0,41.58970494,9.29785705,8.1,4.5,148.0,20180102
0,41.61936599,9.30686175,5.9,4.2,176.0,20180102
0,41.60768791,9.29266146,5.7,5.5,85.0,20180102
0,41.62613422,9.35462726,6.2,4.5,166.0,20180102
0,41.62436585,9.3078308,20.4,7.7,38.0,20180102
0,41.61976046,9.30590103,7.9,3.7,82.0,20180102
0,41.5915218,9.30499747,6.4,3.6,83.0,20180102
0,41.62501107,9.31038402,9.2,5.3,81.0,20180102
0,41.62035833,9.30686284,11.3,3.5,68.0,20180102
0,41.58277886,9.35591232,6.0,3.8,79.0,20180102
0,41.60934876,9.29403781,6.1,4.7,65.0,20180102
0,41.33708955,9.30313792,11.0,4.6,80.0,20180106
0,41.40830714,9.22541892,8.9,3.6,64.0,20180106
0,41.6076901,9.29245013,8.4,3.9,64.0,20180106
0,41.61998036,9.30620484,8.3,4.4,73.0,20180106
0,41.62014861,9.30659749,8.3,4.4,64.0,20180106
0,41.62046062,9.30672043,14.1,5.3,56.0,20180106
0,41.40725688,9.22451575,9.2,4.3,63.0,20180106
0,41.62505801,9.3102504,11.9,4.8,70.0,20180106
0,41.5360598,9.29412507,10.9,3.9,73.0,20180106
0,41.619693,9.30587772,8.1,3.8,81.0,20180106
0,41.60449873,9.3350405,6.6,5.2,83.0,20180106
0,41.42088188,9.22555969,7.9,5.0,89.0,20180106
0,41.39054519,9.15620429,6.5,3.6,84.0,20180106
0,41.42393809,9.09847883,37.5,13.4,1.0,20180106
0,41.42453476,9.10021406,6.5,4.0,67.0,20180106
0,41.528047,9.40265436,10.0,3.8,68.0,20180106
0,41.36593015,9.31542364,60.2,27.5,165.0,20180109
0,41.68353548,9.40214992,166.2,32.8,13.0,20180109
0,41.46100315,9.27484098,49.1,25.1,174.0,20180109
0,41.44304695,9.10730385,10.4,4.3,88.0,20180109
0,41.4210049,9.22573693,8.1,3.1,77.0,20180109
0,41.44492352,9.10653163,4.8,4.2,171.0,20180109
0,41.41032608,9.09584907,5.4,3.9,77.0,20180109
0,41.4260906,9.23018922,13.3,10.5,180.0,20180109
0,41.40833939,9.22567545,7.2,3.6,80.0,20180109
0,41.46207786,9.06621107,11.7,4.3,123.0,20180109
0,41.75020558,9.50360896,9.7,4.2,88.0,20180109
0,41.61926824,9.30610853,7.5,4.5,71.0,20180113
