class_id,latitude,longitude,length,breadth,heading,date
1,41.48928392,9.29220808,70.2,15.6,85.0,20220703
1,41.67134546,9.40011993,43.3,14.9,69.0,20220703
1,41.5648842,9.35598832,67.2,20.8,68.0,20220703
1,41.55221868,9.34910717,101.8,30.1,67.0,20220703
1,41.49981054,9.29086229,44.5,16.8,173.0,20220703
1,41.59340539,9.37412312,43.6,16.6,78.0,20220703
1,41.51873044,9.30806285,54.7,16.4,59.0,20220703
1,41.57787865,9.35730919,63.6,19.4,46.0,20220703
1,41.52046294,9.2960428,45.9,13.7,54.0,20220703
1,41.52726688,9.29895862,56.3,15.6,54.0,20220703
1,41.36699559,9.22378029,46.4,16.4,74.0,20220703
1,41.57240401,9.37031282,52.9,17.2,75.0,20220703
1,41.49629351,9.29142734,54.3,15.0,81.0,20220703
1,41.55494201,9.33940871,81.5,19.6,31.0,20220703
1,41.4898578,9.32125378,104.0,21.1,71.0,20220703
1,41.4563271,9.27537783,101.7,19.7,44.0,20220703
1,41.46915236,9.27550249,70.1,19.3,14.0,20220703
1,41.58230643,9.37830877,54.3,17.4,102.0,20220703
1,41.42382757,9.26742741,63.9,17.8,79.0,20220703
1,41.37783817,9.27558044,72.4,17.9,88.0,20220703
1,41.51379757,9.2895959,47.5,11.8,77.0,20220703
1,41.62506605,9.36100785,50.4,15.3,118.0,20220703
1,41.58035126,9.36054623,49.3,17.4,53.0,20220703
1,41.578167,9.36121099,56.3,16.0,29.0,20220703
1,41.37550816,9.23483594,55.4,16.2,59.0,20220703
1,41.37306036,9.27261295,43.2,13.7,58.0,20220703
1,41.43895252,9.24784984,69.3,16.4,56.0,20220703
1,41.56277473,9.3814397,44.3,19.9,91.0,20220703
1,41.58658237,9.37061998,56.2,15.0,70.0,20220703
1,41.57993474,9.3732289,57.8,14.0,75.0,20220703
1,41.43644335,9.23582955,73.2,20.0,39.0,20220703
1,41.48275212,9.2958305,58.9,17.8,63.0,20220703
1,41.60710917,9.34178722,43.2,13.8,171.0,20220703
1,41.51430714,9.29652124,55.5,15.2,43.0,20220703
1,41.518908,9.29085555,57.6,14.0,105.0,20220703
1,41.61088772,9.32487647,57.3,13.5,6.0,20220703
1,41.43853815,9.23508424,56.3,16.0,35.0,20220703
1,41.48220401,9.29038322,66.6,17.7,97.0,20220703
1,41.62034117,9.36622061,45.2,13.6,53.0,20220703
1,41.62938079,9.37021426,82.7,19.1,36.0,20220703
1,41.68925193,9.40079038,53.4,15.9,56.0,20220703
1,41.51615817,9.29047222,49.9,12.1,78.0,20220703
1,41.37101723,9.23321469,36.7,11.0,86.0,20220703
1,41.53797742,9.33590064,78.2,18.5,18.0,20220703
1,41.6239487,9.36027847,43.7,14.0,102.0,20220703
1,41.53821827,9.32066562,54.7,17.4,40.0,20220703
1,41.42445612,9.26931101,56.1,12.8,99.0,20220703
1,41.55702389,9.3426771,85.7,21.4,31.0,20220703
1,41.51692778,9.30817826,56.0,13.4,61.0,20220703
1,41.56629123,9.35564611,38.9,14.0,61.0,20220703
1,41.56636991,9.37835467,47.6,13.2,107.0,20220703
1,41.44512944,9.26286585,159.9,21.9,44.0,20220703
1,41.54232568,9.32736914,49.7,16.2,29.0,20220703
1,41.35263751,9.22867346,102.7,22.9,169.0,20220703
1,41.5492374,9.32558128,73.8,18.4,26.0,20220703
1,41.52694837,9.28081324,46.4,13.6,152.0,20220703
1,41.42551655,9.23227156,99.7,26.8,54.0,20220703
1,41.6030496,9.35319269,52.1,13.4,165.0,20220703
1,41.6047993,9.3714965,93.4,28.3,122.0,20220703
1,41.67301286,9.39942172,54.1,11.4,107.0,20220703
1,41.56453455,9.37832618,44.3,15.3,109.0,20220703
1,41.59536934,9.29822728,97.9,22.7,35.0,20220703
1,41.41914337,9.2713351,88.1,23.0,91.0,20220703
1,41.59722228,9.29989585,146.6,23.8,43.0,20220703
1,41.51203292,9.28435639,23.8,7.7,77.0,20220703
1,41.33630935,9.30768726,61.0,18.6,162.0,20220703
1,41.34928225,9.27410671,60.9,16.8,81.0,20220703
1,41.45287935,9.26201718,70.8,15.1,34.0,20220703
1,41.53858715,9.32027714,39.2,10.7,39.0,20220703
1,41.34933232,9.2247011,66.1,21.1,135.0,20220703
1,41.37066844,9.3947696,167.2,28.2,107.0,20220703
1,41.60759647,9.3578238,65.8,15.5,165.0,20220703
1,41.67680811,9.39853155,48.7,12.8,93.0,20220703
1,41.5572364,9.34317002,60.7,22.3,37.0,20220703
1,41.35979939,9.23075843,63.3,16.6,111.0,20220703
1,41.48183739,9.28774024,39.5,13.4,75.0,20220703
1,41.59872016,9.30509133,55.0,13.0,45.0,20220703
1,41.67776067,9.38389515,26.6,8.4,55.0,20220703
1,41.52965631,9.31504055,55.9,16.3,50.0,20220703
1,41.61527248,9.36377862,40.2,12.3,106.0,20220703
1,41.32552607,9.22702001,146.2,30.3,150.0,20220703
1,41.42382894,9.26858379,148.1,22.2,98.0,20220703
1,41.44785028,9.26343321,93.5,24.6,40.0,20220703
1,41.35664185,9.24744375,63.3,18.3,33.0,20220703
1,41.61528812,9.34507747,32.3,9.7,176.0,20220703
1,41.62516722,9.37265714,32.6,12.7,52.0,20220703
