class_id,latitude,longitude,length,breadth,heading,date
1,41.77784538,9.41412886,58.1,20.9,96.0,20190106
1,41.44620964,9.05488788,48.9,11.3,86.0,20190111
1,41.55933128,9.39344736,58.0,19.4,147.0,20190120
1,41.60779741,9.33541661,74.0,25.8,178.0,20190120
1,41.33304333,9.16243747,200.5,39.3,107.0,20190120
1,41.38272781,9.2747585,73.4,17.6,8.0,20190126
1,41.51235998,9.39163356,108.0,18.0,63.0,20190129
1,41.53675376,9.48932669,182.2,40.7,143.0,20190129
1,41.35569367,9.20958092,105.0,19.4,160.0,20190129
0,41.33613792,9.24711149,148.7,45.3,35.0,20190102
0,41.30895673,9.22754864,154.0,38.7,45.0,20190102
0,41.60757718,9.29218585,12.4,4.6,85.0,20190102
0,41.58514476,9.29495147,15.0,5.0,75.0,20190102
0,41.61993539,9.30578931,6.3,6.0,88.0,20190102
0,41.62237425,9.30432761,6.2,4.3,73.0,20190102
0,41.6217679,9.30502953,9.1,4.8,83.0,20190102
0,41.40723271,9.22454386,9.8,3.8,64.0,20190102
0,41.625501,9.30971249,23.5,5.5,88.0,20190102
0,41.63048287,9.34796144,10.2,4.8,169.0,20190102
0,41.61983262,9.30592128,5.9,3.8,77.0,20190102
0,41.33613586,9.24700697,137.9,37.5,30.0,20190106
0,41.62181743,9.3050643,10.3,4.3,81.0,20190106
0,41.62557589,9.30975417,17.7,4.7,88.0,20190106
0,41.62501802,9.31025431,11.6,5.2,85.0,20190106
0,41.61985507,9.30592725,6.3,3.7,74.0,20190106
0,41.61967297,9.30682248,7.8,7.4,78.0,20190106
0,41.60766898,9.29246917,10.7,4.1,57.0,20190106
0,41.62009757,9.30593982,5.7,2.8,75.0,20190106
0,41.62224779,9.30444239,6.5,3.6,78.0,20190106
0,41.62001641,9.30615204,7.4,3.6,75.0,20190106
0,41.62015837,9.30660495,7.3,4.5,67.0,20190106
0,41.61957537,9.30615719,6.5,4.8,79.0,20190106
0,41.62046371,9.30670537,15.8,5.9,63.0,20190106
0,41.67427313,9.38002659,25.8,7.6,80.0,20190106
0,41.58516646,9.29495086,8.8,3.9,72.0,20190106
0,41.62245193,9.30442089,7.7,4.2,76.0,20190106
0,41.61935817,9.30684135,5.6,4.7,170.0,20190106
0,41.62459676,9.31007983,11.3,4.5,84.0,20190106
0,41.62027308,9.30632455,9.5,4.5,73.0,20190106
0,41.62005543,9.30670438,6.6,5.9,78.0,20190106
0,41.52226234,9.28025011,54.0,21.2,122.0,20190111
0,41.4239259,9.09848089,42.5,19.5,179.0,20190111
0,41.60747395,9.29220742,9.8,4.3,71.0,20190111
0,41.63040967,9.34791054,7.1,4.7,165.0,20190111
0,41.62172129,9.30504018,8.2,4.0,80.0,20190111
0,41.61983603,9.30592594,6.8,4.0,82.0,20190111
0,41.62518503,9.30955365,17.2,5.0,52.0,20190111
0,41.62476658,9.31016855,13.2,4.9,72.0,20190111
0,41.46097816,9.27494141,35.9,17.5,25.0,20190111
0,41.62231835,9.30430289,4.6,4.4,72.0,20190111
0,41.6244789,9.31006344,10.2,4.8,74.0,20190111
0,41.33615007,9.24706682,141.3,48.5,42.0,20190112
0,41.67926231,9.46952101,124.6,20.7,99.0,20190112
0,41.42009585,9.10551663,71.7,22.7,166.0,20190112
0,41.6129339,9.37015501,61.8,20.1,104.0,20190112
0,41.47123275,9.06525162,101.0,21.7,154.0,20190112
0,41.62256709,9.31550879,74.9,32.5,115.0,20190112
