detect_id,scene_id,lat,lon,detect_timestamp,speed_kn_inferred,heading_deg_inferred,length_m_inferred,presence_score,nonvessel_score,cloud_score,likely_infrastructure,potential_ice,matching_score,matching_score_secondary,matching_confidence,mmsi,ais_lat_before,ais_lat_after,ais_lon_before,ais_lon_after,ais_speed_kn_before,ais_speed_kn_after,ais_course_before,ais_course_after,ais_timestamp_before,ais_timestamp_after,ais_length_m,month,geometry
S2A_MSIL1C_20220302T101941_N0400_R065_T32TNL_20220302T123226;9.159824000;41.3747810,S2A_MSIL1C_20220302T101941_N0400_R065_T32TNL_20220302T123226,41.374781,9.159824,2022-03-02 10:29:29.087 UTC,0.35,187.4484513367007,23.6,0.807,0.0523300506,0.0552005018200835,False,False,0.0004108437725946,,0.5689893285761228,232005659.0,,41.388325,,9.16389,,0.1,,355.0,,2022-03-02 10:42:43.82 UTC,23.166015813261765,03,POINT (9.159824 41.374781)
S2B_MSIL1C_20220324T100649_N0400_R022_T32TNM_20220324T124139;9.423464000;41.6258700,S2B_MSIL1C_20220324T100649_N0400_R022_T32TNM_20220324T124139,41.62587,9.423464,2022-03-24 10:19:12.854 UTC,0.44,33.804509912718565,25.2,0.885,0.0349983014,0.0015017150260114,False,False,0.0,,,,,,,,,,,,,,,03,POINT (9.423464 41.62587)
S2A_MSIL1C_20220302T101941_N0400_R065_T32TNL_20220302T123226;9.171643000;41.3671980,S2A_MSIL1C_20220302T101941_N0400_R065_T32TNL_20220302T123226,41.367198,9.171643,2022-03-02 10:29:29.087 UTC,0.55,118.6022635920804,24.4,0.848,0.0523002744,0.0282368154288186,False,False,0.0,,,,,,,,,,,,,,,03,POINT (9.171643 41.367198)
S2B_MSIL1C_20220307T101759_N0400_R065_T32TNM_20220307T122828;9.288372000;41.5899890,S2B_MSIL1C_20220307T101759_N0400_R065_T32TNM_20220307T122828,41.589989,9.288372,2022-03-07 10:29:09.1 UTC,0.96,225.26366581533503,25.6,0.769,0.5479159355,0.0415934550861731,False,False,3.960982822910338e-06,,0.0791615026203231,227371980.0,,41.468671666666665,,9.279518333333332,,4.0,,54.0,,2022-03-07 12:21:55 UTC,16.204987866603698,03,POINT (9.288372 41.589989)
S2A_MSIL1C_20220309T100841_N0400_R022_T32TNM_20220309T122754;9.414438000;41.7159750,S2A_MSIL1C_20220309T100841_N0400_R022_T32TNM_20220309T122754,41.715975,9.414438,2022-03-09 10:19:19.298 UTC,0.95,182.2918311805233,19.3,0.336,0.138236016,0.1024027936872267,False,False,0.0,,,,,,,,,,,,,,,03,POINT (9.414438 41.715975)
S2A_MSIL1C_20220302T101941_N0400_R065_T32TNL_20220302T123226;9.089878000;41.3825130,S2A_MSIL1C_20220302T101941_N0400_R065_T32TNL_20220302T123226,41.382513,9.089878,2022-03-02 10:29:29.087 UTC,5.79,56.14986392282068,28.8,0.931,0.0448596179,0.0002113064692849,False,False,4.817086683482419e-05,,0.1417603161740044,113171072.0,43.427416666666666,,9.731583333333331,,16.9,,192.7,,2022-03-02 02:59:05 UTC,,,03,POINT (9.089878 41.382513)
S2B_MSIL1C_20220307T101759_N0400_R065_T32TNM_20220307T122828;9.288517000;41.5954840,S2B_MSIL1C_20220307T101759_N0400_R065_T32TNM_20220307T122828,41.595484,9.288517,2022-03-07 10:29:09.1 UTC,0.39,1.7188733853924696,25.1,0.786,0.7477949262,0.0415934550861731,False,False,0.0,,,,,,,,,,,,,,,03,POINT (9.288517 41.595484)
S2A_MSIL1C_20220302T101941_N0400_R065_T32TNM_20220302T123226;9.386449000;41.5988890,S2A_MSIL1C_20220302T101941_N0400_R065_T32TNM_20220302T123226,41.598889,9.386449,2022-03-02 10:29:14.99 UTC,10.3,314.0721240606126,60.0,0.907,0.0182094835,0.000388494338233,False,False,0.0759151274473921,0.0516824371685164,0.9999124973688484,228200800.0,41.59099833333333,41.60259166666666,9.39467166666667,9.378873333333331,11.8,11.7,326.8,292.1,2022-03-02 10:26:21 UTC,2022-03-02 10:31:31 UTC,78.17337234180776,03,POINT (9.386449 41.598889)
S2A_MSIL1C_20220302T101941_N0400_R065_T32TNM_20220302T123226;9.309419000;41.6256030,S2A_MSIL1C_20220302T101941_N0400_R065_T32TNM_20220302T123226,41.625603,9.309419,2022-03-02 10:29:14.99 UTC,1.26,307.19663051904274,24.9,0.449,0.403714031,0.0606148395655191,False,False,0.0,,,,,,,,,,,,,,,03,POINT (9.309419 41.625603)
S2B_MSIL1C_20220307T101759_N0400_R065_T32TNM_20220307T122828;9.291252000;41.5901620,S2B_MSIL1C_20220307T101759_N0400_R065_T32TNM_20220307T122828,41.590162,9.291252,2022-03-07 10:29:09.1 UTC,0.31,354.7521275149011,25.3,0.804,0.0569842719,0.0415934550861731,False,False,0.0,,,,,,,,,,,,,,,03,POINT (9.291252 41.590162)
S2B_MSIL1C_20220324T100649_N0400_R022_T32TNM_20220324T124139;9.378094000;41.5654100,S2B_MSIL1C_20220324T100649_N0400_R022_T32TNM_20220324T124139,41.56541,9.378094,2022-03-24 10:19:12.854 UTC,6.59,169.02254956359286,28.9,0.811,0.0429027863,0.0081548164605344,False,False,4.258759392840582e-06,,0.113279782251068,247279400.0,41.199686666666665,41.21337333333334,9.393945,9.409638333333332,9.0,0.0,37.5,326.0,2022-03-24 04:38:24 UTC,2022-03-24 18:47:38 UTC,30.03854921583867,03,POINT (9.378094 41.56541)
S2B_MSIL1C_20220307T101759_N0400_R065_T32TNM_20220307T122828;9.287900000;41.5917020,S2B_MSIL1C_20220307T101759_N0400_R065_T32TNM_20220307T122828,41.591702,9.2879,2022-03-07 10:29:09.1 UTC,0.29,194.8969026734014,17.9,0.402,0.8143671751,0.0415934550861731,False,False,0.0004796769494296,,0.7659037788001666,228095270.0,,41.603975,,9.351345,,5.199999809265137,,95.5999984741211,,2022-03-07 14:51:04 UTC,16.685630790416663,03,POINT (9.2879 41.591702)
S2B_MSIL1C_20220307T101759_N0400_R065_T32TNM_20220307T122828;9.370208000;41.6126340,S2B_MSIL1C_20220307T101759_N0400_R065_T32TNM_20220307T122828,41.612634,9.370208,2022-03-07 10:29:09.1 UTC,3.89,174.75212751490108,72.30000000000001,0.642,0.1990677118,0.0079810309896452,True,False,0.0,,,,,,,,,,,,,,,03,POINT (9.370208 41.612634)
