detect_id,scene_id,lat,lon,detect_timestamp,speed_kn_inferred,heading_deg_inferred,length_m_inferred,presence_score,nonvessel_score,cloud_score,likely_infrastructure,potential_ice,matching_score,matching_score_secondary,matching_confidence,mmsi,ais_lat_before,ais_lat_after,ais_lon_before,ais_lon_after,ais_speed_kn_before,ais_speed_kn_after,ais_course_before,ais_course_after,ais_timestamp_before,ais_timestamp_after,ais_length_m,month,geometry
S2B_MSIL1C_20221229T101329_N0509_R022_T32TNL_20221229T105025;9.186998000;41.3429430,S2B_MSIL1C_20221229T101329_N0509_R022_T32TNL_20221229T105025,41.342943,9.186998,2022-12-29 10:19:29.021 UTC,6.2,243.02535746439057,41.0,0.928,0.0418270864,0.1497481785941976,False,False,0.0,,,,,,,,,,,,,,,12,POINT (9.186998 41.342943)
S2A_MSIL1C_20221207T102411_N0509_R065_T32TNM_20221207T122032;9.310715000;41.6204660,S2A_MSIL1C_20221207T102411_N0509_R065_T32TNM_20221207T122032,41.620466,9.310715,2022-12-07 10:29:12.008 UTC,4.7,9.167324722093172,27.6,0.65,0.7183510661,0.1525795363367084,False,False,0.0,,,,,,,,,,,,,,,12,POINT (9.310715 41.620466)
S2B_MSIL1C_20221229T101329_N0509_R022_T32TNL_20221229T105025;9.127203000;41.3877030,S2B_MSIL1C_20221229T101329_N0509_R022_T32TNL_20221229T105025,41.387703,9.127203,2022-12-29 10:19:29.021 UTC,4.98,96.82986737710912,28.6,0.869,0.0297538806,0.0433341559696516,False,False,0.0001595635666158,,0.4934631580642943,227159740.0,41.38828333333333,41.388301666666656,9.163696666666665,9.16367666666667,0.0,0.0,0.0,244.8280735857213,2022-12-29 08:24:27 UTC,2022-12-29 11:33:15 UTC,17.14420130264545,12,POINT (9.127203 41.387703)
S2A_MSIL1C_20221217T102431_N0509_R065_T32TNM_20221217T123225;9.310715000;41.6204660,S2A_MSIL1C_20221217T102431_N0509_R065_T32TNM_20221217T123225,41.620466,9.310715,2022-12-17 10:29:10.695 UTC,2.12,2.8647889756541165,23.0,0.712,0.6926620007,0.0407008997111813,False,False,2.152577715827366e-06,,0.0635036399428473,227648180.0,41.681483333333325,41.67736833333333,8.894613333333334,8.898568333333333,18.5,0.1000000014901161,94.9000015258789,154.39999389648438,2022-12-17 05:43:52 UTC,2022-12-17 16:37:41 UTC,18.368528979329,12,POINT (9.310715 41.620466)
S2B_MSIL1C_20221209T101319_N0509_R022_T32TNM_20221209T104630;9.342217000;41.6077660,S2B_MSIL1C_20221209T101319_N0509_R022_T32TNM_20221209T104630,41.607766,9.342217,2022-12-09 10:19:11.586 UTC,1.21,267.66254265501595,178.9,0.828,0.1995927691,0.9942732701872764,False,False,0.0016231438537686,0.0241127581831833,0.9984042734261304,247356500.0,41.608,41.60766666666667,9.3695,9.318833333333334,11.699999809265137,9.399999618530272,269.0,250.0,2022-12-09 10:10:28 UTC,2022-12-09 10:26:04 UTC,107.7213580998437,12,POINT (9.342217 41.607766)
S2B_MSIL1C_20221229T101329_N0509_R022_T32TNL_20221229T105025;9.136852000;41.3120270,S2B_MSIL1C_20221229T101329_N0509_R022_T32TNL_20221229T105025,41.312027,9.136852,2022-12-29 10:19:29.021 UTC,1.18,110.58085446024889,23.4,0.827,0.1805907041,0.709055381595898,False,False,0.0,,,,,,,,,,,,,,,12,POINT (9.136852 41.312027)
S2A_MSIL1C_20221227T102431_N0509_R065_T32TNM_20221227T122017;9.402640000;41.6554890,S2A_MSIL1C_20221227T102431_N0509_R065_T32TNM_20221227T122017,41.655489,9.40264,2022-12-27 10:29:09.981 UTC,16.3,2.8647889756541165,92.7,0.925,0.0312039722,0.0097692537781673,False,False,0.0,,,,,,,,,,,,,,,12,POINT (9.40264 41.655489)
S2B_MSIL1C_20221219T101339_N0509_R022_T32TNM_20221219T104633;9.304230000;41.5942720,S2B_MSIL1C_20221219T101339_N0509_R022_T32TNM_20221219T104633,41.594272,9.30423,2022-12-19 10:19:14.099 UTC,0.17,303.18592595312697,66.0,0.828,0.2091867477,0.2130145725747632,False,False,0.0003497556884492,0.0076749339744697,0.4988196605684479,247036100.0,41.60703333333333,41.59056,9.330293333333332,9.294816666666666,12.300000190734863,5.400000095367432,274.8999938964844,217.8999938964844,2022-12-19 10:12:45 UTC,2022-12-19 10:26:04 UTC,114.41440488389937,12,POINT (9.30423 41.594272)
S2A_MSIL1C_20221204T101411_N0400_R022_T32TNL_20221204T122044;9.138252000;41.3528300,S2A_MSIL1C_20221204T101411_N0400_R022_T32TNL_20221204T122044,41.35283,9.138252,2022-12-04 10:19:30.39 UTC,1.51,321.52057539731334,24.2,0.54,0.0426874273,0.0132924345534621,False,False,0.0003408219078041,,0.304538896501189,232005659.0,,41.38831666666666,,9.163375,,0.0,,178.1,,2022-12-04 19:01:23 UTC,23.166015813261765,12,POINT (9.138252 41.35283)
S2A_MSIL1C_20221217T102431_N0509_R065_T32TNM_20221217T123225;9.412231000;41.7093180,S2A_MSIL1C_20221217T102431_N0509_R065_T32TNM_20221217T123225,41.709318,9.412231,2022-12-17 10:29:10.695 UTC,1.03,90.52733163067008,23.5,0.75,0.088771984,0.0002548119240012,False,False,1.7653854742556226e-06,,0.0959762947201213,227476070.0,,41.677386666666656,,8.904776666666665,,0.0,,65.0999984741211,,2022-12-17 19:13:04 UTC,15.966610803683334,12,POINT (9.412231 41.709318)
S2A_MSIL1C_20221217T102431_N0509_R065_T32TNL_20221217T123225;9.415415000;41.3811680,S2A_MSIL1C_20221217T102431_N0509_R065_T32TNL_20221217T123225,41.381168,9.415415,2022-12-17 10:29:24.823 UTC,3.21,51.566201561774086,203.8,0.932,0.0338186808,0.0012354956974289,False,False,0.0023453216722953,0.0719037980190739,0.961856845956198,257535000.0,41.359255,41.37985,9.377038333333331,9.445915,15.899999618530272,13.100000381469728,52.5,107.09999847412108,2022-12-17 10:19:52 UTC,2022-12-17 10:37:24 UTC,149.14252510053885,12,POINT (9.415415 41.381168)
S2B_MSIL1C_20221229T101329_N0509_R022_T32TNM_20221229T105025;9.310715000;41.6204660,S2B_MSIL1C_20221229T101329_N0509_R022_T32TNM_20221229T105025,41.620466,9.310715,2022-12-29 10:19:14.332 UTC,1.92,5.156620156177409,24.6,0.715,0.7646145821,0.1209101871050286,False,False,9.15205712045743e-05,,0.1935608931396794,227609040.0,41.58792833333334,41.59020666666667,9.291406666666669,9.286298333333333,9.5,7.800000190734862,27.5,81.80000305175781,2022-12-29 06:36:43 UTC,2022-12-29 15:59:07 UTC,16.623468287229723,12,POINT (9.310715 41.620466)
