detect_id,scene_id,lat,lon,detect_timestamp,speed_kn_inferred,heading_deg_inferred,length_m_inferred,presence_score,nonvessel_score,cloud_score,likely_infrastructure,potential_ice,matching_score,matching_score_secondary,matching_confidence,mmsi,ais_lat_before,ais_lat_after,ais_lon_before,ais_lon_after,ais_speed_kn_before,ais_speed_kn_after,ais_course_before,ais_course_after,ais_timestamp_before,ais_timestamp_after,ais_length_m,month,geometry
S2B_MSIL1C_20220722T100559_N0400_R022_T32TNM_20220722T121536;9.411805000;41.7367010,S2B_MSIL1C_20220722T100559_N0400_R022_T32TNM_20220722T121536,41.736701,9.411805,2022-07-22 10:19:20.268 UTC,5.31,2.8647889756541165,27.9,0.941,0.0308972243,0.0073270119421048,False,False,0.0,,,,,,,,,,,,,,,07,POINT (9.411805 41.736701)
S2B_MSIL1C_20220705T101559_N0400_R065_T32TNL_20220705T123007;9.288672000;41.4956810,S2B_MSIL1C_20220705T101559_N0400_R065_T32TNL_20220705T123007,41.495681,9.288672,2022-07-05 10:29:30.618 UTC,7.45,112.29972784564136,31.3,0.72,0.1569006741,0.1444688860009047,False,False,0.0,,,,,,,,,,,,,,,07,POINT (9.288672 41.495681)
S2A_MSIL1C_20220710T101611_N0400_R065_T32TNM_20220710T140211;9.400414000;41.7806950,S2A_MSIL1C_20220710T101611_N0400_R065_T32TNM_20220710T140211,41.780695,9.400414,2022-07-10 10:29:24.403 UTC,1.91,140.9476176021825,30.3,0.778,0.3957821727,0.0601295043075884,False,False,0.0,,,,,,,,,,,,,,,07,POINT (9.400414 41.780695)
S2B_MSIL1C_20220715T101559_N0400_R065_T32TNL_20220715T122556;9.280920000;41.3370770,S2B_MSIL1C_20220715T101559_N0400_R065_T32TNL_20220715T122556,41.337077,9.28092,2022-07-15 10:29:30.038 UTC,14.62,212.65859432245688,39.5,0.771,0.0250391625,0.0368430650772495,False,False,0.0,,,,,,,,,,,,,,,07,POINT (9.28092 41.337077)
S2A_MSIL1C_20220707T100611_N0400_R022_T32TNL_20220707T153341;9.269905000;41.3904290,S2A_MSIL1C_20220707T100611_N0400_R022_T32TNL_20220707T153341,41.390429,9.269905,2022-07-07 10:19:43.007 UTC,25.16,21.772396214971284,37.3,0.912,0.0194931459,0.0170118627345887,False,False,0.0,,,,,,,,,,,,,,,07,POINT (9.269905 41.390429)
S2A_MSIL1C_20220727T100601_N0400_R022_T32TNM_20220727T135018;9.377770000;41.6744880,S2A_MSIL1C_20220727T100601_N0400_R022_T32TNM_20220727T135018,41.674488,9.37777,2022-07-27 10:19:24.929 UTC,0.16,196.04281826366304,23.3,0.906,0.0277640782,0.0500670339501419,False,False,0.0,,,,,,,,,,,,,,,07,POINT (9.37777 41.674488)
S2A_MSIL1C_20220720T101611_N0400_R065_T32TNL_20220720T140828;9.151457000;41.3764140,S2A_MSIL1C_20220720T101611_N0400_R065_T32TNL_20220720T140828,41.376414,9.151457,2022-07-20 10:29:37.106 UTC,2.1,175.3250853100319,35.9,0.522,0.061953146,0.0132345341205661,False,False,0.0,,,,,,,,,,,,,,,07,POINT (9.151457 41.376414)
S2A_MSIL1C_20220717T100611_N0400_R022_T32TNL_20220717T135129;9.269076000;41.3633180,S2A_MSIL1C_20220717T100611_N0400_R022_T32TNL_20220717T135129,41.363318,9.269076,2022-07-17 10:19:42.089 UTC,0.73,45.26366581533504,26.0,0.48,0.5008127093,0.0244327644830637,False,False,0.0,,,,,,,,,,,,,,,07,POINT (9.269076 41.363318)
S2B_MSIL1C_20220702T100559_N0400_R022_T32TNL_20220702T121750;9.291480000;41.4272170,S2B_MSIL1C_20220702T100559_N0400_R022_T32TNL_20220702T121750,41.427217,9.29148,2022-07-02 10:19:35.106 UTC,12.51,4.010704565915763,41.5,0.881,0.0203672331,0.0067186937337792,False,False,0.0,,,,,,,,,,,,,,,07,POINT (9.29148 41.427217)
S2B_MSIL1C_20220722T100559_N0400_R022_T32TNM_20220722T121536;9.351347000;41.6316080,S2B_MSIL1C_20220722T100559_N0400_R022_T32TNM_20220722T121536,41.631608,9.351347,2022-07-22 10:19:20.268 UTC,0.76,142.09353319244417,26.9,0.686,0.0673607588,0.0564891379431652,False,False,0.0,,,,,,,,,,,,,,,07,POINT (9.351347 41.631608)
S2B_MSIL1C_20220715T101559_N0400_R065_T32TNL_20220715T122556;9.235393000;41.3727600,S2B_MSIL1C_20220715T101559_N0400_R065_T32TNL_20220715T122556,41.37276,9.235393,2022-07-15 10:29:30.038 UTC,11.92,29.220847551671984,31.6,0.916,0.0444474593,0.0343956064583957,False,False,0.0,,,,,,,,,,,,,,,07,POINT (9.235393 41.37276)
