detect_id,scene_id,lat,lon,detect_timestamp,speed_kn_inferred,heading_deg_inferred,length_m_inferred,presence_score,nonvessel_score,cloud_score,likely_infrastructure,potential_ice,matching_score,matching_score_secondary,matching_confidence,mmsi,ais_lat_before,ais_lat_after,ais_lon_before,ais_lon_after,ais_speed_kn_before,ais_speed_kn_after,ais_course_before,ais_course_after,ais_timestamp_before,ais_timestamp_after,ais_length_m,month,geometry
S2B_MSIL1C_20220503T100549_N0400_R022_T32TNM_20220503T123309;9.358871000;41.6243790,S2B_MSIL1C_20220503T100549_N0400_R022_T32TNM_20220503T123309,41.624379,9.358871,2022-05-03 10:19:10.045 UTC,10.58,150.6879001194065,26.8,0.861,0.1645907462,0.6526144358880173,False,False,0.0,,,,,,,,,,,,,,,05,POINT (9.358871 41.624379)
S2A_MSIL1C_20220531T101611_N0400_R065_T32TNL_20220531T140242;9.238998000;41.3120400,S2A_MSIL1C_20220531T101611_N0400_R065_T32TNL_20220531T140242,41.31204,9.238998,2022-05-31 10:29:33.399 UTC,2.04,318.65578642165923,26.7,0.805,0.1459251642,0.1530283757454865,False,False,0.0,,,,,,,,,,,,,,,05,POINT (9.238998 41.31204)
S2B_MSIL1C_20220523T100559_N0400_R022_T32TNL_20220523T121553;9.170211000;41.3683710,S2B_MSIL1C_20220523T100559_N0400_R022_T32TNL_20220523T121553,41.368371,9.170211,2022-05-23 10:19:30.063 UTC,6.99,123.75888374825784,32.2,0.868,0.3046239316,0.0761393516409299,False,False,0.0002782190037949,,0.3335376050388898,319486000.0,41.38878666666666,41.388928333333325,9.160363333333331,9.160308333333331,0.3000000119209289,0.0,230.0,219.5,2022-05-23 10:00:28 UTC,2022-05-23 11:12:29 UTC,31.884843230365664,05,POINT (9.170211 41.368371)
S2A_MSIL1C_20220518T100601_N0400_R022_T32TNM_20220518T134946;9.371673000;41.5961450,S2A_MSIL1C_20220518T100601_N0400_R022_T32TNM_20220518T134946,41.596145,9.371673,2022-05-18 10:19:20.853 UTC,0.13,359.3357898759476,25.1,0.324,0.0924636945,0.0022980292364708,False,False,6.69751043063308e-05,,0.0176981100844132,232449560.0,,42.831383333333335,,10.356916666666669,,14.699999809265137,,30.0,,2022-05-18 15:58:03 UTC,,05,POINT (9.371673 41.596145)
S2A_MSIL1C_20220518T100601_N0400_R022_T32TNL_20220518T134946;9.146901000;41.3183200,S2A_MSIL1C_20220518T100601_N0400_R022_T32TNL_20220518T134946,41.31832,9.146901,2022-05-18 10:19:35.546 UTC,1.53,186.30253574643905,27.0,0.709,0.0284249913,0.004392946861919,False,False,0.0,,,,,,,,,,,,,,,05,POINT (9.146901 41.31832)
S2B_MSIL1C_20220526T101559_N0400_R065_T32TNM_20220526T122527;9.309064000;41.6015550,S2B_MSIL1C_20220526T101559_N0400_R065_T32TNM_20220526T122527,41.601555,9.309064,2022-05-26 10:29:11.627 UTC,12.26,48.12845479098915,31.5,0.848,0.3205895722,0.7982618796200714,False,False,0.0003498423789539,,0.4856892651862206,227133280.0,41.59105,41.590866666666656,9.284608333333333,9.284541666666666,0.5,0.3000000119209289,14.6,228.0,2022-05-26 05:50:07 UTC,2022-05-26 14:43:46 UTC,19.272340753134944,05,POINT (9.309064 41.601555)
S2A_MSIL1C_20220528T100601_N0400_R022_T32TNM_20220528T135104;9.313060000;41.6089300,S2A_MSIL1C_20220528T100601_N0400_R022_T32TNM_20220528T135104,41.60893,9.31306,2022-05-28 10:19:22.845 UTC,0.52,294.0186012310338,95.7,0.874,0.1908045858,0.1080663055557415,False,False,7.013040932746084,,0.9999893285495522,228200800.0,41.60903833333333,41.608886666666656,9.312883333333332,9.312798333333332,0.0,0.0,291.6,291.6000061035156,2022-05-28 10:06:47 UTC,2022-05-28 10:24:47 UTC,78.17337234180776,05,POINT (9.31306 41.60893)
S2B_MSIL1C_20220523T100559_N0400_R022_T32TNM_20220523T121553;9.383010000;41.6261930,S2B_MSIL1C_20220523T100559_N0400_R022_T32TNM_20220523T121553,41.626193,9.38301,2022-05-23 10:19:15.366 UTC,12.31,192.0321136977473,32.1,0.909,0.0269370005,0.0131313785666315,False,False,0.0,,,,,,,,,,,,,,,05,POINT (9.38301 41.626193)
S2B_MSIL1C_20220523T100559_N0400_R022_T32TNL_20220523T121553;9.122594000;41.3540190,S2B_MSIL1C_20220523T100559_N0400_R022_T32TNL_20220523T121553,41.354019,9.122594,2022-05-23 10:19:30.063 UTC,3.22,237.8687373082132,25.9,0.899,0.0150019946,0.0126881203555013,False,False,0.0001206286945686,,0.0884370447228823,227403810.0,41.38840833333333,41.38845,9.158508333333332,9.158596666666666,0.2000000029802322,0.1000000014901161,93.0999984741211,245.9368291389811,2022-05-23 09:44:37 UTC,2022-05-23 12:10:18 UTC,24.22238324028235,05,POINT (9.122594 41.354019)
S2A_MSIL1C_20220521T101601_N0400_R065_T32TNL_20220521T154108;9.177148000;41.3691710,S2A_MSIL1C_20220521T101601_N0400_R065_T32TNL_20220521T154108,41.369171,9.177148,2022-05-21 10:29:32.071 UTC,2.12,272.24620501606256,33.2,0.584,0.8957511187,0.1675042529077321,False,False,0.0,,,,,,,,,,,,,,,05,POINT (9.177148 41.369171)
