detect_id,scene_id,lat,lon,detect_timestamp,speed_kn_inferred,heading_deg_inferred,length_m_inferred,presence_score,nonvessel_score,cloud_score,likely_infrastructure,potential_ice,matching_score,matching_score_secondary,matching_confidence,mmsi,ais_lat_before,ais_lat_after,ais_lon_before,ais_lon_after,ais_speed_kn_before,ais_speed_kn_after,ais_course_before,ais_course_after,ais_timestamp_before,ais_timestamp_after,ais_length_m,month,geometry
S2B_MSIL1C_20220615T101559_N0400_R065_T32TNM_20220615T122549;9.390056000;41.6598560,S2B_MSIL1C_20220615T101559_N0400_R065_T32TNM_20220615T122549,41.659856,9.390056,2022-06-15 10:29:15.094 UTC,9.55,345.5848027928079,36.9,0.929,0.1229693219,0.3021246125885233,False,False,0.0001773733683564,,0.1806592994603237,227295210.0,,41.680211666666665,,9.378126666666665,,0.3,,350.7,,2022-06-15 18:55:58 UTC,,06,POINT (9.390056 41.659856)
S2B_MSIL1C_20220612T100559_N0400_R022_T32TNL_20220612T121713;9.255235000;41.4011820,S2B_MSIL1C_20220612T100559_N0400_R022_T32TNL_20220612T121713,41.401182,9.255235,2022-06-12 10:19:32.795 UTC,7.49,215.52338329811104,32.8,0.82,0.0548262745,0.0016313374707415,False,False,0.0006736508067668,,0.2124939925464546,227003350.0,,41.38880666666667,,9.162023333333332,,1.7000000476837158,,262.1000061035156,,2022-06-12 12:10:57 UTC,26.2990091636,06,POINT (9.255235 41.401182)
S2B_MSIL1C_20220602T100559_N0400_R022_T32TNM_20220602T171237;9.287437000;41.5955760,S2B_MSIL1C_20220602T100559_N0400_R022_T32TNM_20220602T171237,41.595576,9.287437,2022-06-02 10:19:14.85 UTC,0.13,97.40282517223993,25.0,0.348,0.8426275849,0.1358654611030594,False,False,0.0088656635783305,,0.1065223132529843,227913440.0,41.59029,41.590293333333335,9.284578333333334,9.284586666666666,0.0,0.0,179.1999969482422,173.00722219750287,2022-06-02 08:45:31 UTC,2022-06-02 10:42:30 UTC,23.360850896641782,06,POINT (9.287437 41.595576)
S2B_MSIL1C_20220612T100559_N0400_R022_T32TNL_20220612T121713;9.241696000;41.2985230,S2B_MSIL1C_20220612T100559_N0400_R022_T32TNL_20220612T121713,41.298523,9.241696,2022-06-12 10:19:32.795 UTC,1.2,6.875493541569878,20.2,0.453,0.1847352087,0.0072377082471584,False,False,0.0001896521450981,,0.1347233238496516,227973010.0,41.24098,,9.195706666666666,,5.199999809265137,,11.399999618530272,,2022-06-12 04:55:41 UTC,,16.0353714484,06,POINT (9.241696 41.298523)
S2A_MSIL1C_20220607T100601_N0400_R022_T32TNL_20220607T134902;9.254921000;41.3208340,S2A_MSIL1C_20220607T100601_N0400_R022_T32TNL_20220607T134902,41.320834,9.254921,2022-06-07 10:19:38.149 UTC,1.72,135.2180396508743,28.8,0.696,0.0209806859,0.0061206727552029,False,False,0.0,,,,,,,,,,,,,,,06,POINT (9.254921 41.320834)
S2B_MSIL1C_20220615T101559_N0400_R065_T32TNL_20220615T122549;9.159490000;41.3849600,S2B_MSIL1C_20220615T101559_N0400_R065_T32TNL_20220615T122549,41.38496,9.15949,2022-06-15 10:29:29.152 UTC,0.64,127.19663051904276,25.1,0.71,0.0643322468,0.1200485986645261,False,False,0.0210514992696735,,0.3646077268405666,244850506.0,41.38893166666666,41.38893166666666,9.159791666666669,9.159768333333334,0.0,0.0,195.8999938964844,195.8999938964844,2022-06-15 09:55:15 UTC,2022-06-15 10:43:16 UTC,33.21725042946903,06,POINT (9.15949 41.38496)
S2A_MSIL1C_20220630T102041_N0400_R065_T32TNL_20220630T153904;9.271548000;41.4115030,S2A_MSIL1C_20220630T102041_N0400_R065_T32TNL_20220630T153904,41.411503,9.271548,2022-06-30 10:29:38.477 UTC,11.18,357.0439586954244,40.2,0.834,0.1384050548,0.0711466903427346,False,False,0.0,,,,,,,,,,,,,,,06,POINT (9.271548 41.411503)
S2A_MSIL1C_20220630T102041_N0400_R065_T32TNM_20220630T153904;9.302693000;41.5992300,S2A_MSIL1C_20220630T102041_N0400_R065_T32TNM_20220630T153904,41.59923,9.302693,2022-06-30 10:29:24.426 UTC,8.8,59.58761069360562,25.4,0.899,0.3308144808,0.0760442621564158,False,False,0.0015889970315684,,0.2387505440726114,227114810.0,,41.615105,,9.35577,,8.2,,54.1,,2022-06-30 10:49:48 UTC,17.796758728354547,06,POINT (9.302693 41.59923)
S2B_MSIL1C_20220612T100559_N0400_R022_T32TNL_20220612T121713;9.289377000;41.4386620,S2B_MSIL1C_20220612T100559_N0400_R022_T32TNL_20220612T121713,41.438662,9.289377,2022-06-12 10:19:32.795 UTC,0.43,53.858032742297375,24.700000000000003,0.816,0.0286910068,0.0021127689911983,False,False,0.0,,,,,,,,,,,,,,,06,POINT (9.289377 41.438662)
S2B_MSIL1C_20220615T101559_N0400_R065_T32TNL_20220615T122549;9.259178000;41.4000020,S2B_MSIL1C_20220615T101559_N0400_R065_T32TNL_20220615T122549,41.400002,9.259178,2022-06-15 10:29:29.152 UTC,19.31,234.43099053742824,34.0,0.912,0.0116401408,0.0846546883026531,False,False,0.0,,,,,,,,,,,,,,,06,POINT (9.259178 41.400002)
