detect_id,scene_id,lat,lon,detect_timestamp,speed_kn_inferred,heading_deg_inferred,length_m_inferred,presence_score,nonvessel_score,cloud_score,likely_infrastructure,potential_ice,matching_score,matching_score_secondary,matching_confidence,mmsi,ais_lat_before,ais_lat_after,ais_lon_before,ais_lon_after,ais_speed_kn_before,ais_speed_kn_after,ais_course_before,ais_course_after,ais_timestamp_before,ais_timestamp_after,ais_length_m,month,geometry
S2A_MSIL1C_20220128T101301_N0400_R022_T32TNM_20220128T121600;9.309403000;41.6223610,S2A_MSIL1C_20220128T101301_N0400_R022_T32TNM_20220128T121600,41.622361,9.309403,2022-01-28 10:19:15.356 UTC,0.23,338.70930925123804,22.3,0.711,0.7102321982,0.0612959938337597,False,False,9.985147551245572e-07,,0.0775865911071375,228046530.0,,41.6763016667,,8.9022916667,,0.1000000015,,270.0000143910629,,2022-01-28 14:12:06 UTC,18.668262712172226,01,POINT (9.309403 41.622361)
S2A_MSIL1C_20220108T101411_N0301_R022_T32TNM_20220108T110602;9.288492000;41.5900790,S2A_MSIL1C_20220108T101411_N0301_R022_T32TNM_20220108T110602,41.590079,9.288492,2022-01-08 10:19:16.668 UTC,0.86,48.12845479098915,24.2,0.742,0.3312158585,0.0700921740321001,False,False,0.0028232539802547,,0.3693992598862502,227784680.0,,41.5910683333,,9.2848616667,,0.0,,277.799987793,,2022-01-08 13:50:33 UTC,18.26372133821363,01,POINT (9.288492 41.590079)
S2B_MSIL1C_20220116T102249_N0301_R065_T32TNM_20220116T111758;9.309403000;41.6222710,S2B_MSIL1C_20220116T102249_N0301_R065_T32TNM_20220116T111758,41.622271,9.309403,2022-01-16 10:29:07.083 UTC,1.41,346.7307183830696,22.0,0.747,0.8206561804,0.0446792105562686,False,False,0.0,,,,,,,,,,,,,,,01,POINT (9.309403 41.622271)
S2A_MSIL1C_20220108T101411_N0301_R022_T32TNM_20220108T110602;9.418817000;41.7423500,S2A_MSIL1C_20220108T101411_N0301_R022_T32TNM_20220108T110602,41.74235,9.418817,2022-01-08 10:19:16.668 UTC,0.81,13.750987083139757,23.9,0.898,0.145985052,0.0011143501500883,False,False,0.0,,,,,,,,,,,,,,,01,POINT (9.418817 41.74235)
S2B_MSIL1C_20220116T102249_N0301_R065_T32TNL_20220116T111758;9.196008000;41.3582410,S2B_MSIL1C_20220116T102249_N0301_R065_T32TNL_20220116T111758,41.358241,9.196008,2022-01-16 10:29:21.229 UTC,3.1,283.1324031235482,27.200000000000003,0.521,0.0456742905,0.0039822414218434,False,False,8.360035635374783e-06,,0.0443506649205202,316047779.0,41.3882316667,41.388245,9.1628366667,9.1628716667,0.1000000015,0.0,118.4722914950886,141.0060444051802,2022-01-16 10:11:45 UTC,2022-01-16 10:53:45 UTC,16.27184157179412,01,POINT (9.196008 41.358241)
S2A_MSIL1C_20220118T101341_N0301_R022_T32TNM_20220118T110530;9.288891000;41.5988150,S2A_MSIL1C_20220118T101341_N0301_R022_T32TNM_20220118T110530,41.598815,9.288891,2022-01-18 10:19:15.54 UTC,0.79,30.939720937064457,21.6,0.388,0.905649066,0.1025981823565499,False,False,0.0028523122418677,,0.7354349520516682,227609040.0,41.5873116667,41.591065,9.2910283333,9.284646666666669,0.1000000015,0.0,185.1000061035,258.9,2022-01-18 07:50:10 UTC,2022-01-18 16:37:43 UTC,16.623468287229723,01,POINT (9.288891 41.598815)
S2A_MSIL1C_20220108T101411_N0301_R022_T32TNM_20220108T110602;9.406396000;41.5459470,S2A_MSIL1C_20220108T101411_N0301_R022_T32TNM_20220108T110602,41.545947,9.406396,2022-01-08 10:19:16.668 UTC,0.04,26.929016371148688,26.9,0.895,0.0435160324,0.0007484662555236,False,False,8.019324681925462e-06,,0.1825020798907385,247279400.0,41.19298,,9.389135,,9.8000001907,,16.7999992371,,2022-01-08 04:35:48 UTC,,30.03854921583867,01,POINT (9.406396 41.545947)
S2B_MSIL1C_20220123T101219_N0301_R022_T32TNL_20220123T105159;9.176658000;41.3647580,S2B_MSIL1C_20220123T101219_N0301_R022_T32TNL_20220123T105159,41.364758,9.176658,2022-01-23 10:19:24.553 UTC,3.98,139.22874421679006,27.1,0.847,0.0333582535,0.1139350809097315,False,False,0.0,,,,,,,,,,,,,,,01,POINT (9.176658 41.364758)
S2B_MSIL1C_20220113T101259_N0301_R022_T32TNL_20220113T105440;9.105085000;41.3935800,S2B_MSIL1C_20220113T101259_N0301_R022_T32TNL_20220113T105440,41.39358,9.105085,2022-01-13 10:19:25.761 UTC,0.29,101.98648753328654,16.5,0.417,0.1456923783,0.0693042953860831,False,False,0.0,,,,,,,,,,,,,,,01,POINT (9.105085 41.39358)
S2A_MSIL1C_20220128T101301_N0400_R022_T32TNM_20220128T121600;9.307732000;41.6243470,S2A_MSIL1C_20220128T101301_N0400_R022_T32TNM_20220128T121600,41.624347,9.307732,2022-01-28 10:19:15.356 UTC,1.15,107.14310768946396,25.5,0.419,0.0968801081,0.0612959938337597,False,False,6.756036259507505e-07,,0.0532174098807641,778437580.0,,43.4132216667,,10.1587166667,,14.0,,33.4000015259,,2022-01-28 18:37:33 UTC,,01,POINT (9.307732 41.624347)
S2A_MSIL1C_20220131T102251_N0400_R065_T32TNL_20220131T122343;9.427021000;41.4003120,S2A_MSIL1C_20220131T102251_N0400_R065_T32TNL_20220131T122343,41.400312,9.427021,2022-01-31 10:29:25.66 UTC,4.41,308.3425461093044,32.1,0.4,0.0448175818,0.0179799301701226,False,False,9.409352734835855e-06,,0.8861663124481491,247279400.0,41.19517,41.21161,9.39043,9.4062716667,9.3999996185,0.1000000015,20.7999992371,273.1000061035,2022-01-31 04:36:26 UTC,2022-01-31 19:12:46 UTC,30.03854921583867,01,POINT (9.427021 41.400312)
