detect_id,scene_id,lat,lon,detect_timestamp,speed_kn_inferred,heading_deg_inferred,length_m_inferred,presence_score,nonvessel_score,cloud_score,likely_infrastructure,potential_ice,matching_score,matching_score_secondary,matching_confidence,mmsi,ais_lat_before,ais_lat_after,ais_lon_before,ais_lon_after,ais_speed_kn_before,ais_speed_kn_after,ais_course_before,ais_course_after,ais_timestamp_before,ais_timestamp_after,ais_length_m,month,geometry
S2A_MSIL1C_20220217T101101_N0400_R022_T32TNM_20220217T122427;9.471863000;41.7602480,S2A_MSIL1C_20220217T101101_N0400_R022_T32TNM_20220217T122427,41.760248,9.471863,2022-02-17 10:19:16.247 UTC,0.69,195.46986046853223,24.700000000000003,0.922,0.1111048236,0.0037413796069069,False,False,2.88738600111418e-06,,0.0620370051695825,563143425.0,43.2285,,10.1187666667,,12.8999996185,,189.0,,2022-02-17 02:57:43 UTC,,,02,POINT (9.471863 41.760248)
S2A_MSIL1C_20220227T100951_N0400_R022_T32TNM_20220227T110651;9.309522000;41.6220900,S2A_MSIL1C_20220227T100951_N0400_R022_T32TNM_20220227T110651,41.62209,9.309522,2022-02-27 10:19:18.326 UTC,0.28,338.1363514561072,22.4,0.659,0.7676714063,0.0345771110486384,False,False,7.564200994017118e-07,,0.3766599497072742,227648180.0,,41.676,,8.8992466667,,0.0,,235.8999938965,,2022-02-27 16:24:40 UTC,18.368528979329,02,POINT (9.309522 41.62209)
S2B_MSIL1C_20220202T101129_N0400_R022_T32TNL_20220202T123205;9.093838000;41.3917880,S2B_MSIL1C_20220202T101129_N0400_R022_T32TNL_20220202T123205,41.391788,9.093838,2022-02-02 10:19:24.214 UTC,8.8,276.25690958197833,34.1,0.744,0.4497333467,0.0457857968667877,False,False,0.0,,,,,,,,,,,,,,,02,POINT (9.093838 41.391788)
S2A_MSIL1C_20220210T102151_N0400_R065_T32TNL_20220210T141713;9.214324000;41.3655950,S2A_MSIL1C_20220210T102151_N0400_R065_T32TNL_20220210T141713,41.365595,9.214324,2022-02-10 10:29:24.523 UTC,10.88,257.922260137792,28.6,0.857,0.0357117616,0.0510558184432905,False,False,0.0,,,,,,,,,,,,,,,02,POINT (9.214324 41.365595)
S2B_MSIL1C_20220222T101019_N0400_R022_T32TNM_20220222T121443;9.425295000;41.7398940,S2B_MSIL1C_20220222T101019_N0400_R022_T32TNM_20220222T121443,41.739894,9.425295,2022-02-22 10:19:10.157 UTC,0.18,59.01465289847479,25.4,0.907,0.0741335601,0.0005538420012873,False,False,0.0,,,,,,,,,,,,,,,02,POINT (9.425295 41.739894)
S2B_MSIL1C_20220212T101029_N0400_R022_T32TNL_20220212T123727;9.164386000;41.3344200,S2B_MSIL1C_20220212T101029_N0400_R022_T32TNL_20220212T123727,41.33442,9.164386,2022-02-12 10:19:24.037 UTC,2.05,296.3104324115571,23.6,0.661,0.0282893963,0.01451979508268,False,False,0.4508407163007841,0.1429012991097528,0.9995757864227006,247058550.0,41.3184416667,41.3471466667,9.1855166667,9.144865,9.3000001907,9.1000003815,320.700012207,311.200012207,2022-02-12 10:10:41 UTC,2022-02-12 10:26:41 UTC,20.652844897886045,02,POINT (9.164386 41.33442)
S2B_MSIL1C_20220222T101019_N0400_R022_T32TNM_20220222T121443;9.421962000;41.7268460,S2B_MSIL1C_20220222T101019_N0400_R022_T32TNM_20220222T121443,41.726846,9.421962,2022-02-22 10:19:10.157 UTC,0.52,334.69860468532227,23.9,0.803,0.0581358448,0.0001207166438923,False,False,0.0,,,,,,,,,,,,,,,02,POINT (9.421962 41.726846)
S2B_MSIL1C_20220222T101019_N0400_R022_T32TNM_20220222T121443;9.541325000;41.7232830,S2B_MSIL1C_20220222T101019_N0400_R022_T32TNM_20220222T121443,41.723283,9.541325,2022-02-22 10:19:10.157 UTC,2.1,42.97183463481174,23.8,0.82,0.0510625951,7.86782782209802e-05,False,False,0.0,,,,,,,,,,,,,,,02,POINT (9.541325 41.723283)
S2B_MSIL1C_20220222T101019_N0400_R022_T32TNL_20220222T121443;9.315717000;41.3657220,S2B_MSIL1C_20220222T101019_N0400_R022_T32TNL_20220222T121443,41.365722,9.315717,2022-02-22 10:19:24.843 UTC,2.41,28.074931961410336,28.2,0.352,0.0328186527,7.84708125105956e-05,True,False,0.0,,,,,,,,,,,,,,,02,POINT (9.315717 41.365722)
S2B_MSIL1C_20220202T101129_N0400_R022_T32TNM_20220202T123205;9.525393000;41.5678930,S2B_MSIL1C_20220202T101129_N0400_R022_T32TNM_20220202T123205,41.567893,9.525393,2022-02-02 10:19:09.526 UTC,0.29,266.5166270647543,23.8,0.396,0.041038122,0.0001343731429213,False,False,1.061047539431898e-06,,0.0605401420505048,227905860.0,41.5895183333,,9.285715,,0.1000000015,,90.01418741351215,,2022-02-02 08:15:30 UTC,,,02,POINT (9.525393 41.567893)
