detect_id,scene_id,lat,lon,detect_timestamp,speed_kn_inferred,heading_deg_inferred,length_m_inferred,presence_score,nonvessel_score,cloud_score,likely_infrastructure,potential_ice,matching_score,matching_score_secondary,matching_confidence,mmsi,ais_lat_before,ais_lat_after,ais_lon_before,ais_lon_after,ais_speed_kn_before,ais_speed_kn_after,ais_course_before,ais_course_after,ais_timestamp_before,ais_timestamp_after,ais_length_m,month,geometry
S2B_MSIL1C_20220913T101629_N0400_R065_T32TNL_20220913T140242;9.247411000;41.3252640,S2B_MSIL1C_20220913T101629_N0400_R065_T32TNL_20220913T140242,41.325264,9.247411,2022-09-13 10:29:27.578 UTC,0.58,253.33859777674536,29.4,0.858,0.0183252953,0.0160529217321549,False,False,0.0,,,,,,,,,,,,,,,09,POINT (9.247411 41.325264)
S2B_MSIL1C_20220923T101649_N0400_R065_T32TNL_20220923T140342;9.308552000;41.4182550,S2B_MSIL1C_20220923T101649_N0400_R065_T32TNL_20220923T140342,41.418255,9.308552,2022-09-23 10:29:26.58 UTC,1.38,198.9076072393172,25.9,0.754,0.0384430215,0.0044387121927729,False,False,0.0,,,,,,,,,,,,,,,09,POINT (9.308552 41.418255)
S2B_MSIL1C_20220903T101559_N0400_R065_T32TNL_20220903T122620;9.228792000;41.3658370,S2B_MSIL1C_20220903T101559_N0400_R065_T32TNL_20220903T122620,41.365837,9.228792,2022-09-03 10:29:27 UTC,2.78,320.9476176021825,30.2,0.772,0.1131116301,0.9987620505506852,False,False,0.0019634556245647,,0.2259616062209117,256002693.0,,41.38919166666666,,9.160815,,3.900000095367432,,292.1000061035156,,2022-09-03 13:59:57 UTC,29.168408567288,09,POINT (9.228792 41.365837)
S2B_MSIL1C_20220913T101629_N0400_R065_T32TNM_20220913T140242;9.369321000;41.5833630,S2B_MSIL1C_20220913T101629_N0400_R065_T32TNM_20220913T140242,41.583363,9.369321,2022-09-13 10:29:13.464 UTC,0.65,25.783100780887047,27.6,0.792,0.0318002626,0.0063278329980972,False,False,0.0018094931018895,,0.4214205967730185,227194810.0,,41.635303333333326,,9.401156666666669,,6.2,,16.6,,2022-09-13 11:04:29 UTC,17.280131149715384,09,POINT (9.369321 41.583363)
S2B_MSIL1C_20220913T101629_N0400_R065_T32TML_20220913T140242;9.090787000;41.4342160,S2B_MSIL1C_20220913T101629_N0400_R065_T32TML_20220913T140242,41.434216,9.090787,2022-09-13 10:29:31.906 UTC,5.03,85.37071147449265,28.4,0.867,0.0780824795,0.0090984846438804,False,False,0.000164478912126,,0.273238410711301,518998248.0,41.41924333333333,41.41933,9.101473333333333,9.10152,0.1,0.0,295.51119663632613,163.8823864771632,2022-09-13 09:14:04.6 UTC,2022-09-13 10:59:04 UTC,36.83651238977501,09,POINT (9.090787 41.434216)
S2B_MSIL1C_20220920T100649_N0400_R022_T32TNL_20220921T161408;9.252443000;41.3906490,S2B_MSIL1C_20220920T100649_N0400_R022_T32TNL_20220921T161408,41.390649,9.252443,2022-09-20 10:19:31.369 UTC,0.1,57.86873730821314,28.6,0.806,0.0438643172,0.0020373867485989,False,False,2.7320187384908134,,0.996741149465688,368236330.0,41.41218,41.38976,9.272255,9.25111333333333,6.599999904632568,6.099999904632568,200.6000061035156,221.5,2022-09-20 10:04:16 UTC,2022-09-20 10:20:18 UTC,15.3744458631,09,POINT (9.252443 41.390649)
S2B_MSIL1C_20220920T100649_N0400_R022_T32TNL_20220921T161408;9.147892000;41.3866870,S2B_MSIL1C_20220920T100649_N0400_R022_T32TNL_20220921T161408,41.386687,9.147892,2022-09-20 10:19:31.369 UTC,0.17,62.45239966925973,27.6,0.743,0.7322281599,0.0035226695393282,False,False,0.0013288169017996,,0.0906927176403603,227569840.0,41.38462,41.387321666666665,9.160971666666665,9.14150333333333,8.5,5.300000190734863,280.0,293.6000061035156,2022-09-20 09:15:34 UTC,2022-09-20 13:36:40 UTC,28.893188411064703,09,POINT (9.147892 41.386687)
S2B_MSIL1C_20220920T100649_N0400_R022_T32TNL_20220921T161408;9.191193000;41.3062750,S2B_MSIL1C_20220920T100649_N0400_R022_T32TNL_20220921T161408,41.306275,9.191193,2022-09-20 10:19:31.369 UTC,1.12,192.6050714928781,31.7,0.779,0.0373599567,0.0288166973086369,False,False,4.100376091021088e-06,,0.0195210362391122,577203000.0,41.28422,41.304125,9.198461666666665,9.14876,9.199999809265137,7.800000190734862,301.5,297.8999938964844,2022-09-20 10:13:28 UTC,2022-09-20 10:29:38 UTC,44.47035465840076,09,POINT (9.191193 41.306275)
S2B_MSIL1C_20220903T101559_N0400_R065_T32TNM_20220903T122620;9.313110000;41.6192880,S2B_MSIL1C_20220903T101559_N0400_R065_T32TNM_20220903T122620,41.619288,9.31311,2022-09-03 10:29:12.857 UTC,3.4,286.5701498943331,32.1,0.307,0.1103440747,0.988519075235315,False,False,0.0,,,,,,,,,,,,,,,09,POINT (9.31311 41.619288)
S2B_MSIL1C_20220903T101559_N0400_R065_T32TNL_20220903T122620;9.272943000;41.3443930,S2B_MSIL1C_20220903T101559_N0400_R065_T32TNL_20220903T122620,41.344393,9.272943,2022-09-03 10:29:27 UTC,0.68,94.53803619658582,24.8,0.337,0.0651345924,0.600855760206301,False,False,0.0002533263123899,,0.2063283575964191,228121960.0,41.33901166666666,41.338935,9.25265,9.252718333333334,0.2000000029802322,0.1000000014901161,251.545463677184,73.34392563771733,2022-09-03 10:16:30 UTC,2022-09-03 10:37:26 UTC,20.79047739614849,09,POINT (9.272943 41.344393)
