class_id,latitude,longitude,length,breadth,heading,date
1,41.42134,9.05432,8.0,7.0,151,20220802
0,41.47543,9.073843,14.0,4.0,151,20220801
1,41.30276,9.234535,55.7,11.51,119,20220801
0,41.38903,9.164607,55.7,11.51,70,20220802
0,41.38904,9.16461,55.7,11.51,71,20220803
1,41.35987,9.10851,14.0,8.0,151,20220804
1,41.3891,9.158473,12.0,3.0,151,20220804
1,41.67308,9.379147,12.0,7.0,151,20220802
0,41.67389,9.377668,12.0,7.0,151,20220804
1,41.61255,9.365797,12.0,7.0,151,20220805
1,41.33775,9.267056,,,151,20220802
0,41.46429,9.267788,,,151,20220803
1,41.30981,9.26952,13.0,4.0,151,20220804
1,41.65913,9.407454,25.0,6.0,151,20220805
1,41.38921,9.159897,15.0,5.0,151,20220805
1,41.38405,9.142547,58.4,10.94,68,20220803
1,41.65019,9.392854,13.0,4.0,151,20220803
1,41.63119,9.38679,13.0,4.0,151,20220804
1,41.65554,9.399283,13.0,4.0,151,20220805
1,41.30848,9.266592,13.0,4.0,151,20220805
1,41.39454,9.082573,42.0,6.5,145,20220805
0,41.42135,9.107054,11.0,7.0,65,20220805
0,41.36981,9.27145,17.0,53.0,151,20220801
1,41.39389,9.086748,17.0,53.0,151,20220802
0,41.63378,9.355615,29.0,6.0,151,20220801
0,41.63808,9.357297,29.0,6.0,151,20220802
0,41.43087,9.228765,36.0,8.0,151,20220801
1,41.36395,9.324117,24.0,6.0,151,20220802
1,41.37445,9.224314,13.0,8.0,151,20220803
1,41.41956,9.102578,24.0,6.0,151,20220803
1,41.38525,9.271631,24.0,6.0,151,20220805
0,41.37464,9.22637,13.0,8.0,151,20220801
1,41.56676,9.35891,13.0,8.0,46,20220802
1,41.3506,9.24609,13.0,8.0,32,20220803
1,41.33408,9.175527,13.0,4.0,151,20220803
1,41.3891,9.157695,13.0,4.0,151,20220805
1,41.55449,9.324575,15.0,4.0,151,20220802
1,41.3696,9.224156,,,151,20220805
1,41.63627,9.356673,20.0,6.0,151,20220801
