class_id,latitude,longitude,length,breadth,heading,date
0,41.38876,9.155573,64.35,13.8,102,20220102
0,41.58777,9.290132,90.6,13.75,128,20220107
1,41.34042,9.350567,119.6,16.9,48,20220107
1,41.37403,9.382595,175.08,24.4,58,20220105
0,41.58831,9.29242,165.8,29.0,38,20220104
0,41.58832,9.292423,165.8,29.0,38,20220106
1,41.33051,9.330769,127.3,16.84,47,20220104
0,41.374,9.178206,,,151,20220102
0,41.37399,9.178208,,,151,20220103
0,41.37401,9.178211,,,151,20220104
0,41.374,9.17821,,,151,20220105
0,41.37399,9.178206,,,151,20220106
0,41.37399,9.178198,,,151,20220107
1,41.33198,9.333966,176.38,24.8,46,20220107
0,41.38825,9.162878,12.0,7.0,151,20220102
0,41.3882,9.162838,12.0,7.0,151,20220103
0,41.38826,9.16284,12.0,7.0,151,20220104
0,41.38822,9.16285,12.0,7.0,151,20220105
1,41.31896,9.318111,132.0,18.6,44,20220107
1,41.54205,9.3169,9.0,4.0,151,20220106
1,41.65331,9.398483,9.0,4.0,151,20220104
1,41.29565,9.238267,148.53,22.7,95,20220104
1,41.34381,9.348581,223.3,26.0,47,20220113
1,41.32283,9.307167,175.08,24.4,54,20220110
0,41.58832,9.292427,165.8,29.0,38,20220111
0,41.58833,9.292425,165.8,29.0,38,20220113
1,41.32066,9.299545,253.8,30.41,51,20220114
0,41.391,9.155639,10.0,4.0,151,20220112
1,41.39098,9.155643,10.0,4.0,151,20220113
0,41.39106,9.155655,10.0,4.0,151,20220114
0,41.37399,9.178198,,,151,20220109
0,41.374,9.1782,,,151,20220110
0,41.37399,9.178192,,,151,20220111
0,41.37399,9.178182,,,151,20220112
0,41.374,9.178202,,,151,20220113
0,41.374,9.178193,,,151,20220114
0,41.38823,9.16286,12.0,7.0,151,20220110
0,41.38826,9.162851,12.0,7.0,151,20220111
0,41.38827,9.162813,12.0,7.0,151,20220112
0,41.38825,9.162909,12.0,7.0,151,20220113
0,41.38823,9.162865,12.0,7.0,151,20220114
0,41.47538,9.073815,14.0,8.0,151,20220121
1,41.38875,9.15549,64.35,13.8,104,20220116
0,41.61021,9.312915,90.6,13.75,33,20220116
0,41.58777,9.290176,90.6,13.75,128,20220117
0,41.58832,9.29243,165.8,29.0,38,20220118
0,41.58773,9.290122,90.67,15.85,127,20220121
1,41.59546,9.37461,13.0,6.0,151,20220121
1,41.47385,9.445568,15.0,4.0,158,20220119
1,41.36189,9.368544,253.8,30.41,52,20220121
1,41.3517,9.373854,134.66,22.4,55,20220120
1,41.31096,9.220906,10.0,4.0,151,20220117
0,41.374,9.178198,,,151,20220116
0,41.37398,9.178168,,,151,20220117
0,41.37399,9.178192,,,151,20220118
0,41.37398,9.178198,,,151,20220119
0,41.37399,9.178197,,,151,20220120
0,41.37398,9.1782,,,151,20220121
1,41.35053,9.346227,92.25,15.0,57,20220117
1,41.3676,9.134158,9.0,3.0,151,20220119
1,41.72461,9.509605,176.38,24.8,31,20220116
0,41.38823,9.162858,12.0,7.0,151,20220116
0,41.38827,9.162873,12.0,7.0,151,20220117
0,41.38822,9.162865,12.0,7.0,151,20220118
0,41.38828,9.162797,12.0,7.0,151,20220119
0,41.38823,9.16283,12.0,7.0,151,20220120
0,41.3882,9.162905,12.0,7.0,151,20220121
1,41.34984,9.34497,148.53,22.7,52,20220118
1,41.3125,9.172127,64.35,13.8,161,20220123
0,41.38875,9.155597,64.35,13.8,102,20220127
1,41.3894,9.152453,64.35,13.8,86,20220128
1,41.69937,9.461601,176.38,24.8,19,20220123
0,41.58778,9.290145,90.6,13.75,128,20220128
0,41.58832,9.292435,165.8,29.0,38,20220125
0,41.58832,9.292428,165.8,29.0,38,20220127
1,41.47044,9.270462,13.0,6.0,151,20220123
0,41.47162,9.27106,13.0,6.0,151,20220124
1,41.47134,9.271007,13.0,6.0,151,20220125
0,41.3392,9.250974,13.0,6.0,151,20220128
1,41.33859,9.329615,253.8,30.41,52,20220128
0,41.374,9.17819,,,151,20220123
0,41.374,9.178188,,,151,20220124
0,41.37399,9.178198,,,151,20220125
0,41.374,9.178185,,,151,20220126
0,41.37399,9.178182,,,151,20220127
0,41.37399,9.178193,,,151,20220128
1,41.30958,9.240599,20.0,5.0,151,20220125
1,41.36613,9.143682,9.0,3.0,151,20220123
0,41.38828,9.162824,12.0,7.0,151,20220123
0,41.38826,9.162827,12.0,7.0,151,20220124
1,41.38823,9.162838,12.0,7.0,151,20220125
0,41.38822,9.162847,12.0,7.0,151,20220126
0,41.38823,9.162811,12.0,7.0,151,20220127
0,41.38823,9.16285,12.0,7.0,151,20220128
1,41.66048,9.394003,9.0,4.0,151,20220124
1,41.33679,9.331672,169.59,28.02,54,20220123
0,41.5873,9.290994,12.0,3.0,151,20220123
0,41.59105,9.284641,12.0,3.0,151,20220127
1,41.608,9.320148,9.0,4.0,151,20220123
0,41.38873,9.161504,7.0,3.0,151,20220127
1,41.58952,9.294017,177.7,25.03,28,20220130
1,41.33176,9.15163,64.35,13.8,0,20220130
0,41.58741,9.29162,90.67,15.85,37,20220131
1,41.4152,9.49526,253.8,30.41,69,20220130
1,41.4193,9.460997,87.0,13.0,15,20220130
0,41.374,9.178195,,,151,20220130
0,41.37399,9.178195,,,151,20220131
0,41.38823,9.162857,12.0,7.0,151,20220130
0,41.38827,9.162873,12.0,7.0,151,20220131
1,41.58984,9.291872,12.0,3.0,151,20220130
