class_id,latitude,longitude,length,breadth,heading,date
0,41.4753,9.073862,14.0,8.0,151,20220401
0,41.58778,9.290185,90.6,13.75,128,20220401
0,41.38859,9.157465,7.0,2.0,151,20220401
0,41.42797,9.246313,108.2,18.2,94,20220401
0,41.38966,9.15978,18.0,5.0,170,20220401
1,41.33026,9.329739,147.87,23.25,50,20220401
0,41.37399,9.178186,,,151,20220401
1,41.68884,9.5645,108.19,18.2,155,20220401
0,41.47495,9.073386,,,151,20220401
0,41.58961,9.283938,9.0,4.0,151,20220401
1,41.42926,9.484674,87.84,12.91,54,20220405
0,41.38874,9.155592,64.35,13.8,102,20220405
1,41.33892,9.157654,64.35,13.8,171,20220406
0,41.58739,9.291621,90.6,13.75,38,20220408
0,41.3886,9.15745,7.0,2.0,151,20220403
0,41.38861,9.157467,7.0,2.0,151,20220404
0,41.38858,9.157438,7.0,2.0,151,20220408
1,41.63735,9.357913,14.0,4.0,151,20220405
1,41.62253,9.366103,6.0,2.0,151,20220403
0,41.58832,9.292425,165.8,29.0,38,20220405
0,41.58832,9.292425,165.8,29.0,38,20220407
1,41.62829,9.380923,14.0,4.0,151,20220403
1,41.29991,9.206648,134.44,22.74,98,20220406
0,41.38961,9.159801,18.0,5.0,151,20220403
0,41.3896,9.15984,18.0,5.0,151,20220404
0,41.38968,9.159788,18.0,5.0,151,20220405
0,41.38962,9.15979,18.0,5.0,151,20220406
1,41.3896,9.159795,18.0,5.0,151,20220407
0,41.37398,9.178177,,,151,20220403
0,41.37398,9.178213,,,151,20220404
0,41.37398,9.178184,,,151,20220405
0,41.37398,9.178192,,,151,20220406
0,41.37398,9.178175,,,151,20220407
0,41.374,9.178173,,,151,20220408
0,41.47439,9.072508,10.0,3.0,151,20220406
0,41.38882,9.160613,10.0,3.0,151,20220408
1,41.38878,9.160466,12.0,3.0,151,20220408
0,41.47487,9.073492,12.0,7.0,151,20220408
0,41.47498,9.073375,,,151,20220403
0,41.47497,9.073337,,,151,20220404
0,41.47497,9.073339,,,151,20220405
0,41.47496,9.07334,,,151,20220407
1,41.62125,9.527155,22.0,6.0,145,20220405
1,41.63489,9.517761,22.0,6.0,157,20220406
1,41.5874,9.295943,9.0,4.0,151,20220405
1,41.59081,9.28538,12.0,3.0,151,20220406
1,41.42177,9.093897,11.0,7.0,64,20220411
0,41.47516,9.073345,11.0,7.0,42,20220412
1,41.37229,9.150563,13.0,8.0,14,20220411
1,41.37864,9.154799,13.0,8.0,137,20220415
1,41.38902,9.425847,159.9,23.1,65,20220414
1,41.32612,9.177805,64.35,13.8,151,20220410
1,41.33873,9.157185,64.35,13.8,172,20220411
1,41.31807,9.179903,64.35,13.8,172,20220412
1,41.32605,9.161602,64.35,13.8,167,20220413
1,41.30938,9.175012,64.35,13.8,161,20220415
0,41.58774,9.290185,90.6,13.75,128,20220415
0,41.38857,9.157485,7.0,2.0,151,20220410
0,41.38858,9.157508,7.0,2.0,151,20220412
0,41.38861,9.157515,7.0,2.0,151,20220413
0,41.38857,9.157505,7.0,2.0,151,20220414
1,41.49195,9.326518,14.0,4.0,151,20220410
1,41.64125,9.386806,,,151,20220411
0,41.58832,9.292421,165.8,29.0,38,20220412
0,41.58831,9.29242,165.8,29.0,38,20220414
0,41.38877,9.159938,24.0,3.0,151,20220414
1,41.56629,9.368188,16.0,6.0,151,20220414
1,41.31968,9.260692,15.0,4.0,151,20220412
1,41.29985,9.261788,253.8,30.41,59,20220410
1,41.38107,9.400128,253.8,30.41,53,20220415
0,41.38963,9.159777,18.0,5.0,151,20220410
1,41.31167,9.28355,134.71,20.5,48,20220412
0,41.374,9.17818,,,151,20220410
0,41.37398,9.17819,,,151,20220411
0,41.37399,9.178192,,,151,20220412
0,41.37399,9.178184,,,151,20220413
0,41.37397,9.178182,,,151,20220414
0,41.37399,9.178184,,,151,20220415
1,41.34565,9.107132,10.0,3.0,151,20220410
0,41.47503,9.07336,12.0,8.0,151,20220410
0,41.475,9.07338,12.0,8.0,151,20220411
0,41.47495,9.073393,12.0,8.0,151,20220412
0,41.47499,9.073365,12.0,8.0,151,20220413
0,41.47497,9.073345,12.0,8.0,151,20220414
0,41.47494,9.073347,12.0,8.0,151,20220415
1,41.35603,9.176639,10.0,4.0,151,20220415
0,41.38876,9.161348,14.0,5.0,151,20220410
1,41.37895,9.113865,15.0,10.0,96,20220411
0,41.47489,9.073485,12.0,7.0,151,20220410
1,41.308,9.292833,108.25,18.48,46,20220415
0,41.475,9.073355,,,151,20220410
1,41.63707,9.514559,22.0,6.0,152,20220414
1,41.48589,9.292267,15.0,6.0,151,20220415
1,41.60678,9.324052,12.0,3.0,151,20220415
1,41.37335,9.161225,14.0,5.0,151,20220415
1,41.63209,9.372075,9.0,3.0,11,20220414
0,41.38871,9.155583,74.6,14.6,103,20220414
1,41.35505,9.160262,74.6,14.6,162,20220415
1,41.38132,9.409208,223.3,26.0,60,20220419
0,41.47515,9.073335,11.0,7.0,52,20220417
0,41.47515,9.07335,11.0,7.0,42,20220418
1,41.39582,9.089519,11.0,7.0,161,20220419
1,41.55863,9.378094,11.0,7.0,173,20220420
1,41.38704,9.095425,11.0,7.0,132,20220421
0,41.47491,9.073412,11.0,7.0,28,20220422
1,41.34543,9.34711,165.0,26.23,52,20220419
0,41.38875,9.155583,64.35,13.8,102,20220417
1,41.31235,9.18906,64.35,13.8,156,20220418
0,41.58777,9.291917,90.6,15.3,36,20220420
1,41.35248,9.191477,14.0,4.0,151,20220419
0,41.58831,9.292415,165.8,29.0,38,20220419
0,41.58831,9.292418,165.8,29.0,39,20220421
1,41.38204,9.143269,24.0,3.0,76,20220418
0,41.58737,9.291658,90.67,15.85,37,20220422
1,41.31715,9.314333,81.0,11.0,48,20220421
1,41.60841,9.333395,14.0,4.0,151,20220417
1,41.33217,9.252802,16.0,6.0,151,20220418
1,41.30643,9.270362,134.44,22.74,57,20220419
1,41.38942,9.272054,18.0,5.0,17,20220419
0,41.38962,9.159797,18.0,5.0,169,20220420
0,41.38961,9.159793,18.0,5.0,169,20220421
0,41.38976,9.159775,18.0,5.0,151,20220422
1,41.40209,9.072467,13.0,8.0,131,20220418
0,41.33922,9.251003,13.0,8.0,88,20220419
1,41.3789,9.102085,12.0,3.0,162,20220419
1,41.60667,9.3485,171.52,28.03,92,20220419
0,41.37399,9.178185,,,151,20220417
0,41.374,9.17819,,,151,20220418
0,41.37399,9.178185,,,151,20220419
0,41.37398,9.178182,,,151,20220420
0,41.37398,9.178195,,,151,20220421
0,41.37399,9.178185,,,151,20220422
1,41.3579,9.185937,12.0,5.0,151,20220419
0,41.47499,9.073377,12.0,8.0,151,20220417
0,41.47503,9.073355,12.0,8.0,151,20220418
0,41.47499,9.073383,12.0,8.0,151,20220419
1,41.70965,9.412677,12.0,8.0,10,20220420
1,41.38582,9.072561,15.0,7.0,71,20220418
1,41.60483,9.372128,16.0,6.0,151,20220420
1,41.46444,9.061082,12.0,7.0,151,20220419
0,41.47488,9.073497,12.0,7.0,151,20220421
0,41.47489,9.073503,12.0,7.0,151,20220422
0,41.63733,9.356783,20.0,5.0,151,20220419
0,41.47497,9.073368,,,151,20220417
0,41.47499,9.073365,,,151,20220418
1,41.61436,9.534268,22.0,6.0,146,20220419
1,41.63138,9.520032,22.0,6.0,143,20220420
1,41.4193,9.322117,22.0,6.0,145,20220421
1,41.44969,9.453702,19.0,5.0,0,20220420
0,41.33946,9.251215,12.0,7.0,151,20220419
1,41.36986,9.223496,12.0,7.0,151,20220420
1,41.3398,9.241892,12.0,7.0,151,20220421
1,41.30215,9.263625,29.6,10.4,57,20220419
1,41.60619,9.347672,12.0,3.0,151,20220419
1,41.34455,9.178337,74.6,14.6,150,20220418
1,41.3113,9.169309,74.6,14.6,163,20220419
1,41.36977,9.15458,74.6,14.6,158,20220420
1,41.37283,9.145298,74.6,14.6,177,20220422
1,41.43554,9.061887,11.0,7.0,159,20220426
1,41.33231,9.138805,64.35,13.8,171,20220425
1,41.30119,9.175558,64.35,13.8,161,20220426
1,41.29905,9.197042,64.35,13.8,166,20220429
0,41.58741,9.291635,90.6,13.75,38,20220429
0,41.58831,9.292418,165.8,29.0,38,20220426
0,41.58831,9.292418,165.8,29.0,39,20220428
1,41.57557,9.36649,18.0,5.0,151,20220427
1,41.3887,9.160724,,,151,20220426
1,41.60363,9.388418,168.0,28.0,101,20220426
1,41.38854,9.16087,10.0,4.0,151,20220426
1,41.30181,9.185132,158.69,25.6,100,20220427
0,41.3888,9.160405,14.0,6.0,151,20220426
1,41.36273,9.205675,12.0,7.0,151,20220426
0,41.38016,9.152271,133.74,16.28,50,20220429
0,41.38914,9.16392,16.0,4.0,58,20220425
1,41.33676,9.270768,10.0,3.0,151,20220428
0,41.38961,9.159754,18.0,5.0,164,20220427
0,41.3896,9.159795,18.0,5.0,164,20220428
1,41.3896,9.159795,18.0,5.0,164,20220429
1,41.34509,9.202655,10.0,5.0,151,20220428
0,41.37398,9.17818,,,151,20220424
0,41.37399,9.178192,,,151,20220425
0,41.37398,9.178188,,,151,20220426
0,41.37398,9.178188,,,151,20220427
0,41.37398,9.178204,,,151,20220428
0,41.37399,9.178186,,,151,20220429
1,41.4047,9.069266,14.0,8.0,122,20220427
1,41.38966,9.153749,12.0,4.0,151,20220427
1,41.38029,9.154055,20.0,5.0,127,20220429
1,41.74137,9.414456,12.0,8.0,8,20220425
0,41.47507,9.073375,12.0,8.0,42,20220426
0,41.47507,9.073415,12.0,8.0,42,20220427
0,41.47505,9.073406,12.0,8.0,42,20220428
0,41.47507,9.073379,12.0,8.0,151,20220429
1,41.38898,9.164947,20.0,6.0,69,20220427
1,41.38891,9.165063,20.0,6.0,70,20220429
0,41.47488,9.073499,12.0,7.0,151,20220424
0,41.47488,9.073503,12.0,7.0,151,20220425
0,41.47488,9.07349,12.0,7.0,151,20220428
1,41.3802,9.164019,13.0,4.0,151,20220426
1,41.4461,9.276967,13.0,4.0,151,20220427
1,41.60487,9.35304,12.0,3.0,151,20220426
1,41.30088,9.2816,17.0,5.0,151,20220427
1,41.35094,9.138373,74.6,14.6,141,20220425
1,41.36901,9.15476,74.6,14.6,158,20220426
1,41.3489,9.160143,74.6,14.6,163,20220427
1,41.35911,9.15709,74.6,14.6,161,20220428
