class_id,latitude,longitude,length,breadth,heading,date
1,41.29749,9.259789,165.0,26.23,74,20220302
1,41.34652,9.346965,90.6,13.75,57,20220302
0,41.58833,9.292425,165.8,29.0,38,20220301
0,41.58833,9.292418,165.8,29.0,38,20220303
0,41.38876,9.159797,23.0,6.0,151,20220301
1,41.34277,9.344022,134.66,22.4,51,20220301
0,41.374,9.178186,,,151,20220301
0,41.374,9.178184,,,151,20220302
0,41.374,9.17818,,,151,20220303
0,41.374,9.178182,,,151,20220304
1,41.5918,9.290132,12.0,3.0,151,20220302
1,41.36325,9.384323,114.8,17.5,46,20220304
1,41.31967,9.168188,16.0,9.0,151,20220304
1,41.47545,9.073818,16.0,5.0,151,20220311
0,41.58779,9.290143,90.6,13.75,128,20220311
0,41.66753,9.388171,17.0,5.0,151,20220311
0,41.58832,9.292418,165.8,29.0,38,20220308
0,41.58832,9.292417,165.8,29.0,38,20220310
1,41.3494,9.174813,70.0,16.0,120,20220310
1,41.60674,9.316685,168.0,28.0,51,20220306
1,41.6754,9.405725,14.0,4.0,151,20220308
1,41.3019,9.161,80.9,11.3,99,20220310
1,41.33776,9.1927,12.0,7.0,149,20220306
1,41.36406,9.17179,12.0,7.0,134,20220309
0,41.37399,9.17818,,,151,20220306
1,41.35707,9.38087,169.55,28.02,60,20220309
1,41.32878,9.332452,107.0,18.2,49,20220310
1,41.38622,9.295203,23.3,8.24,151,20220310
1,41.52711,9.298304,7.0,3.0,151,20220306
0,41.374,9.178179,,,151,20220306
0,41.374,9.178195,,,151,20220307
0,41.37399,9.178206,,,151,20220308
0,41.37399,9.178195,,,151,20220309
0,41.374,9.178186,,,151,20220310
0,41.374,9.178205,,,151,20220311
0,41.47494,9.073365,12.0,8.0,151,20220311
1,41.38059,9.146617,74.77,14.3,151,20220306
1,41.38849,9.447858,158.7,25.6,76,20220309
0,41.38884,9.160183,13.0,8.0,151,20220311
1,41.59086,9.293595,12.0,3.0,151,20220306
0,41.59137,9.284132,12.0,3.0,151,20220309
0,41.58737,9.291618,90.6,13.75,38,20220318
1,41.42843,9.245358,17.0,5.0,151,20220313
0,41.38886,9.15962,17.0,5.0,151,20220314
1,41.59349,9.298937,165.8,29.0,45,20220315
1,41.59184,9.296866,165.8,29.0,45,20220317
0,41.58737,9.291643,90.67,15.85,37,20220316
1,41.46982,9.372312,13.0,6.0,151,20220314
1,41.6591,9.395025,13.0,6.0,151,20220316
0,41.37401,9.178192,,,151,20220313
1,41.32707,9.320572,208.2,26.0,48,20220316
0,41.374,9.178193,,,151,20220313
0,41.37401,9.178195,,,151,20220314
0,41.37398,9.178192,,,151,20220315
0,41.374,9.178182,,,151,20220317
0,41.37399,9.178182,,,151,20220318
1,41.50763,9.48885,99.71,15.4,10,20220313
0,41.38883,9.161293,,,119,20220313
0,41.47494,9.073363,12.0,8.0,151,20220313
0,41.47498,9.07336,12.0,8.0,151,20220314
0,41.47495,9.073355,12.0,8.0,151,20220315
0,41.47497,9.073355,12.0,8.0,151,20220316
0,41.47497,9.07338,12.0,8.0,151,20220317
0,41.47498,9.073385,12.0,8.0,151,20220318
1,41.43528,9.325925,22.0,6.0,28,20220314
0,41.38883,9.16019,13.0,8.0,151,20220313
1,41.45296,9.518728,13.0,8.0,151,20220314
1,41.33179,9.313822,169.59,28.02,49,20220313
1,41.59007,9.292247,12.0,3.0,151,20220315
0,41.47535,9.073829,14.0,8.0,151,20220324
1,41.44799,9.515008,122.1,14.4,40,20220322
1,41.71869,9.487092,176.38,24.8,22,20220320
1,41.34007,9.181883,15.0,4.0,151,20220324
1,41.29397,9.236738,110.0,18.4,104,20220325
0,41.58776,9.290143,90.6,13.75,128,20220325
1,41.33187,9.237677,12.0,4.0,151,20220325
0,41.58832,9.292423,165.8,29.0,38,20220322
0,41.58832,9.29242,165.8,29.0,38,20220324
0,41.58776,9.29017,90.67,15.85,126,20220323
1,41.32154,9.314738,183.1,25.2,52,20220325
1,41.29724,9.23439,223.3,26.0,100,20220321
0,41.37398,9.178186,,,151,20220320
0,41.37398,9.178202,,,151,20220321
0,41.37399,9.178211,,,151,20220322
0,41.37399,9.178186,,,151,20220323
0,41.37399,9.178188,,,151,20220324
0,41.37398,9.178192,,,151,20220325
0,41.38881,9.15555,74.77,14.3,151,20220320
0,41.38878,9.155543,74.77,14.3,151,20220324
1,41.38902,9.155508,74.77,14.3,151,20220325
1,41.45142,9.336654,22.0,6.0,151,20220321
1,41.59126,9.293685,12.0,3.0,151,20220320
0,41.38855,9.163649,12.0,4.0,151,20220327
1,41.33805,9.19041,12.0,4.0,151,20220328
0,41.58832,9.292428,165.8,29.0,38,20220329
0,41.58832,9.292423,165.8,29.0,39,20220331
1,41.6349,9.476022,70.0,16.0,151,20220329
1,41.38645,9.096595,2.0,1.0,151,20220328
1,41.43622,9.389528,2.0,1.0,151,20220330
1,41.44493,9.327615,6.0,3.0,151,20220328
1,41.32607,9.339405,48.03,10.0,74,20220329
0,41.38959,9.159786,18.0,5.0,170,20220331
1,41.30058,9.18095,214.0,26.4,97,20220331
0,41.37399,9.178197,,,151,20220327
0,41.37399,9.178204,,,151,20220328
0,41.37399,9.178185,,,151,20220329
0,41.37399,9.178188,,,151,20220330
0,41.37399,9.178177,,,151,20220331
1,41.3756,9.144881,9.0,3.0,151,20220328
0,41.58821,9.292492,176.38,24.8,38,20220327
1,41.38944,9.153138,74.77,14.3,151,20220328
0,41.38879,9.155555,74.77,14.3,151,20220330
1,41.3448,9.348452,74.77,14.3,151,20220331
1,41.38894,9.161148,12.0,7.0,151,20220328
0,41.47501,9.073325,,,151,20220327
0,41.38943,9.158789,,,151,20220328
0,41.475,9.073325,,,151,20220330
1,41.32967,9.1746,48.03,10.0,117,20220330
0,41.59668,9.297327,79.0,13.0,151,20220329
0,41.59683,9.297136,79.0,13.0,151,20220330
1,41.59749,9.29871,79.0,13.0,151,20220331
1,41.75289,9.417802,12.0,3.0,151,20220328
1,41.38883,9.155492,74.6,14.6,103,20220329
