class_id,latitude,longitude,length,breadth,heading,date
1,41.36961,9.267286,,,151,20220701
1,41.34561,9.272317,17.0,4.0,151,20220701
1,41.66356,9.39705,15.0,4.0,151,20220701
1,41.30564,9.277982,11.0,7.0,177,20220701
0,41.6356,9.358508,29.0,6.0,151,20220701
1,41.33081,9.248723,19.0,10.0,144,20220701
1,41.33617,9.201555,15.0,5.0,151,20220701
1,41.52394,9.276207,14.0,8.0,79,20220701
1,41.54238,9.405247,43.4,7.3,151,20220701
1,41.32116,9.258772,24.0,4.0,151,20220701
0,41.59412,9.292309,13.0,7.0,151,20220701
1,41.41473,9.07366,12.0,4.0,151,20220701
1,41.30767,9.17824,64.35,13.8,176,20220701
1,41.61524,9.519818,23.0,6.0,151,20220701
0,41.63368,9.354437,20.0,4.0,151,20220701
0,41.58777,9.290154,90.6,13.75,128,20220701
1,41.41872,9.295662,15.0,3.0,151,20220701
1,41.349,9.19205,,,151,20220701
1,41.5956,9.298968,15.0,5.0,151,20220701
0,41.38892,9.159917,27.0,8.0,179,20220701
1,41.32627,9.31361,,,151,20220701
1,41.38909,9.161197,51.8,9.87,104,20220701
0,41.5907,9.285532,20.0,5.0,151,20220701
0,41.64715,9.37925,,,164,20220701
1,41.38278,9.142255,56.0,10.0,76,20220701
1,41.5346,9.321602,16.0,5.0,151,20220701
1,41.31632,9.257175,16.0,5.0,151,20220701
1,41.40252,9.056606,11.0,4.0,151,20220701
1,41.37343,9.232718,20.0,4.0,151,20220701
1,41.34645,9.252913,10.0,3.0,151,20220701
1,41.36777,9.280777,55.0,10.0,84,20220701
1,41.33644,9.280356,14.0,4.0,151,20220701
1,41.63867,9.360145,14.0,4.0,151,20220701
1,41.37922,9.154977,12.0,4.0,151,20220701
0,41.38873,9.158538,51.0,8.0,177,20220701
0,41.63985,9.354941,9.0,3.0,151,20220701
0,41.67649,9.381933,30.0,7.0,153,20220701
1,41.59256,9.289202,13.0,4.0,151,20220701
1,41.35552,9.17781,20.0,10.0,122,20220701
0,41.3896,9.16006,17.0,5.0,151,20220701
1,41.3436,9.264176,41.7,7.56,91,20220701
