class_id,latitude,longitude,length,breadth,heading,date
0,41.5288,9.274395,13.0,8.0,0,20221103
0,41.67834,9.373937,13.0,8.0,0,20221104
1,41.31321,9.274755,12.0,4.0,151,20221102
1,41.34245,9.258817,14.0,8.0,79,20221102
1,41.3372,9.28865,14.0,8.0,106,20221103
1,41.31954,9.225562,22.0,6.0,135,20221102
1,41.34421,9.196775,22.0,6.0,129,20221103
0,41.58775,9.290176,90.6,13.75,128,20221104
1,41.36863,9.222718,12.0,4.0,41,20221101
0,41.58831,9.292423,165.8,29.0,38,20221101
0,41.58831,9.292428,165.8,29.0,39,20221103
1,41.37901,9.156863,15.0,4.0,151,20221102
1,41.31322,9.238793,,,151,20221102
0,41.63095,9.351055,,,151,20221101
0,41.63095,9.351,,,151,20221102
0,41.63093,9.351138,,,151,20221103
1,41.63073,9.351695,,,151,20221104
0,41.58777,9.290143,90.67,15.85,127,20221102
1,41.38074,9.064629,,,151,20221102
1,41.33783,9.251925,,,151,20221103
1,41.39858,9.131548,,,151,20221101
1,41.34056,9.32855,134.44,22.74,46,20221101
1,41.38517,9.106892,12.0,4.0,151,20221101
1,41.52358,9.560066,181.7,27.71,11,20221101
1,41.36733,9.171554,9.0,3.0,151,20221101
0,41.47507,9.073535,11.0,6.0,151,20221104
0,41.374,9.1782,,,151,20221101
0,41.374,9.178198,,,151,20221102
0,41.37401,9.178202,,,151,20221103
0,41.374,9.17819,,,151,20221104
1,41.51483,9.511922,14.0,10.0,31,20221101
1,41.30788,9.177568,14.0,10.0,149,20221102
1,41.30925,9.292892,88.6,13.0,52,20221104
0,41.6315,9.351889,17.0,8.0,151,20221101
0,41.6315,9.351778,17.0,8.0,151,20221102
0,41.63146,9.351818,17.0,8.0,151,20221103
1,41.38408,9.13338,20.0,6.0,89,20221102
1,41.43729,9.239712,91.0,22.04,81,20221104
1,41.34511,9.222965,16.0,4.0,151,20221101
1,41.36648,9.16502,16.0,4.0,151,20221103
0,41.38904,9.163825,,,151,20221101
0,41.38872,9.155599,74.6,14.6,102,20221101
0,41.38872,9.155588,74.6,14.6,105,20221102
0,41.38872,9.155586,74.6,14.6,104,20221103
1,41.32928,9.328122,176.38,24.8,52,20221106
0,41.60663,9.312765,90.6,13.75,65,20221111
0,41.58832,9.292415,165.8,29.0,38,20221108
0,41.58831,9.292418,165.8,29.0,38,20221110
0,41.37613,9.224245,15.0,4.0,151,20221108
0,41.63032,9.351082,,,151,20221106
0,41.63355,9.352801,,,151,20221107
0,41.63357,9.352968,,,151,20221108
1,41.63351,9.352695,,,151,20221109
