class_id,latitude,longitude,confidence,length,breadth,heading,date,aoi_id,source
1,42.75022669,9.47687412,0.638,47.4,13.4,73.0,20180113,6,6_20180113_8a2e881e-ea9b-443a-9cda-8f906f5409b2
1,42.99152461,9.51359371,0.689,208.7,41.5,98.0,20180211,6,6_20180211_a81714d5-82d2-4d9a-a50f-1e6d6647500a
1,42.75681628,9.47708426,0.669,76.1,18.2,67.0,20180211,6,6_20180211_a81714d5-82d2-4d9a-a50f-1e6d6647500a
1,43.10281037,9.4986873,0.657,208.3,40.5,97.0,20180211,6,6_20180211_a81714d5-82d2-4d9a-a50f-1e6d6647500a
1,42.94176911,9.4865955,0.671,148.1,26.6,81.0,20180326,6,6_20180326_95a906fa-29c7-4c1d-a218-f3c1d00aaf40
1,42.69915238,9.46309422,0.509,70.8,25.4,28.0,20180326,6,6_20180326_95a906fa-29c7-4c1d-a218-f3c1d00aaf40
1,42.70435901,9.46599718,0.63,59.6,16.6,46.0,20180417,6,6_20180417_617d699a-8983-4b57-b582-926377d75b4d
1,42.70111034,9.4614892,0.43,41.0,12.3,105.0,20180417,6,6_20180417_617d699a-8983-4b57-b582-926377d75b4d
1,42.70816689,9.47646354,0.422,49.0,18.1,32.0,20180417,6,6_20180417_617d699a-8983-4b57-b582-926377d75b4d
1,43.00849757,9.43359681,0.596,61.6,13.8,135.0,20180421,6,6_20180421_942e98d0-39a3-4986-8883-2e4fe987feff
1,42.7303164,9.46870293,0.525,43.9,10.3,88.0,20180421,6,6_20180421_942e98d0-39a3-4986-8883-2e4fe987feff
1,42.72623957,9.4698467,0.475,48.1,14.4,102.0,20180421,6,6_20180421_942e98d0-39a3-4986-8883-2e4fe987feff
1,42.68122634,9.47925419,0.379,31.1,10.0,112.0,20180421,6,6_20180421_942e98d0-39a3-4986-8883-2e4fe987feff
1,42.73449644,9.52782274,0.646,82.4,17.1,105.0,20180507,6,6_20180507_54f85eb9-137d-4568-88c3-2b762fd170be
1,42.95502961,9.47085365,0.651,61.5,13.6,105.0,20180512,6,6_20180512_a7efa4f7-2ce6-4015-bdec-ea75c9b11f35
1,42.9441841,9.47309837,0.61,72.4,22.1,95.0,20180512,6,6_20180512_a7efa4f7-2ce6-4015-bdec-ea75c9b11f35
1,42.70849944,9.46280834,0.599,66.5,19.0,100.0,20180512,6,6_20180512_a7efa4f7-2ce6-4015-bdec-ea75c9b11f35
1,42.94789361,9.46391731,0.572,54.6,14.2,115.0,20180512,6,6_20180512_a7efa4f7-2ce6-4015-bdec-ea75c9b11f35
1,42.76790793,9.49584593,0.457,39.9,14.5,87.0,20180512,6,6_20180512_a7efa4f7-2ce6-4015-bdec-ea75c9b11f35
1,43.03160269,9.53691864,0.705,98.9,18.5,12.0,20180518,6,6_20180518_8a1d585f-d256-440b-9bfe-6958503cf15b
1,42.99120498,9.46513735,0.699,59.0,20.5,142.0,20180518,6,6_20180518_8a1d585f-d256-440b-9bfe-6958503cf15b
