class_id,latitude,longitude,confidence,length,breadth,heading,date,aoi_id,source
1,42.31043984,10.46306254,0.467,44.8,14.9,17.0,20180211,17,17_20180211_0b6eebac-2dd8-4624-9722-a33e73457b12
1,42.30224286,10.39443649,0.528,32.1,8.8,82.0,20180313,17,17_20180313_61f0894f-1005-4152-9e7c-a180fc8aa02b
1,42.42688868,10.3879746,0.47,42.4,11.4,18.0,20180313,17,17_20180313_61f0894f-1005-4152-9e7c-a180fc8aa02b
1,42.41680807,10.3607479,0.311,34.5,11.7,168.0,20180313,17,17_20180313_61f0894f-1005-4152-9e7c-a180fc8aa02b
1,42.33922415,10.23588025,0.732,116.2,24.9,69.0,20180507,17,17_20180507_69e2b3f7-84e3-4144-8456-fe0de3fcfd6e
1,42.34671796,10.11909024,0.701,113.1,21.2,173.0,20180518,17,17_20180518_e66bed1c-0659-41af-93cc-c8684788f8fd
1,42.4142849,10.39782933,0.467,40.5,10.9,27.0,20180518,17,17_20180518_e66bed1c-0659-41af-93cc-c8684788f8fd
1,42.376084,10.23684956,0.73,142.4,30.9,49.0,20180603,17,17_20180603_a0bed4cc-c804-4b32-b2ee-d24613722a39
1,42.33694059,10.28938609,0.599,36.6,12.0,165.0,20180609,17,17_20180609_b5b58136-855c-4f73-bbdf-1d8397f6a0d8
1,42.37727529,10.16314329,0.475,38.1,15.2,39.0,20180609,17,17_20180609_b5b58136-855c-4f73-bbdf-1d8397f6a0d8
1,42.30680929,10.38598931,0.637,52.4,11.3,5.0,20180616,17,17_20180616_ba7d8574-6824-4f5a-982d-3b39433848f5
1,42.2161799,10.21249594,0.747,82.6,23.5,50.0,20180621,17,17_20180621_eb0abeee-6e58-4b8e-b23a-a79a8cc77606
1,42.2999429,10.22289904,0.735,224.2,44.0,54.0,20180630,17,17_20180630_2c9984fd-bf79-4317-9c03-0481b41d326b
1,42.34540202,10.2918215,0.665,63.7,16.9,59.0,20180707,17,17_20180707_ae6423aa-dc0f-49ae-8a58-c15af0d159f6
1,42.37364682,10.31782588,0.781,170.8,33.1,57.0,20180712,17,17_20180712_0f2949f4-f531-495d-a17d-ec5053fca76a
1,42.3463808,10.27027579,0.727,201.3,34.9,70.0,20180804,17,17_20180804_aab412a2-2f51-4131-ab2b-32eb860183b6
1,42.40510027,10.14961695,0.711,108.0,27.6,63.0,20180811,17,17_20180811_8d4ee766-7e15-4bbd-8215-2b1b2b4c814a
1,42.37074638,10.15331529,0.609,39.1,10.5,125.0,20180818,17,17_20180818_14e090e3-8d37-449b-83aa-2cf58c5cbbcf
1,42.34105235,10.23347145,0.516,208.2,37.2,171.0,20180829,17,17_20180829_fdba1822-f395-4e82-a5fc-7d24c8a14017
1,42.39000159,10.41020953,0.6,140.3,24.7,124.0,20190324,17,17_20190324_205b7f53-a029-4c11-80e4-1524d35e4af8
1,42.38229059,10.37920496,0.626,102.6,19.8,26.0,20190410,17,17_20190410_d283c195-c752-454b-a557-a7f598106598
1,42.41049351,10.29777562,0.677,260.4,55.2,141.0,20190602,17,17_20190602_e5e9dfb5-e85f-4b21-92ef-9e307d6bad1e
1,42.41134592,10.29648659,0.479,196.1,51.0,136.0,20190602,17,17_20190602_e5e9dfb5-e85f-4b21-92ef-9e307d6bad1e
1,42.366835,10.3427008,0.751,86.3,22.8,83.0,20190617,17,17_20190617_55ea1a3c-9b11-4379-90d7-6b363b598aee
1,42.32016999,10.3320936,0.574,138.3,26.6,41.0,20190617,17,17_20190617_55ea1a3c-9b11-4379-90d7-6b363b598aee
1,42.32529185,10.33948056,0.429,40.2,11.2,157.0,20190626,17,17_20190626_a2f0bad4-379a-40fd-ba04-0fe634e00a39
1,42.40124513,10.22824204,0.657,170.1,36.6,64.0,20190701,17,17_20190701_1cae85c0-e42b-45da-8e08-550c5f540d19
1,42.39370436,10.47286052,0.605,58.6,16.0,38.0,20190701,17,17_20190701_1cae85c0-e42b-45da-8e08-550c5f540d19
1,42.25991188,10.44809194,0.41,35.0,14.6,71.0,20190701,17,17_20190701_1cae85c0-e42b-45da-8e08-550c5f540d19
1,42.33018757,10.19201529,0.728,130.2,29.6,68.0,20190720,17,17_20190720_2e321fe8-efe4-4027-a68f-6c89d13c26c7
1,42.31081737,10.31582661,0.624,74.0,21.3,25.0,20190725,17,17_20190725_d29bf0c4-0144-4b88-b3f8-61df9499f44c
1,42.27532146,10.45390863,0.634,58.9,11.5,74.0,20190805,17,17_20190805_40e3ac5a-c830-4983-98c3-3634562bc8c1
1,42.36839008,10.21976784,0.662,223.2,30.3,141.0,20190811,17,17_20190811_cef9ac92-e36e-4cda-8ca8-13bc31e97b08
1,42.35152452,10.19408274,0.768,173.6,40.0,39.0,20190816,17,17_20190816_005e0993-8bde-400f-9f34-c84946cde1d1
1,42.34865709,10.14004871,0.39,19.3,16.9,77.0,20190821,17,17_20190821_24ae626e-337c-4a73-939c-7f0e49e8726d
1,42.36328705,10.30271873,0.389,139.6,31.3,47.0,20190906,17,17_20190906_b5117c03-9724-47ec-b9d7-34758ddee9ce
1,42.35395973,10.3185282,0.521,49.4,13.5,55.0,20200502,17,17_20200502_bb4c4bc9-2a81-471f-a362-003dc10bb89e
1,42.25461218,10.41462059,0.328,40.1,14.5,39.0,20200521,17,17_20200521_d8d498b3-e255-459a-9e19-186530af9a25
1,42.3642497,10.37756173,0.326,26.7,10.5,5.0,20200626,17,17_20200626_b0bc031a-bdc2-4d3e-b0d0-ffa4a8f67c0c
1,42.36159161,10.26570793,0.728,184.3,35.6,46.0,20200719,17,17_20200719_648c6779-ca1c-46a5-98e1-90647c83a5c2
1,42.34367969,10.12154259,0.305,178.1,36.9,46.0,20200721,17,17_20200721_2d5de675-4928-469b-aebb-db487c47eff1
1,42.46662955,10.31232765,0.687,129.3,26.3,49.0,20200731,17,17_20200731_ee056d8c-e033-4de4-b0af-c64a869da738
1,42.2672674,10.39898892,0.318,29.0,9.2,52.0,20200827,17,17_20200827_c1e74c5f-f536-482f-bfd4-4a3e21fa1c76
1,42.3634625,10.29708893,0.721,168.6,35.9,68.0,20201119,17,17_20201119_01927bc9-effc-483a-907e-a97e60114450
1,42.29499068,10.40527179,0.63,44.6,13.7,65.0,20201119,17,17_20201119_01927bc9-effc-483a-907e-a97e60114450
1,42.32318466,10.19700114,0.538,43.2,12.5,44.0,20210406,17,17_20210406_b6427a62-dda3-4bf8-821f-de2d88f9aea4
1,42.33421096,10.27141741,0.368,66.2,14.0,34.0,20210406,17,17_20210406_b6427a62-dda3-4bf8-821f-de2d88f9aea4
1,42.31484839,10.19427978,0.365,38.0,12.0,41.0,20210406,17,17_20210406_b6427a62-dda3-4bf8-821f-de2d88f9aea4
1,42.32434283,10.24041017,0.327,54.3,12.6,44.0,20210406,17,17_20210406_b6427a62-dda3-4bf8-821f-de2d88f9aea4
1,42.34280267,10.13772802,0.767,159.6,26.0,58.0,20210424,17,17_20210424_9616ec27-9e08-41be-8319-71c6e42b049b
