class_id,latitude,longitude,confidence,length,breadth,heading,date,aoi_id,source
1,43.51865594,4.10553029,0.627,57.8,19.3,50.0,20180105,11,11_20180105_413d42d3-fdbd-4a11-9280-b2c5d0032afe
1,43.51516925,3.92937982,0.604,65.2,13.7,51.0,20180105,11,11_20180105_413d42d3-fdbd-4a11-9280-b2c5d0032afe
1,43.44883461,4.19481767,0.599,63.3,16.4,155.0,20180105,11,11_20180105_413d42d3-fdbd-4a11-9280-b2c5d0032afe
1,43.52261958,4.1144668,0.565,70.0,17.8,43.0,20180105,11,11_20180105_413d42d3-fdbd-4a11-9280-b2c5d0032afe
1,43.49101259,3.89459086,0.517,53.2,13.8,47.0,20180105,11,11_20180105_413d42d3-fdbd-4a11-9280-b2c5d0032afe
1,43.50592725,3.89942144,0.495,46.2,12.8,20.0,20180105,11,11_20180105_413d42d3-fdbd-4a11-9280-b2c5d0032afe
1,43.53474498,4.07244017,0.418,49.5,13.0,158.0,20180105,11,11_20180105_413d42d3-fdbd-4a11-9280-b2c5d0032afe
1,43.4877314,4.11636107,0.405,82.7,18.3,124.0,20180105,11,11_20180105_413d42d3-fdbd-4a11-9280-b2c5d0032afe
1,43.49356851,4.09709874,0.684,60.5,11.8,77.0,20180113,11,11_20180113_4bcf7ef6-c62b-4c38-84e3-203036adc56d
1,43.52154329,4.11380188,0.647,71.3,20.6,27.0,20180113,11,11_20180113_4bcf7ef6-c62b-4c38-84e3-203036adc56d
1,43.54216043,3.98891065,0.624,66.5,16.3,29.0,20180113,11,11_20180113_4bcf7ef6-c62b-4c38-84e3-203036adc56d
1,43.39397191,4.01785776,0.452,53.5,15.9,15.0,20180113,11,11_20180113_4bcf7ef6-c62b-4c38-84e3-203036adc56d
1,43.52437811,3.95271438,0.396,50.6,13.2,168.0,20180113,11,11_20180113_4bcf7ef6-c62b-4c38-84e3-203036adc56d
1,43.52177609,3.93505091,0.316,51.4,11.5,43.0,20180113,11,11_20180113_4bcf7ef6-c62b-4c38-84e3-203036adc56d
1,43.52266974,4.11537204,0.633,78.7,17.6,30.0,20180123,11,11_20180123_e4d3d725-b76e-4f57-b088-99c4aa206112
1,43.5358008,4.00329287,0.585,124.1,14.4,16.0,20180123,11,11_20180123_e4d3d725-b76e-4f57-b088-99c4aa206112
1,43.48601361,3.89110273,0.575,47.8,12.5,31.0,20180123,11,11_20180123_e4d3d725-b76e-4f57-b088-99c4aa206112
1,43.5366313,3.99911439,0.537,51.4,11.3,54.0,20180123,11,11_20180123_e4d3d725-b76e-4f57-b088-99c4aa206112
