class_id,latitude,longitude,confidence,length,breadth,heading,date,aoi_id,source
1,42.56188609,9.47993118,0.39,365.6,70.9,108.0,20180102,3,3_20180102_5381ec4d-e182-4df1-b803-3bc824e6dce4
1,42.56188254,9.47997382,0.399,380.3,76.5,108.0,20180109,3,3_20180109_c15c86a5-abce-417c-a14b-f1673c1168d5
1,42.56194703,9.47994325,0.301,367.4,76.2,108.0,20180117,3,3_20180117_63964e6e-cd58-498f-870a-73da44ef7039
1,42.56204462,9.47987004,0.369,362.7,71.6,110.0,20180129,3,3_20180129_b0b75243-de13-4183-909c-4e76d9c9279c
1,42.34096855,9.54414852,0.47,55.0,15.1,136.0,20180324,3,3_20180324_f9ec5ee1-cc77-461b-b528-f4671896e92f
1,42.56208544,9.47987916,0.348,341.9,65.0,109.0,20180324,3,3_20180324_f9ec5ee1-cc77-461b-b528-f4671896e92f
1,42.56195446,9.47992621,0.332,379.0,81.9,107.0,20180406,3,3_20180406_91284af9-6c94-4fe6-a607-534d78f0d779
1,42.40789608,9.55708567,0.607,69.9,14.1,83.0,20180407,3,3_20180407_29b6f0a2-8c76-4632-b90a-ecec85f0b878
1,42.48958967,9.60391831,0.454,99.3,21.1,102.0,20180407,3,3_20180407_29b6f0a2-8c76-4632-b90a-ecec85f0b878
1,42.34182871,9.54456813,0.489,77.2,18.0,6.0,20180423,3,3_20180423_d9507a53-2612-4675-845d-afa3ff66629a
1,42.42743073,9.55544644,0.388,98.8,20.5,97.0,20180507,3,3_20180507_2ff992c0-1dc7-4117-88c1-49ab7b123190
1,42.34323041,9.54345456,0.68,52.5,14.5,63.0,20180520,3,3_20180520_229cdf62-cb63-4c86-abce-0b254891174a
1,42.58878801,9.51885564,0.587,102.9,17.1,115.0,20180520,3,3_20180520_229cdf62-cb63-4c86-abce-0b254891174a
1,42.32613165,9.5701265,0.654,99.9,15.9,143.0,20180525,3,3_20180525_b99d3d57-f5ed-43ee-9e05-4f202fd1d71c
1,42.20233759,9.61971028,0.601,99.7,28.0,87.0,20180526,3,3_20180526_de006672-d7db-441d-bda1-0ee35c600098
1,42.33442877,9.54887743,0.581,55.5,11.3,75.0,20180526,3,3_20180526_de006672-d7db-441d-bda1-0ee35c600098
