class_id,latitude,longitude,confidence,length,breadth,heading,date,aoi_id,source
1,43.26674603,3.50555039,0.388,61.5,17.0,99.0,20180105,8,8_20180105_430da9f4-63cc-4d87-be97-bb8d212c87ad
1,43.17663334,3.21275245,0.363,59.7,14.8,105.0,20180105,8,8_20180105_430da9f4-63cc-4d87-be97-bb8d212c87ad
1,43.38192158,3.72159945,0.317,90.9,26.0,145.0,20180105,8,8_20180105_430da9f4-63cc-4d87-be97-bb8d212c87ad
1,43.39206457,3.69847379,0.714,66.6,15.4,54.0,20180119,8,8_20180119_b789e652-50fc-436d-ac35-0c6508c5f897
1,43.2770784,3.52410185,0.56,53.7,12.3,43.0,20180119,8,8_20180119_b789e652-50fc-436d-ac35-0c6508c5f897
1,43.35199824,3.60248134,0.549,40.3,15.2,7.0,20180119,8,8_20180119_b789e652-50fc-436d-ac35-0c6508c5f897
1,43.35393126,3.6140944,0.445,39.8,11.5,81.0,20180119,8,8_20180119_b789e652-50fc-436d-ac35-0c6508c5f897
1,43.31119416,3.56779161,0.701,90.2,16.2,57.0,20180123,8,8_20180123_c948bf49-11a6-4a04-9c2f-3183d8341dae
1,43.27600849,3.52348133,0.7,74.5,14.6,39.0,20180123,8,8_20180123_c948bf49-11a6-4a04-9c2f-3183d8341dae
1,43.31441823,3.56337815,0.575,53.5,11.1,55.0,20180123,8,8_20180123_c948bf49-11a6-4a04-9c2f-3183d8341dae
1,43.28482993,3.5296878,0.527,35.6,8.2,68.0,20180123,8,8_20180123_c948bf49-11a6-4a04-9c2f-3183d8341dae
1,43.28577461,3.52930384,0.647,64.6,16.0,55.0,20180128,8,8_20180128_a713312b-396c-43a6-a76a-fedd4cedef3e
1,43.26886274,3.43291579,0.641,56.5,14.4,52.0,20180129,8,8_20180129_8690410a-d193-47c7-9e72-d213b4c1ffcd
1,43.28414026,3.55174149,0.539,62.4,16.1,54.0,20180129,8,8_20180129_8690410a-d193-47c7-9e72-d213b4c1ffcd
1,43.22794063,3.29507708,0.442,71.3,22.2,33.0,20180129,8,8_20180129_8690410a-d193-47c7-9e72-d213b4c1ffcd
1,43.10265648,3.3761322,0.428,46.5,13.0,26.0,20180129,8,8_20180129_8690410a-d193-47c7-9e72-d213b4c1ffcd
1,43.26628851,3.47140184,0.418,36.6,13.0,78.0,20180129,8,8_20180129_8690410a-d193-47c7-9e72-d213b4c1ffcd
1,43.32817162,3.62360785,0.559,53.0,13.9,95.0,20180213,8,8_20180213_6cf9eb4e-37ac-45fb-805c-8cc652953e22
1,43.31170514,3.57555275,0.497,79.4,13.9,152.0,20180213,8,8_20180213_6cf9eb4e-37ac-45fb-805c-8cc652953e22
1,43.24630618,3.39361979,0.484,46.8,10.8,14.0,20180213,8,8_20180213_6cf9eb4e-37ac-45fb-805c-8cc652953e22
1,43.3172081,3.57265247,0.465,63.2,18.2,155.0,20180213,8,8_20180213_6cf9eb4e-37ac-45fb-805c-8cc652953e22
1,43.35561979,3.79112622,0.442,79.6,20.5,167.0,20180213,8,8_20180213_6cf9eb4e-37ac-45fb-805c-8cc652953e22
1,43.38863984,3.74508501,0.702,94.3,23.9,17.0,20180219,8,8_20180219_da756b5f-9dbb-4017-a2da-8f152763035a
1,43.26959368,3.46693711,0.676,58.5,18.0,158.0,20180219,8,8_20180219_da756b5f-9dbb-4017-a2da-8f152763035a
1,43.37110318,3.6482649,0.625,109.4,17.8,26.0,20180219,8,8_20180219_da756b5f-9dbb-4017-a2da-8f152763035a
1,43.39024542,3.69305447,0.623,56.3,12.6,35.0,20180219,8,8_20180219_da756b5f-9dbb-4017-a2da-8f152763035a
1,43.40035873,3.72675903,0.578,60.4,16.5,35.0,20180219,8,8_20180219_da756b5f-9dbb-4017-a2da-8f152763035a
1,43.26717342,3.49666086,0.48,58.2,15.5,7.0,20180219,8,8_20180219_da756b5f-9dbb-4017-a2da-8f152763035a
1,43.25665183,3.50347706,0.302,44.7,13.4,78.0,20180219,8,8_20180219_da756b5f-9dbb-4017-a2da-8f152763035a
1,43.18871129,3.22311697,0.625,55.5,12.7,41.0,20180225,8,8_20180225_ae756e91-cf72-424a-bf2b-10d32e8d806b
1,43.2910581,3.57238302,0.561,44.7,15.2,141.0,20180225,8,8_20180225_ae756e91-cf72-424a-bf2b-10d32e8d806b
1,43.38897189,3.70300526,0.612,50.1,16.1,14.0,20180227,8,8_20180227_f90cd1ec-cc65-49ab-96fa-0001a2e5f52a
1,43.11027661,3.30824412,0.368,48.3,12.7,36.0,20180227,8,8_20180227_f90cd1ec-cc65-49ab-96fa-0001a2e5f52a
1,43.2618595,3.70518294,0.355,48.1,17.5,42.0,20180227,8,8_20180227_f90cd1ec-cc65-49ab-96fa-0001a2e5f52a
1,43.26081514,3.71885524,0.509,46.4,11.6,47.0,20180313,8,8_20180313_79e79ac8-e13d-4555-be72-3081044f78de
1,43.14341769,3.21797925,0.705,56.6,19.6,26.0,20180317,8,8_20180317_55f88313-9771-45e3-b8d6-8bb9a3674385
1,43.35996749,3.61929068,0.696,63.6,15.7,45.0,20180317,8,8_20180317_55f88313-9771-45e3-b8d6-8bb9a3674385
1,43.28547731,3.61072693,0.662,54.9,15.3,169.0,20180317,8,8_20180317_55f88313-9771-45e3-b8d6-8bb9a3674385
1,43.25735438,3.52402435,0.648,90.6,22.1,72.0,20180317,8,8_20180317_55f88313-9771-45e3-b8d6-8bb9a3674385
1,43.27014712,3.506151,0.596,72.0,13.1,80.0,20180317,8,8_20180317_55f88313-9771-45e3-b8d6-8bb9a3674385
1,43.26042476,3.48883468,0.567,53.7,14.2,30.0,20180317,8,8_20180317_55f88313-9771-45e3-b8d6-8bb9a3674385
1,43.20754849,3.25043591,0.512,41.2,12.7,32.0,20180317,8,8_20180317_55f88313-9771-45e3-b8d6-8bb9a3674385
1,43.4038657,3.79702927,0.502,44.5,14.2,107.0,20180317,8,8_20180317_55f88313-9771-45e3-b8d6-8bb9a3674385
1,43.26151499,3.37707006,0.48,47.0,15.0,20.0,20180317,8,8_20180317_55f88313-9771-45e3-b8d6-8bb9a3674385
1,43.22851154,3.71447828,0.428,122.3,25.5,5.0,20180317,8,8_20180317_55f88313-9771-45e3-b8d6-8bb9a3674385
1,43.26542869,3.48295062,0.558,113.7,21.4,16.0,20180331,8,8_20180331_537fca03-41e7-4c5f-b73e-a0fca13b6baf
1,43.31902638,3.56779553,0.538,49.4,13.4,31.0,20180331,8,8_20180331_537fca03-41e7-4c5f-b73e-a0fca13b6baf
1,43.38777821,3.67737623,0.346,177.0,20.2,13.0,20180405,8,8_20180405_23d3fcaa-8f5d-4b86-a13a-7c349700b80b
1,43.24270886,3.48735908,0.65,103.7,21.3,46.0,20180410,8,8_20180410_fe106df2-4f01-4c68-af77-feda2b342a3d
1,43.40046796,3.73089136,0.536,57.2,20.3,5.0,20180415,8,8_20180415_626373a7-e7e0-4b96-ab8e-77e9890a0be2
1,43.28792021,3.5320346,0.695,89.1,24.5,58.0,20180421,8,8_20180421_e5cb47e8-a26a-4980-b7eb-4e1a5e69f855
1,43.12403805,3.25306573,0.592,59.6,13.8,150.0,20180421,8,8_20180421_e5cb47e8-a26a-4980-b7eb-4e1a5e69f855
1,43.41280526,3.75499732,0.583,46.4,11.8,25.0,20180421,8,8_20180421_e5cb47e8-a26a-4980-b7eb-4e1a5e69f855
1,43.35976546,3.66681468,0.572,61.9,12.8,54.0,20180421,8,8_20180421_e5cb47e8-a26a-4980-b7eb-4e1a5e69f855
1,43.26885343,3.49511763,0.563,61.7,16.0,165.0,20180421,8,8_20180421_e5cb47e8-a26a-4980-b7eb-4e1a5e69f855
1,43.39462927,3.73037681,0.542,94.1,21.4,21.0,20180421,8,8_20180421_e5cb47e8-a26a-4980-b7eb-4e1a5e69f855
1,43.18430273,3.21424532,0.541,50.3,12.7,45.0,20180421,8,8_20180421_e5cb47e8-a26a-4980-b7eb-4e1a5e69f855
1,43.43114875,3.78599981,0.489,44.3,14.9,35.0,20180421,8,8_20180421_e5cb47e8-a26a-4980-b7eb-4e1a5e69f855
1,43.39440556,3.71746569,0.466,141.0,18.6,54.0,20180421,8,8_20180421_e5cb47e8-a26a-4980-b7eb-4e1a5e69f855
1,43.28779822,3.53008632,0.421,45.0,15.3,56.0,20180421,8,8_20180421_e5cb47e8-a26a-4980-b7eb-4e1a5e69f855
1,43.24436588,3.53669451,0.411,33.9,12.0,108.0,20180421,8,8_20180421_e5cb47e8-a26a-4980-b7eb-4e1a5e69f855
1,43.2391519,3.29581608,0.656,135.0,13.6,50.0,20180427,8,8_20180427_fa37b274-75d0-4c41-ae6e-e83e847da3dd
1,43.39202033,3.69678911,0.649,68.3,19.8,19.0,20180427,8,8_20180427_fa37b274-75d0-4c41-ae6e-e83e847da3dd
1,43.26885438,3.49112141,0.555,64.6,19.1,171.0,20180427,8,8_20180427_fa37b274-75d0-4c41-ae6e-e83e847da3dd
1,43.38592296,3.77092166,0.532,90.7,24.1,165.0,20180427,8,8_20180427_fa37b274-75d0-4c41-ae6e-e83e847da3dd
1,43.27025239,3.48781979,0.307,130.6,28.4,2.0,20180427,8,8_20180427_fa37b274-75d0-4c41-ae6e-e83e847da3dd
1,43.37980348,3.75110027,0.577,158.6,32.1,112.0,20180428,8,8_20180428_0c8c2f66-8a66-4e33-908a-eaaae9fd04b0
1,43.38092729,3.74604714,0.523,46.3,14.3,116.0,20180428,8,8_20180428_0c8c2f66-8a66-4e33-908a-eaaae9fd04b0
1,43.38404778,3.73757373,0.408,66.7,18.8,28.0,20180428,8,8_20180428_0c8c2f66-8a66-4e33-908a-eaaae9fd04b0
1,43.24318379,3.55131438,0.701,124.5,32.3,27.0,20180502,8,8_20180502_db5efe4a-4423-47a4-a8d3-33857fed038d
1,43.29359474,3.59227347,0.499,54.4,19.5,119.0,20180502,8,8_20180502_db5efe4a-4423-47a4-a8d3-33857fed038d
1,43.18692566,3.20939371,0.466,37.5,10.4,154.0,20180502,8,8_20180502_db5efe4a-4423-47a4-a8d3-33857fed038d
1,43.39043581,3.66608104,0.32,47.3,14.9,171.0,20180502,8,8_20180502_db5efe4a-4423-47a4-a8d3-33857fed038d
1,43.40412741,3.7755773,0.389,55.1,17.5,33.0,20180505,8,8_20180505_63bacff4-eb19-44fb-b2c8-925e69d74521
1,43.27331088,3.52241035,0.31,72.3,18.8,42.0,20180505,8,8_20180505_63bacff4-eb19-44fb-b2c8-925e69d74521
1,43.28000644,3.52635141,0.638,66.2,17.3,24.0,20180508,8,8_20180508_f44b89aa-ee50-44b3-8b93-b1a90152caf7
1,43.27436268,3.52833656,0.63,52.5,13.1,38.0,20180508,8,8_20180508_f44b89aa-ee50-44b3-8b93-b1a90152caf7
1,43.27723253,3.52318991,0.619,45.4,11.8,53.0,20180508,8,8_20180508_f44b89aa-ee50-44b3-8b93-b1a90152caf7
1,43.32974289,3.57988251,0.573,45.9,13.0,59.0,20180516,8,8_20180516_b1087870-f7ba-465e-bb17-f641f444f9a4
1,43.28241412,3.52664283,0.667,46.2,13.4,60.0,20180520,8,8_20180520_da3514b2-e15f-42b3-a96b-1e02d799790f
1,43.30978397,3.55058566,0.631,41.8,12.5,58.0,20180520,8,8_20180520_da3514b2-e15f-42b3-a96b-1e02d799790f
1,43.31073609,3.5568019,0.627,45.7,13.8,32.0,20180520,8,8_20180520_da3514b2-e15f-42b3-a96b-1e02d799790f
1,43.2502166,3.52863708,0.611,89.5,16.1,94.0,20180520,8,8_20180520_da3514b2-e15f-42b3-a96b-1e02d799790f
1,43.40675094,3.75043586,0.551,49.8,14.8,33.0,20180520,8,8_20180520_da3514b2-e15f-42b3-a96b-1e02d799790f
