class_id,latitude,longitude,confidence,length,breadth,heading,date,aoi_id,source
1,42.7224511,9.06642664,0.659,42.5,13.0,70.0,20180106,1,1_20180106_2a73f8be-0392-43ab-9fcb-0a8f29ece504
1,42.59373382,8.73161457,0.502,148.0,24.4,137.0,20180123,1,1_20180123_57ba7b15-9ad3-494d-a59d-46f01d8074c5
1,42.60877765,8.80755772,0.625,68.1,15.7,28.0,20180127,1,1_20180127_8fa84c84-3a1e-4790-b3bc-da0a2f865918
1,42.58799234,8.78837829,0.593,64.3,14.8,54.0,20180211,1,1_20180211_f638ce7a-bf0b-4185-8542-6c86b1f80ff7
1,42.57761573,8.77892933,0.687,75.3,14.2,48.0,20180309,1,1_20180309_0206089d-b681-4971-87d5-8f4150cd3bc0
1,42.56872829,8.72991898,0.395,42.8,14.9,93.0,20180309,1,1_20180309_0206089d-b681-4971-87d5-8f4150cd3bc0
1,42.71489512,9.0199333,0.549,38.0,12.9,165.0,20180323,1,1_20180323_6091d8fa-3a39-4748-98bf-583820ead1ee
1,42.56982427,8.76631616,0.701,72.6,13.8,67.0,20180327,1,1_20180327_387b2754-9682-4a92-b147-1d67b81b3fcf
1,42.56396737,8.69329631,0.452,33.8,9.1,56.0,20180327,1,1_20180327_387b2754-9682-4a92-b147-1d67b81b3fcf
1,42.58558461,8.78668483,0.559,49.5,16.4,55.0,20180407,1,1_20180407_00c25c9c-8dbb-4cca-acfe-ac50da995c25
1,42.61555015,8.86261072,0.514,39.8,9.7,49.0,20180413,1,1_20180413_3f66b14d-8f9e-413c-b763-70aa4f3f16a5
1,42.56443521,8.76659465,0.596,36.8,9.9,3.0,20180417,1,1_20180417_95a346e5-0098-41c4-8a07-e164698dc8ad
1,42.4834811,8.62373804,0.703,83.8,16.7,54.0,20180422,1,1_20180422_e8008090-ac6a-4939-bc75-a6a7af19493b
1,42.61108401,8.83883467,0.678,66.4,16.9,57.0,20180422,1,1_20180422_e8008090-ac6a-4939-bc75-a6a7af19493b
1,42.57815968,8.73917268,0.657,84.3,16.8,154.0,20180422,1,1_20180422_e8008090-ac6a-4939-bc75-a6a7af19493b
1,42.48496154,8.64315304,0.623,95.4,13.9,57.0,20180422,1,1_20180422_e8008090-ac6a-4939-bc75-a6a7af19493b
1,42.60476707,8.80224437,0.348,38.2,15.9,26.0,20180423,1,1_20180423_9841ab09-baaa-4558-8887-63ab7933df9b
1,42.62068223,8.78303833,0.726,79.1,27.9,74.0,20180429,1,1_20180429_ad827949-855b-435a-9536-674521af0b01
1,42.61479213,8.83290169,0.663,88.2,14.5,26.0,20180429,1,1_20180429_ad827949-855b-435a-9536-674521af0b01
1,42.63721128,8.95139189,0.647,48.4,12.9,11.0,20180429,1,1_20180429_ad827949-855b-435a-9536-674521af0b01
1,42.64621227,8.95312693,0.627,48.8,13.7,18.0,20180429,1,1_20180429_ad827949-855b-435a-9536-674521af0b01
1,42.73224071,9.09678315,0.618,78.7,14.1,35.0,20180429,1,1_20180429_ad827949-855b-435a-9536-674521af0b01
1,42.73580448,9.10785327,0.582,86.3,12.3,27.0,20180429,1,1_20180429_ad827949-855b-435a-9536-674521af0b01
1,42.64356911,8.93980204,0.552,78.3,12.6,119.0,20180429,1,1_20180429_ad827949-855b-435a-9536-674521af0b01
1,42.5662752,8.77563487,0.366,54.5,17.5,47.0,20180429,1,1_20180429_ad827949-855b-435a-9536-674521af0b01
1,42.57121733,8.76445565,0.671,84.6,18.5,118.0,20180511,1,1_20180511_41a58c1b-7f3b-4d6e-88c0-c0377f574692
1,42.58865844,8.79511396,0.644,53.1,15.5,57.0,20180511,1,1_20180511_41a58c1b-7f3b-4d6e-88c0-c0377f574692
1,42.56681981,8.7764646,0.503,36.8,10.6,151.0,20180511,1,1_20180511_41a58c1b-7f3b-4d6e-88c0-c0377f574692
1,42.56515467,8.77784017,0.495,45.1,11.1,96.0,20180511,1,1_20180511_41a58c1b-7f3b-4d6e-88c0-c0377f574692
1,42.56346512,8.77774011,0.302,41.0,11.1,112.0,20180511,1,1_20180511_41a58c1b-7f3b-4d6e-88c0-c0377f574692
1,42.59666589,8.77776965,0.726,97.8,21.9,37.0,20180512,1,1_20180512_ac284dac-b228-4f13-8222-5c2ff88fd268
1,42.63490446,8.89013764,0.718,94.8,20.1,26.0,20180512,1,1_20180512_ac284dac-b228-4f13-8222-5c2ff88fd268
1,42.57795345,8.75124623,0.656,57.5,16.1,153.0,20180512,1,1_20180512_ac284dac-b228-4f13-8222-5c2ff88fd268
1,42.49776575,8.65186678,0.631,64.4,14.8,69.0,20180512,1,1_20180512_ac284dac-b228-4f13-8222-5c2ff88fd268
1,42.56582204,8.76358486,0.577,37.2,9.7,50.0,20180512,1,1_20180512_ac284dac-b228-4f13-8222-5c2ff88fd268
1,42.56307407,8.7835438,0.475,41.6,10.6,107.0,20180512,1,1_20180512_ac284dac-b228-4f13-8222-5c2ff88fd268
1,42.672781,8.95342738,0.373,102.8,21.4,35.0,20180512,1,1_20180512_ac284dac-b228-4f13-8222-5c2ff88fd268
1,42.55656246,8.67649771,0.743,72.7,21.2,54.0,20180519,1,1_20180519_b3c81cd6-b50a-4231-8bb0-633b6e05791c
1,42.60613889,8.83147316,0.691,74.7,15.6,59.0,20180519,1,1_20180519_b3c81cd6-b50a-4231-8bb0-633b6e05791c
1,42.53416896,8.66556151,0.684,153.4,29.4,60.0,20180519,1,1_20180519_b3c81cd6-b50a-4231-8bb0-633b6e05791c
1,42.56720485,8.78851952,0.678,77.8,13.4,12.0,20180519,1,1_20180519_b3c81cd6-b50a-4231-8bb0-633b6e05791c
1,42.6297074,8.83357628,0.651,76.4,15.4,86.0,20180519,1,1_20180519_b3c81cd6-b50a-4231-8bb0-633b6e05791c
1,42.56597234,8.76369585,0.645,45.6,10.6,55.0,20180519,1,1_20180519_b3c81cd6-b50a-4231-8bb0-633b6e05791c
1,42.60704981,8.80740591,0.629,85.2,15.6,19.0,20180519,1,1_20180519_b3c81cd6-b50a-4231-8bb0-633b6e05791c
