class_id,latitude,longitude,confidence,length,breadth,heading,date,aoi_id,source
1,41.84101539,9.40904001,0.673,57.4,21.2,98.0,20180204,4,4_20180204_396d6c21-7ef1-417c-bbd5-7132bab3dd97
1,41.82354312,9.44634358,0.58,51.0,13.1,135.0,20180204,4,4_20180204_396d6c21-7ef1-417c-bbd5-7132bab3dd97
1,42.17068974,9.57762205,0.625,58.6,13.9,95.0,20180309,4,4_20180309_88e31be5-4ddd-438f-867f-6cae0924215a
1,42.17578749,9.5865067,0.32,30.5,10.8,68.0,20180323,4,4_20180323_a375c01f-6737-4720-8849-80ae4d4b7684
1,42.04030708,9.56160916,0.711,120.2,21.5,80.0,20180324,4,4_20180324_a08f54ba-730e-4520-97dc-3714c059d741
1,41.82489592,9.41114515,0.472,78.7,14.7,87.0,20180324,4,4_20180324_a08f54ba-730e-4520-97dc-3714c059d741
1,41.86554024,9.40965796,0.616,77.9,18.9,84.0,20180326,4,4_20180326_18b03e05-8ce5-439c-a61e-a4da9d6e1196
1,41.90007013,9.53213609,0.609,133.3,32.0,80.0,20180407,4,4_20180407_15ed0e39-b185-4690-a887-9ef84b444ce1
1,41.81559581,9.41052785,0.643,117.7,18.2,89.0,20180422,4,4_20180422_ae01cb21-2c69-4120-be88-2968de298b82
1,41.7857225,9.41790831,0.481,137.0,23.5,90.0,20180422,4,4_20180422_ae01cb21-2c69-4120-be88-2968de298b82
1,41.90314725,9.40998892,0.64,50.8,9.6,68.0,20180510,4,4_20180510_df168197-5253-4508-b421-46ef2775fccf
1,41.80840657,9.53202879,0.602,90.8,24.5,68.0,20180517,4,4_20180517_dee93c3e-e41e-4675-99b5-5dc37b7455f2
1,41.78700128,9.41372469,0.467,28.4,9.2,80.0,20180517,4,4_20180517_dee93c3e-e41e-4675-99b5-5dc37b7455f2
1,41.80785158,9.53162243,0.359,111.3,25.7,67.0,20180517,4,4_20180517_dee93c3e-e41e-4675-99b5-5dc37b7455f2
1,42.02012937,9.63231577,0.728,99.5,27.6,89.0,20180519,4,4_20180519_3d3de95b-b102-42f1-aef2-b4a0d183005e
1,42.13439691,9.57366277,0.677,101.6,25.5,82.0,20180519,4,4_20180519_3d3de95b-b102-42f1-aef2-b4a0d183005e
1,41.94623582,9.51322245,0.757,84.2,21.5,66.0,20180525,4,4_20180525_aa33072f-5e0b-4af7-a854-ea97a5c52d2a
1,42.16096491,9.64919985,0.707,198.2,40.2,48.0,20180525,4,4_20180525_aa33072f-5e0b-4af7-a854-ea97a5c52d2a
1,41.88218128,9.46503844,0.698,82.3,12.3,41.0,20180525,4,4_20180525_aa33072f-5e0b-4af7-a854-ea97a5c52d2a
1,41.97037026,9.55775152,0.674,69.4,12.7,59.0,20180525,4,4_20180525_aa33072f-5e0b-4af7-a854-ea97a5c52d2a
1,41.79720489,9.43736491,0.641,54.6,10.9,112.0,20180525,4,4_20180525_aa33072f-5e0b-4af7-a854-ea97a5c52d2a
1,41.89782174,9.41996214,0.687,159.0,18.7,76.0,20180526,4,4_20180526_aff8482f-74fa-44fc-ad9d-14e08af2cf7d
1,41.79736212,9.40122521,0.623,64.7,12.7,12.0,20180526,4,4_20180526_aff8482f-74fa-44fc-ad9d-14e08af2cf7d
1,41.79885819,9.4069349,0.571,41.6,11.1,86.0,20180526,4,4_20180526_aff8482f-74fa-44fc-ad9d-14e08af2cf7d
1,41.82356774,9.48173926,0.342,22.5,7.8,66.0,20180526,4,4_20180526_aff8482f-74fa-44fc-ad9d-14e08af2cf7d
1,41.8671825,9.41119688,0.574,86.9,17.2,79.0,20180530,4,4_20180530_08372196-7dee-4c96-836a-031105198acf
1,41.84973068,9.40665673,0.65,72.8,18.6,112.0,20180602,4,4_20180602_871081ce-bbf3-48d4-bfc3-78feb51898b9
1,41.88294598,9.41581387,0.581,37.0,8.8,74.0,20180602,4,4_20180602_871081ce-bbf3-48d4-bfc3-78feb51898b9
1,42.02703613,9.66526653,0.562,49.3,17.9,158.0,20180602,4,4_20180602_871081ce-bbf3-48d4-bfc3-78feb51898b9
1,41.87147491,9.41095096,0.536,41.1,10.3,72.0,20180602,4,4_20180602_871081ce-bbf3-48d4-bfc3-78feb51898b9
1,41.99220587,9.46948195,0.362,36.2,12.2,10.0,20180602,4,4_20180602_871081ce-bbf3-48d4-bfc3-78feb51898b9
1,41.89628226,9.41522612,0.701,79.1,15.8,85.0,20180609,4,4_20180609_a23685d6-f33f-4903-8304-053f1a67319c
1,41.79183325,9.40098486,0.592,99.9,14.5,126.0,20180609,4,4_20180609_a23685d6-f33f-4903-8304-053f1a67319c
1,42.0065896,9.46724596,0.537,65.4,15.9,40.0,20180609,4,4_20180609_a23685d6-f33f-4903-8304-053f1a67319c
1,42.00106353,9.56980344,0.736,88.5,25.7,83.0,20180615,4,4_20180615_414de615-df62-4438-b922-800b01531321
1,41.8209037,9.41605414,0.707,118.5,23.7,104.0,20180615,4,4_20180615_414de615-df62-4438-b922-800b01531321
1,41.84136406,9.41054466,0.687,80.3,15.1,81.0,20180616,4,4_20180616_cf97c630-c5eb-4c04-9adf-35c2bc9c6e87
1,41.82874165,9.41068043,0.661,159.5,20.6,93.0,20180616,4,4_20180616_cf97c630-c5eb-4c04-9adf-35c2bc9c6e87
