uuid,lat,lon,speed,course,heading,navstat,destination,last_pos_epoch,last_pos_utc,distance_nm,mmsi,imo,type,type_specific,length,breadth,country_iso
0203aacd-3233-adc4-0643-38dc3911992b,41.33977,9.344283,135.0,52.0,53,,CIVITAVECCHIA,1664917260,2022-10-04 21:01:00,40.7753073474329,247322800.0,9601132.0,Passenger,Passenger Ship,253.26,38.19,IT
040eb890-182c-0efe-dc0c-05ebf542c2f7,41.37074,9.108276,51.0,328.0,511,,CLASS B,1664888580,2022-10-04 13:03:00,31.9670452383228,267210102.0,,Sailing Vessel,Sailing Vessel,15.0,6.0,SK
040eb890-182c-0efe-dc0c-05ebf542c2f7,41.456,9.057408,15.0,44.0,511,,CLASS B,1664892060,2022-10-04 14:01:00,26.6041660533195,267210102.0,,Sailing Vessel,Sailing Vessel,15.0,6.0,SK
040eb890-182c-0efe-dc0c-05ebf542c2f7,41.47438,9.072026,0.0,54.0,511,,CLASS B,1664895360,2022-10-04 14:56:00,26.2704973299761,267210102.0,,Sailing Vessel,Sailing Vessel,15.0,6.0,SK
040eb890-182c-0efe-dc0c-05ebf542c2f7,41.47439,9.07203,1.0,54.0,511,,CLASS B,1664899080,2022-10-04 15:58:00,26.2702048058856,267210102.0,,Sailing Vessel,Sailing Vessel,15.0,6.0,SK
040eb890-182c-0efe-dc0c-05ebf542c2f7,41.47439,9.072042,0.0,112.0,511,,CLASS B,1664902560,2022-10-04 16:56:00,26.2705898228017,267210102.0,,Sailing Vessel,Sailing Vessel,15.0,6.0,SK
040eb890-182c-0efe-dc0c-05ebf542c2f7,41.47439,9.072042,0.0,112.0,511,,CLASS B,1664906100,2022-10-04 17:55:00,26.2705898228017,267210102.0,,Sailing Vessel,Sailing Vessel,15.0,6.0,SK
040eb890-182c-0efe-dc0c-05ebf542c2f7,41.47437,9.072039,0.0,112.0,511,,CLASS B,1664913660,2022-10-04 20:01:00,26.2713352854643,267210102.0,,Sailing Vessel,Sailing Vessel,15.0,6.0,SK
040eb890-182c-0efe-dc0c-05ebf542c2f7,41.4744,9.072012,0.0,112.0,511,,CLASS B,1664920740,2022-10-04 21:59:00,26.2692064286706,267210102.0,,Sailing Vessel,Sailing Vessel,15.0,6.0,SK
040eb890-182c-0efe-dc0c-05ebf542c2f7,41.47441,9.07202,0.0,112.0,511,,CLASS B,1664931420,2022-10-05 00:57:00,26.2690422537333,267210102.0,,Sailing Vessel,Sailing Vessel,15.0,6.0,SK
