uuid,lat,lon,speed,course,heading,navstat,destination,last_pos_epoch,last_pos_utc,distance_nm,mmsi,imo,type,type_specific,length,breadth,country_iso
03fb459f-b1b5-0be4-3514-e9bde92dcbc0,41.29597,9.265057,165.0,66.0,62,,IT SAL,1646370300,2022-03-04 05:05:00,40.011784575773,229706000.0,9175494.0,Cargo,Ro-Ro or Container Carrier,195.1,25.2,MT
0929b902-4e6a-c488-bbf4-2278d7bad892,41.3264,9.331126,99.0,50.0,48,,GR VOL,1646334300,2022-03-03 19:05:00,40.8606566514142,277551000.0,9281592.0,Cargo,General Cargo,87.0,11.39,LT
0cc7a4c1-3ca8-779e-5061-e40988574a92,41.339,9.35045,120.0,50.0,50,,IT PIO,1646269680,2022-03-03 01:08:00,41.0165445103531,253767000.0,9369306.0,Cargo,General Cargo,118.14,16.13,LU
0cc7a4c1-3ca8-779e-5061-e40988574a92,41.47123,9.523084,117.0,40.0,40,,IT PIO,1646273160,2022-03-03 02:06:00,43.2126361879266,253767000.0,9369306.0,Cargo,General Cargo,118.14,16.13,LU
1614d4d0-af64-7078-3bd8-43f94b47c132,41.29749,9.259789,166.0,252.0,254,,FRSET,1646215560,2022-03-02 10:06:00,39.7827791376763,256049000.0,9306718.0,Cargo,Ro-Ro Cargo,165.0,26.23,MT
1a815ffb-7096-29df-5321-60846a3817ce,41.30408,9.28974,106.0,51.0,47,,SESTRI LEVANTE,1646334300,2022-03-03 19:05:00,40.434593500059,248141000.0,9794800.0,Dredger,Hopper Dredger,84.2,19.0,MT
1a815ffb-7096-29df-5321-60846a3817ce,41.39626,9.47029,92.0,21.0,25,,SESTRI LEVANTE,1646337900,2022-03-03 20:05:00,43.3232875572186,248141000.0,9794800.0,Dredger,Hopper Dredger,84.2,19.0,MT
1a815ffb-7096-29df-5321-60846a3817ce,41.55503,9.53986,95.0,18.0,18,,SESTRI LEVANTE,1646341560,2022-03-03 21:06:00,41.9901970158741,248141000.0,9794800.0,Dredger,Hopper Dredger,84.2,19.0,MT
2645179e-d6d8-56e8-073c-73579ea81c75,41.34652,9.346965,109.0,55.0,57,,FR PVO,1646211900,2022-03-02 09:05:00,40.6046957316831,228200800.0,9163570.0,Cargo,Cement Carrier,90.6,13.75,FR
2645179e-d6d8-56e8-073c-73579ea81c75,41.50229,9.412519,117.0,5.0,5,,FR PVO,1646215500,2022-03-02 10:05:00,37.9257863709685,228200800.0,9163570.0,Cargo,Cement Carrier,90.6,13.75,FR
2645179e-d6d8-56e8-073c-73579ea81c75,41.59001,9.293828,32.0,216.0,193,,FR PVO,1646219100,2022-03-02 11:05:00,30.8996002626336,228200800.0,9163570.0,Cargo,Cement Carrier,90.6,13.75,FR
2645179e-d6d8-56e8-073c-73579ea81c75,41.58739,9.291643,0.0,200.0,39,,FR PVO,1646222760,2022-03-02 12:06:00,30.8678224281505,228200800.0,9163570.0,Cargo,Cement Carrier,90.6,13.75,FR
2645179e-d6d8-56e8-073c-73579ea81c75,41.58741,9.291621,0.0,200.0,39,,FR PVO,1646226060,2022-03-02 13:01:00,30.8664533062474,228200800.0,9163570.0,Cargo,Cement Carrier,90.6,13.75,FR
2645179e-d6d8-56e8-073c-73579ea81c75,41.58739,9.291632,0.0,200.0,39,,FR PVO,1646229660,2022-03-02 14:01:00,30.8673652400102,228200800.0,9163570.0,Cargo,Cement Carrier,90.6,13.75,FR
2645179e-d6d8-56e8-073c-73579ea81c75,41.58737,9.291652,0.0,200.0,39,,FR PVO,1646233380,2022-03-02 15:03:00,30.8686512602963,228200800.0,9163570.0,Cargo,Cement Carrier,90.6,13.75,FR
2645179e-d6d8-56e8-073c-73579ea81c75,41.58739,9.291625,0.0,200.0,39,,FR PVO,1646236620,2022-03-02 15:57:00,30.8670743026789,228200800.0,9163570.0,Cargo,Cement Carrier,90.6,13.75,FR
2645179e-d6d8-56e8-073c-73579ea81c75,41.60654,9.346392,94.0,93.0,90,,FR PVO,1646240700,2022-03-02 17:05:00,32.7677639632736,228200800.0,9163570.0,Cargo,Cement Carrier,90.6,13.75,FR
2645179e-d6d8-56e8-073c-73579ea81c75,41.74133,9.454763,102.0,25.0,22,,FR ILR,1646244420,2022-03-02 18:07:00,35.9593816949925,228200800.0,9163570.0,Cargo,Cement Carrier,90.6,13.75,FR
2f769bbe-72df-6232-334e-e6b7c5e780c8,41.60072,9.306864,51.0,59.0,511,,CLASS B,1646218980,2022-03-02 11:03:00,31.2132097349958,227195360.0,,Sailing Vessel,Sailing Vessel,,,FR
2f769bbe-72df-6232-334e-e6b7c5e780c8,41.63545,9.379777,33.0,24.0,511,,CLASS B,1646222640,2022-03-02 12:04:00,33.6937000288224,227195360.0,,Sailing Vessel,Sailing Vessel,,,FR
2f769bbe-72df-6232-334e-e6b7c5e780c8,41.65387,9.398998,25.0,195.0,511,,CLASS B,1646226240,2022-03-02 13:04:00,34.2601868432465,227195360.0,,Sailing Vessel,Sailing Vessel,,,FR
2f769bbe-72df-6232-334e-e6b7c5e780c8,41.63261,9.357605,2.0,299.0,511,,CLASS B,1646229900,2022-03-02 14:05:00,32.7809705263729,227195360.0,,Sailing Vessel,Sailing Vessel,,,FR
2f769bbe-72df-6232-334e-e6b7c5e780c8,41.59398,9.295305,79.0,231.0,511,,CLASS B,1646233560,2022-03-02 15:06:00,30.8731399133745,227195360.0,,Sailing Vessel,Sailing Vessel,,,FR
2f769bbe-72df-6232-334e-e6b7c5e780c8,41.58946,9.283697,1.0,231.0,511,,CLASS B,1646234340,2022-03-02 15:19:00,30.4905099330392,227195360.0,,Sailing Vessel,Sailing Vessel,,,FR
39ff9930-1eca-3a89-a271-3a7d9c7f63aa,41.30635,9.29471,165.0,51.0,54,,TRGEB,1646273160,2022-03-03 02:06:00,40.4965633819557,255801780.0,9354442.0,Cargo,Container Ship,134.4,22.74,PT
3be7920f-6d6b-9928-758d-bd14fde18679,41.5175,9.421449,189.0,0.0,0,,FR PVC,1646114640,2022-03-01 06:04:00,37.8930141770683,227184000.0,9050826.0,Passenger,Ro-Ro or Passenger Ship,165.8,29.0,FR
3be7920f-6d6b-9928-758d-bd14fde18679,41.58832,9.29243,0.0,218.0,38,,FR PVC,1646118300,2022-03-01 07:05:00,30.8794541698619,227184000.0,9050826.0,Passenger,Ro-Ro or Passenger Ship,165.8,29.0,FR
3be7920f-6d6b-9928-758d-bd14fde18679,41.58832,9.292432,0.0,280.0,38,,FR PVC,1646121840,2022-03-01 08:04:00,30.8795373650226,227184000.0,9050826.0,Passenger,Ro-Ro or Passenger Ship,165.8,29.0,FR
3be7920f-6d6b-9928-758d-bd14fde18679,41.58832,9.292425,0.0,232.0,38,,FR PVC,1646125140,2022-03-01 08:59:00,30.8792461819794,227184000.0,9050826.0,Passenger,Ro-Ro or Passenger Ship,165.8,29.0,FR
3be7920f-6d6b-9928-758d-bd14fde18679,41.58833,9.292425,0.0,202.0,38,,FR PVC,1646129160,2022-03-01 10:06:00,30.8790199749533,227184000.0,9050826.0,Passenger,Ro-Ro or Passenger Ship,165.8,29.0,FR
3be7920f-6d6b-9928-758d-bd14fde18679,41.58833,9.292425,0.0,31.0,38,,FR PVC,1646132700,2022-03-01 11:05:00,30.8790199749533,227184000.0,9050826.0,Passenger,Ro-Ro or Passenger Ship,165.8,29.0,FR
3be7920f-6d6b-9928-758d-bd14fde18679,41.58833,9.292423,0.0,283.0,38,,FR PVC,1646136120,2022-03-01 12:02:00,30.8789367792922,227184000.0,9050826.0,Passenger,Ro-Ro or Passenger Ship,165.8,29.0,FR
3be7920f-6d6b-9928-758d-bd14fde18679,41.58833,9.292425,0.0,281.0,38,,FR PVC,1646140020,2022-03-01 13:07:00,30.8790199749533,227184000.0,9050826.0,Passenger,Ro-Ro or Passenger Ship,165.8,29.0,FR
3be7920f-6d6b-9928-758d-bd14fde18679,41.58833,9.292423,0.0,101.0,38,,FR PVC,1646143320,2022-03-01 14:02:00,30.8789367792922,227184000.0,9050826.0,Passenger,Ro-Ro or Passenger Ship,165.8,29.0,FR
3be7920f-6d6b-9928-758d-bd14fde18679,41.58832,9.292425,0.0,134.0,38,,FR MRS,1646147040,2022-03-01 15:04:00,30.8792461819794,227184000.0,9050826.0,Passenger,Ro-Ro or Passenger Ship,165.8,29.0,FR
3be7920f-6d6b-9928-758d-bd14fde18679,41.58833,9.292427,0.0,289.0,38,,FR PVC,1646150760,2022-03-01 16:06:00,30.8791031706456,227184000.0,9050826.0,Passenger,Ro-Ro or Passenger Ship,165.8,29.0,FR
3be7920f-6d6b-9928-758d-bd14fde18679,41.58832,9.292432,0.0,51.0,38,,FR MRS,1646154300,2022-03-01 17:05:00,30.8795373650226,227184000.0,9050826.0,Passenger,Ro-Ro or Passenger Ship,165.8,29.0,FR
3be7920f-6d6b-9928-758d-bd14fde18679,41.45874,9.416859,189.0,188.0,188,,FR MRS,1646158020,2022-03-01 18:07:00,39.3267490318753,227184000.0,9050826.0,Passenger,Ro-Ro or Passenger Ship,165.8,29.0,FR
3be7920f-6d6b-9928-758d-bd14fde18679,41.34446,9.348984,190.0,49.0,49,,FR PVC,1646287500,2022-03-03 06:05:00,40.754011892786,227184000.0,9050826.0,Passenger,Ro-Ro or Passenger Ship,165.8,29.0,FR
