uuid,lat,lon,speed,course,heading,navstat,destination,last_pos_epoch,last_pos_utc,distance_nm,mmsi,imo,type,type_specific,length,breadth,country_iso
04c641d7-b7b9-d1bc-f2a6-20c365fd89cd,41.29604,9.276419,164.0,54.0,52,,TIVAT,1651388580,2022-05-01 07:03:00,40.3611620969527,319149800.0,1007964.0,Pleasure Craft,Yacht,81.22,12.4,KY
07cc6706-0d95-5530-ef9c-e6a327766a72,41.31554,9.258913,68.0,313.0,314,,CLASS B,1651395900,2022-05-01 09:05:00,38.9699869306277,227907650.0,,Sailing Vessel,Sailing Vessel,11.0,7.0,FR
07cc6706-0d95-5530-ef9c-e6a327766a72,41.37891,9.152928,78.0,312.0,311,,CLASS B,1651399440,2022-05-01 10:04:00,32.9224390090425,227907650.0,,Sailing Vessel,Sailing Vessel,11.0,7.0,FR
07cc6706-0d95-5530-ef9c-e6a327766a72,41.39059,9.134668,79.0,316.0,306,,CLASS B,1651400040,2022-05-01 10:14:00,31.8492931781464,227907650.0,,Sailing Vessel,Sailing Vessel,11.0,7.0,FR
07cc6706-0d95-5530-ef9c-e6a327766a72,41.44744,9.062765,76.0,330.0,333,,CLASS B,1651413780,2022-05-01 14:03:00,27.1455664819626,227907650.0,,Sailing Vessel,Sailing Vessel,11.0,7.0,FR
07cc6706-0d95-5530-ef9c-e6a327766a72,41.47495,9.073415,0.0,347.0,211,,CLASS B,1651416000,2022-05-01 14:40:00,26.291160218893,227907650.0,,Sailing Vessel,Sailing Vessel,11.0,7.0,FR
07d963d9-6d4c-8489-0b21-2195a3115308,41.39645,9.072683,56.0,131.0,511,,CLASS B,1651410180,2022-05-01 13:03:00,29.756775899702,228032930.0,,Sailing Vessel,Sailing Vessel,,,FR
07d963d9-6d4c-8489-0b21-2195a3115308,41.34873,9.148499,44.0,125.0,511,,CLASS B,1651413840,2022-05-01 14:04:00,34.1447289252678,228032930.0,,Sailing Vessel,Sailing Vessel,,,FR
07d963d9-6d4c-8489-0b21-2195a3115308,41.30827,9.226294,49.0,128.0,511,,CLASS B,1651417380,2022-05-01 15:03:00,38.2844193078587,228032930.0,,Sailing Vessel,Sailing Vessel,,,FR
0a0e9912-2d69-7bbc-556c-9a95def23ea6,41.6299,9.36375,40.0,101.0,511,,CLASS B,1651381380,2022-05-01 05:03:00,33.0909096729604,227672680.0,,Sailing Vessel,Sailing Vessel,9.0,3.0,FR
0a0e9912-2d69-7bbc-556c-9a95def23ea6,41.66282,9.404815,39.0,20.0,511,,CLASS B,1651383840,2022-05-01 05:44:00,34.3979441565761,227672680.0,,Sailing Vessel,Sailing Vessel,9.0,3.0,FR
0d1ab7f5-6c44-81a3-c199-14803fc7c948,41.47526,9.073769,0.0,,511,,CLASS B,1651561200,2022-05-03 07:00:00,26.2895452752282,227909190.0,,Pleasure Craft,Pleasure Craft,14.0,8.0,FR
0d1ab7f5-6c44-81a3-c199-14803fc7c948,41.47532,9.073807,0.0,,511,,CLASS B,1651564680,2022-05-03 07:58:00,26.2882527313557,227909190.0,,Pleasure Craft,Pleasure Craft,14.0,8.0,FR
0d1ab7f5-6c44-81a3-c199-14803fc7c948,41.47532,9.073833,0.0,,511,,CLASS B,1651568280,2022-05-03 08:58:00,26.2890898965553,227909190.0,,Pleasure Craft,Pleasure Craft,14.0,8.0,FR
0d1ab7f5-6c44-81a3-c199-14803fc7c948,41.4753,9.073822,0.0,,511,,CLASS B,1651572360,2022-05-03 10:06:00,26.2895743087736,227909190.0,,Pleasure Craft,Pleasure Craft,14.0,8.0,FR
0dea68f4-abc5-6215-2c10-2e9af79a8845,41.36781,9.22983,162.0,42.0,511,,CLASS B,1651563780,2022-05-03 07:43:00,35.8249191086089,228018720.0,,Dive Vessel,Dive Vessel,,,FR
1017296f-d23d-77dd-bc5c-fbfcd4d8c340,41.3431,9.347116,151.0,51.0,48,,IT CVV,1651784460,2022-05-05 21:01:00,40.7425318227497,248956000.0,9783576.0,Passenger,Passenger Ship,315.7,42.3,MT
147d7a97-96ec-a604-ac17-ebbd9ec732aa,41.30107,9.270066,175.0,229.0,234,,FOS,1651622340,2022-05-03 23:59:00,39.9448358264353,219223000.0,9356127.0,Cargo - Hazard A (Major),Container Ship,210.49,29.8,DK
1614d4d0-af64-7078-3bd8-43f94b47c132,41.33245,9.325468,113.0,231.0,232,,FRSET,1651413780,2022-05-01 14:03:00,40.4280410446557,256049000.0,9306718.0,Cargo,Ro-Ro Cargo,165.0,26.23,MT
18cf738e-9aa2-2dce-bd83-47d70fe12408,41.38944,9.152291,89.0,78.0,85,,ITSTE-FRBON,1651392240,2022-05-01 08:04:00,32.4414469254675,247436000.0,8412871.0,Passenger,Ro-Ro or Passenger Ship,64.35,13.8,IT
18cf738e-9aa2-2dce-bd83-47d70fe12408,41.30586,9.179548,119.0,163.0,165,,ITSTE-FRBON,1651395840,2022-05-01 09:04:00,37.0165726143052,247436000.0,8412871.0,Passenger,Ro-Ro or Passenger Ship,64.35,13.8,IT
18cf738e-9aa2-2dce-bd83-47d70fe12408,41.3439,9.160107,115.0,336.0,337,,ITSTE-FRBON,1651402980,2022-05-01 11:03:00,34.7055521205167,247436000.0,8412871.0,Passenger,Ro-Ro or Passenger Ship,64.35,13.8,IT
18cf738e-9aa2-2dce-bd83-47d70fe12408,41.38872,9.15554,0.0,357.0,282,,ITSTE-FRBON,1651406400,2022-05-01 12:00:00,32.5736297602204,247436000.0,8412871.0,Passenger,Ro-Ro or Passenger Ship,64.35,13.8,IT
18cf738e-9aa2-2dce-bd83-47d70fe12408,41.38873,9.155592,0.0,4.0,282,,ITSTE-FRBON,1651410000,2022-05-01 13:00:00,32.5748114221316,247436000.0,8412871.0,Passenger,Ro-Ro or Passenger Ship,64.35,13.8,IT
18cf738e-9aa2-2dce-bd83-47d70fe12408,41.30526,9.176971,122.0,163.0,166,,ITSTE-FRBON,1651413780,2022-05-01 14:03:00,36.9705894700423,247436000.0,8412871.0,Passenger,Ro-Ro or Passenger Ship,64.35,13.8,IT
18cf738e-9aa2-2dce-bd83-47d70fe12408,41.32894,9.168943,113.0,338.0,342,,ITSTE-FRBON,1651421040,2022-05-01 16:04:00,35.6469099775674,247436000.0,8412871.0,Passenger,Ro-Ro or Passenger Ship,64.35,13.8,IT
18cf738e-9aa2-2dce-bd83-47d70fe12408,41.38879,9.155557,5.0,334.0,290,,ITSTE-FRBON,1651424520,2022-05-01 17:02:00,32.5711161656024,247436000.0,8412871.0,Passenger,Ro-Ro or Passenger Ship,64.35,13.8,IT
18cf738e-9aa2-2dce-bd83-47d70fe12408,41.38873,9.155145,4.0,112.0,252,,ITSTE-FRBON,1651478460,2022-05-02 08:01:00,32.560920723917,247436000.0,8412871.0,Passenger,Ro-Ro or Passenger Ship,64.35,13.8,IT
18cf738e-9aa2-2dce-bd83-47d70fe12408,41.30667,9.173695,119.0,162.0,167,,ITSTE-FRBON,1651482120,2022-05-02 09:02:00,36.8115016233843,247436000.0,8412871.0,Passenger,Ro-Ro or Passenger Ship,64.35,13.8,IT
18cf738e-9aa2-2dce-bd83-47d70fe12408,41.3328,9.161088,116.0,340.0,340,,ITSTE-FRBON,1651489260,2022-05-02 11:01:00,35.2412104385781,247436000.0,8412871.0,Passenger,Ro-Ro or Passenger Ship,64.35,13.8,IT
18cf738e-9aa2-2dce-bd83-47d70fe12408,41.38869,9.155532,0.0,199.0,281,,ITSTE-FRBON,1651492620,2022-05-02 11:57:00,32.5746849274922,247436000.0,8412871.0,Passenger,Ro-Ro or Passenger Ship,64.35,13.8,IT
18cf738e-9aa2-2dce-bd83-47d70fe12408,41.3887,9.155573,0.0,0.0,281,,ITSTE-FRBON,1651496400,2022-05-02 13:00:00,32.5755246026959,247436000.0,8412871.0,Passenger,Ro-Ro or Passenger Ship,64.35,13.8,IT
18cf738e-9aa2-2dce-bd83-47d70fe12408,41.31514,9.17598,122.0,164.0,166,,ITSTE-FRBON,1651500060,2022-05-02 14:01:00,36.485054253371,247436000.0,8412871.0,Passenger,Ro-Ro or Passenger Ship,64.35,13.8,IT
18cf738e-9aa2-2dce-bd83-47d70fe12408,41.3166,9.178826,115.0,340.0,342,,ITSTE-FRBON,1651507260,2022-05-02 16:01:00,36.5003841768972,247436000.0,8412871.0,Passenger,Ro-Ro or Passenger Ship,64.35,13.8,IT
18cf738e-9aa2-2dce-bd83-47d70fe12408,41.38866,9.155566,0.0,48.0,282,,ITSTE-FRBON,1651510680,2022-05-02 16:58:00,32.5770454489186,247436000.0,8412871.0,Passenger,Ro-Ro or Passenger Ship,64.35,13.8,IT
18cf738e-9aa2-2dce-bd83-47d70fe12408,41.38869,9.155572,0.0,37.0,281,,ITSTE-FRBON,1651564800,2022-05-03 08:00:00,32.5759281143242,247436000.0,8412871.0,Passenger,Ro-Ro or Passenger Ship,64.35,13.8,IT
