uuid,lat,lon,speed,course,heading,navstat,destination,last_pos_epoch,last_pos_utc,distance_nm,mmsi,imo,type,type_specific,length,breadth,country_iso
10f82a7f-b626-2301-27f1-3a857afbdaea,41.47542,9.073807,0.0,,511,,CLASS B,1643802540,2022-02-02 11:49:00,26.28406007387,227991190,,Sailing Vessel,Sailing Vessel,16.0,5.0,FR
10f82a7f-b626-2301-27f1-3a857afbdaea,41.47543,9.073795,1.0,,511,,CLASS B,1643803500,2022-02-02 12:05:00,26.2832544042372,227991190,,Sailing Vessel,Sailing Vessel,16.0,5.0,FR
125ec819-3771-e906-2f31-b1e660d13d4a,41.33747,9.334844,79.0,231.0,228,,FRSET,1643831820,2022-02-02 19:57:00,40.5443626709122,354775000,9054963.0,Cargo,General Cargo,87.96,12.58,PA
125ec819-3771-e906-2f31-b1e660d13d4a,41.30411,9.161629,62.0,277.0,278,,FRSET,1643835360,2022-02-02 20:56:00,36.5898919126314,354775000,9054963.0,Cargo,General Cargo,87.96,12.58,PA
1820c6b7-8640-18e1-1b09-d60a7fc574c6,41.31879,9.312337,130.0,50.0,511,,,1643853360,2022-02-03 01:56:00,40.5477775773661,368938000,,Other,Other,93.0,19.0,US
1820c6b7-8640-18e1-1b09-d60a7fc574c6,41.35582,9.371612,150.0,51.0,511,,,1643854620,2022-02-03 02:17:00,41.1098955039447,368938000,,Other,Other,93.0,19.0,US
18cf738e-9aa2-2dce-bd83-47d70fe12408,41.37829,9.13832,108.0,353.0,356,,ITSTE-FRBON,1643871360,2022-02-03 06:56:00,32.5067491042313,247436000,8412871.0,Passenger,Ro-Ro or Passenger Ship,64.35,13.8,IT
18cf738e-9aa2-2dce-bd83-47d70fe12408,41.33477,9.150788,113.0,175.0,178,,ITSTE-FRBON,1643875020,2022-02-03 07:57:00,34.8524793359338,247436000,8412871.0,Passenger,Ro-Ro or Passenger Ship,64.35,13.8,IT
18cf738e-9aa2-2dce-bd83-47d70fe12408,41.38944,9.153167,82.0,82.0,92,,ITSTE-FRBON,1643885820,2022-02-03 10:57:00,32.4686196245916,247436000,8412871.0,Passenger,Ro-Ro or Passenger Ship,64.35,13.8,IT
18cf738e-9aa2-2dce-bd83-47d70fe12408,41.38873,9.155568,0.0,356.0,282,,ITSTE-FRBON,1643889300,2022-02-03 11:55:00,32.5740654490616,247436000,8412871.0,Passenger,Ro-Ro or Passenger Ship,64.35,13.8,IT
18cf738e-9aa2-2dce-bd83-47d70fe12408,41.38027,9.1454,108.0,357.0,358,,ITSTE-FRBON,1643907420,2022-02-03 16:57:00,32.6327435782439,247436000,8412871.0,Passenger,Ro-Ro or Passenger Ship,64.35,13.8,IT
18cf738e-9aa2-2dce-bd83-47d70fe12408,41.31461,9.148318,113.0,178.0,179,,ITSTE-FRBON,1643911140,2022-02-03 17:59:00,35.7229580510916,247436000,8412871.0,Passenger,Ro-Ro or Passenger Ship,64.35,13.8,IT
