uuid,lat,lon,speed,course,heading,navstat,destination,last_pos_epoch,last_pos_utc,distance_nm,mmsi,imo,type,type_specific,length,breadth,country_iso
0266bda0-15d9-9407-97f6-e5f214aebfb8,41.36329,9.113938,82.0,310.0,511,,CLASS B,1662134280,2022-09-02 15:58:00,32.4745123777631,240458200.0,,Sailing Vessel,Sailing Vessel,18.0,10.0,GR
037fbcec-273a-e6bd-89c1-6f32a94cb5a7,41.38214,9.35737,76.0,346.0,511,,CLASS B,1662137100,2022-09-02 16:45:00,39.6320395458309,227106740.0,,Sailing Vessel,Sailing Vessel,16.0,4.0,FR
073831cf-9548-8270-5b5a-997a94d61431,41.3251,9.21632,80.0,138.0,511,,CLASS B,1662119820,2022-09-02 11:57:00,37.2344276990805,247161750.0,,Sailing Vessel,Sailing Vessel,17.0,10.0,IT
07cc6706-0d95-5530-ef9c-e6a327766a72,41.60467,9.38602,79.0,177.0,179,,CLASS B,1662026340,2022-09-01 09:59:00,34.4911938034071,227907650.0,,Sailing Vessel,Sailing Vessel,11.0,7.0,FR
07cc6706-0d95-5530-ef9c-e6a327766a72,41.55564,9.380005,72.0,258.0,263,,CLASS B,1662028620,2022-09-01 10:37:00,35.2642855087344,227907650.0,,Sailing Vessel,Sailing Vessel,11.0,7.0,FR
07cc6706-0d95-5530-ef9c-e6a327766a72,41.55937,9.370004,1.0,181.0,21,,CLASS B,1662030960,2022-09-01 11:16:00,34.7633385088642,227907650.0,,Sailing Vessel,Sailing Vessel,11.0,7.0,FR
07cc6706-0d95-5530-ef9c-e6a327766a72,41.52979,9.375682,70.0,169.0,174,,CLASS B,1662035220,2022-09-01 12:27:00,35.7166250476264,227907650.0,,Sailing Vessel,Sailing Vessel,11.0,7.0,FR
07cc6706-0d95-5530-ef9c-e6a327766a72,41.4105,9.388128,71.0,173.0,186,,CLASS B,1662039600,2022-09-01 13:40:00,39.7610429003617,227907650.0,,Sailing Vessel,Sailing Vessel,11.0,7.0,FR
07cc6706-0d95-5530-ef9c-e6a327766a72,41.42496,9.322268,60.0,177.0,180,,CLASS B,1662044280,2022-09-01 14:58:00,36.8321432504536,227907650.0,,Sailing Vessel,Sailing Vessel,11.0,7.0,FR
07cc6706-0d95-5530-ef9c-e6a327766a72,41.37477,9.290085,38.0,275.0,266,,CLASS B,1662047880,2022-09-01 15:58:00,37.5531875019526,227907650.0,,Sailing Vessel,Sailing Vessel,11.0,7.0,FR
07cc6706-0d95-5530-ef9c-e6a327766a72,41.36123,9.208965,59.0,276.0,278,,CLASS B,1662051540,2022-09-01 16:59:00,35.4341186494265,227907650.0,,Sailing Vessel,Sailing Vessel,11.0,7.0,FR
07cc6706-0d95-5530-ef9c-e6a327766a72,41.38654,9.146995,76.0,3.0,4,,CLASS B,1662053400,2022-09-01 17:30:00,32.4048652484561,227907650.0,,Sailing Vessel,Sailing Vessel,11.0,7.0,FR
07cc6706-0d95-5530-ef9c-e6a327766a72,41.39275,9.08969,75.0,334.0,327,,CLASS B,1662116280,2022-09-02 10:58:00,30.4156082254225,227907650.0,,Sailing Vessel,Sailing Vessel,11.0,7.0,FR
07cc6706-0d95-5530-ef9c-e6a327766a72,41.47444,9.071745,4.0,23.0,220,,CLASS B,1662134340,2022-09-02 15:59:00,26.2589573214255,227907650.0,,Sailing Vessel,Sailing Vessel,11.0,7.0,FR
07cc6706-0d95-5530-ef9c-e6a327766a72,41.4745,9.071838,0.0,40.0,206,,CLASS B,1662137640,2022-09-02 16:54:00,26.2594151974042,227907650.0,,Sailing Vessel,Sailing Vessel,11.0,7.0,FR
09bee4bb-8189-26ad-95d8-2c07d448166d,41.47367,9.072432,33.0,46.0,55,,CLASS B,1662130680,2022-09-02 14:58:00,26.3134108121351,368236330.0,,Sailing Vessel,Sailing Vessel,12.0,8.0,US
09bee4bb-8189-26ad-95d8-2c07d448166d,41.47426,9.072695,0.0,,34,,CLASS B,1662132900,2022-09-02 15:35:00,26.2970166147524,368236330.0,,Sailing Vessel,Sailing Vessel,12.0,8.0,US
0a75d129-a7be-e828-62b4-1a444552cb9d,41.31038,9.317515,60.0,164.0,511,,CLASS B,1662094800,2022-09-02 05:00:00,41.0646537057605,247046280.0,,Sailing Vessel,Sailing Vessel,15.0,5.0,IT
0c0b2fdf-2072-72c6-09c1-93091f1eb789,41.38919,9.159665,4.0,,511,,CLASS B,1662123540,2022-09-02 12:59:00,32.6817695822655,211617310.0,,Pleasure Craft,Pleasure Craft,20.0,5.0,DE
0d1ab7f5-6c44-81a3-c199-14803fc7c948,41.46951,9.26842,2.0,,511,,CLASS B,1661993460,2022-09-01 00:51:00,33.3132877784431,227909190.0,,Pleasure Craft,Pleasure Craft,14.0,8.0,FR
0d1ab7f5-6c44-81a3-c199-14803fc7c948,41.46942,9.268521,1.0,,511,,CLASS B,1661997540,2022-09-01 01:59:00,33.3200857640116,227909190.0,,Pleasure Craft,Pleasure Craft,14.0,8.0,FR
