uuid,lat,lon,speed,course,heading,navstat,destination,last_pos_epoch,last_pos_utc,distance_nm,mmsi,imo,type,type_specific,length,breadth,country_iso
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.43499,9.30032,84.0,335.0,511,,CLASS B,1667390580,2022-11-02 12:03:00,35.6783419838327,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.50824,9.295715,58.0,1.0,0,,CLASS B,1667393640,2022-11-02 12:54:00,33.1210689204236,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.5288,9.27473,3.0,53.0,0,,CLASS B,1667397660,2022-11-02 14:01:00,31.6951204839479,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.52887,9.274712,0.0,22.0,0,,CLASS B,1667401080,2022-11-02 14:58:00,31.6923949024648,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.52887,9.27475,0.0,1.0,0,,CLASS B,1667404560,2022-11-02 15:56:00,31.6938937419687,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.52879,9.274767,0.0,4.0,0,,CLASS B,1667408040,2022-11-02 16:54:00,31.6968677642476,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.52871,9.274613,0.0,4.0,0,,CLASS B,1667411940,2022-11-02 17:59:00,31.6930985215123,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.52873,9.27475,0.0,8.0,0,,CLASS B,1667415480,2022-11-02 18:58:00,31.6979252872534,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.52882,9.274712,0.0,8.0,0,,CLASS B,1667418780,2022-11-02 19:53:00,31.6938346099345,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.52872,9.274709,0.0,8.0,0,,CLASS B,1667422680,2022-11-02 20:58:00,31.6965963690146,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.52873,9.274712,0.0,8.0,0,,CLASS B,1667426340,2022-11-02 21:59:00,31.696426635152,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.52873,9.274725,0.0,8.0,0,,CLASS B,1667430180,2022-11-02 23:03:00,31.696939329543,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.52876,9.27474,0.0,8.0,0,,CLASS B,1667433480,2022-11-02 23:58:00,31.6966668455242,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.52871,9.274747,0.0,8.0,0,,CLASS B,1667437260,2022-11-03 01:01:00,31.6983830491175,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.5288,9.274725,0.0,8.0,0,,CLASS B,1667440740,2022-11-03 01:59:00,31.6949232807592,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.52871,9.274722,0.0,8.0,0,,CLASS B,1667444400,2022-11-03 03:00:00,31.6973971101222,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.52878,9.274734,0.0,8.0,0,,CLASS B,1667447820,2022-11-03 03:57:00,31.6958542105127,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.52876,9.274732,0.0,8.0,0,,CLASS B,1667451240,2022-11-03 04:54:00,31.6963513308158,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.5287,9.2747,0.0,8.0,0,,CLASS B,1667455380,2022-11-03 06:03:00,31.6968175596298,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.52877,9.274747,0.0,8.0,0,,CLASS B,1667458440,2022-11-03 06:54:00,31.6966549223673,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.52884,9.274718,0.0,8.0,0,,CLASS B,1667462220,2022-11-03 07:57:00,31.6934953518751,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.52884,9.274636,0.0,8.0,0,,CLASS B,1667465880,2022-11-03 08:58:00,31.6902611644657,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.5288,9.274395,0.0,8.0,0,,CLASS B,1667469720,2022-11-03 10:02:00,31.681908670435,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.5288,9.274388,0.0,4.0,0,,CLASS B,1667473200,2022-11-03 11:00:00,31.6816326198955,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.52882,9.274379,0.0,4.0,0,,CLASS B,1667477100,2022-11-03 12:05:00,31.6807015198486,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.52519,9.290928,30.0,62.0,0,,CLASS B,1667480520,2022-11-03 13:02:00,32.4383322268569,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.56834,9.381733,54.0,7.0,511,,CLASS B,1667484240,2022-11-03 14:04:00,35.0488863576065,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.62742,9.394373,37.0,17.0,511,,CLASS B,1667487720,2022-11-03 15:02:00,34.4535012087621,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.67735,9.385107,55.0,284.0,511,,CLASS B,1667491440,2022-11-03 16:04:00,33.3577508190771,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.6783,9.373878,0.0,156.0,0,,CLASS B,1667494980,2022-11-03 17:03:00,32.8525298164705,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.6783,9.373832,0.0,,0,,CLASS B,1667498520,2022-11-03 18:02:00,32.8505047932248,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
04c13be2-5ef9-35cf-7f9a-bed57c095746,41.67827,9.373827,0.0,,0,,CLASS B,1667501880,2022-11-03 18:58:00,32.8506280040529,228122580.0,,Sailing Vessel,Sailing Vessel,13.0,8.0,FR
